query,phylum,class,order,family,genus
Cybaeus tetricus,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Cybaeus morosus,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Cybaeus reticulatus,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Cybaeus signifer,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Cybaeus sanbruno,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Cybaeus hesper,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Cybaeus penedentatus,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Cybaeus somesbar,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Cybaeus chauliodous,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Cybaeus gidneyi,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Abacarus acutatus,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Abacarus
Abacarus hystrix,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Abacarus
Abacarus lolii,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Abacarus
Abacarus plumiger,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Abacarus
Abacarus,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Abacarus
Aculodes mckenziei,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aculodes
Aceria tosichella,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria
Euseius stipulatus,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Euseius
Euseius gallicus,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Euseius
Imnadia yeyetta,Arthropoda,Branchiopoda,Diplostraca,Limnadiidae,Imnadia
Paralimnadia urukhai,Arthropoda,Branchiopoda,Diplostraca,Limnadiidae,Paralimnadia
Paralimnadia stanleyana,Arthropoda,Branchiopoda,Diplostraca,Limnadiidae,Paralimnadia
Deinopis spinosa,Arthropoda,Arachnida,Araneae,Deinopidae,Deinopis
Uloborus diversus,Arthropoda,Arachnida,Araneae,Uloboridae,Uloborus
Ariadna fidicina,Arthropoda,Arachnida,Araneae,Segestriidae,Ariadna
Austrochilus,Arthropoda,Arachnida,Araneae,Austrochilidae,Austrochilus
Euagrus chisoseus,Arthropoda,Arachnida,Araneae,Dipluridae,Euagrus
Gertschanapis shantzi,Arthropoda,Arachnida,Araneae,Anapidae,Gertschanapis
Hyptiotes gertschi,Arthropoda,Arachnida,Araneae,Uloboridae,Hyptiotes
Megadictyna thilenii,Arthropoda,Arachnida,Araneae,Nicodamidae,Megadictyna
Mimetus,Arthropoda,Arachnida,Araneae,Mimetidae,Mimetus
Nephilengys malabarensis,Arthropoda,Arachnida,Araneae,Nephilidae,Nephilengys
Ambicodamus marae,Arthropoda,Arachnida,Araneae,Nicodamidae,Ambicodamus
Novodamus,Arthropoda,Arachnida,Araneae,Nicodamidae,Novodamus
Oecobius,Arthropoda,Arachnida,Araneae,Oecobiidae,Oecobius
Peucetia viridans,Arthropoda,Arachnida,Araneae,Oxyopidae,Peucetia
Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys
Waitkera waitakerensis,Arthropoda,Arachnida,Araneae,Uloboridae,Waitkera
Zorocrates fuscus,Arthropoda,Arachnida,Araneae,Zoropsidae,Zorocrates
Hygrobates longipalpis,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates
Hygrobates nigromaculatus,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates
Hygrobates trigonicus,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates
Limnesia undulata,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,Limnesia
Acanthogammarus lappaceus,Arthropoda,Malacostraca,Amphipoda,Acanthogammaridae,Acanthogammarus
Psoroptes cuniculi,Arthropoda,Arachnida,Sarcoptiformes,Psoroptidae,Psoroptes
Chorioptes texanus,Arthropoda,Arachnida,Sarcoptiformes,Psoroptidae,Chorioptes
Chorioptes,Arthropoda,Arachnida,Sarcoptiformes,Psoroptidae,Chorioptes
Hickmania troglodytes,Arthropoda,Arachnida,Araneae,Austrochilidae,Hickmania
Ikuma,Arthropoda,Arachnida,Araneae,Palpimanidae,Ikuma
Adonea fimbriata,Arthropoda,Arachnida,Araneae,Eresidae,Adonea
Chumma inquieta,Arthropoda,Arachnida,Araneae,Chummidae,Chumma
Dorceus fastuosus,Arthropoda,Arachnida,Araneae,Eresidae,Dorceus
Dresserus colsoni,Arthropoda,Arachnida,Araneae,Eresidae,Dresserus
Dresserus kannemeyeri,Arthropoda,Arachnida,Araneae,Eresidae,Dresserus
Eresus,Arthropoda,Arachnida,Araneae,Eresidae,Eresus
Stegodyphus annulipes,Arthropoda,Arachnida,Araneae,Eresidae,Stegodyphus
Gandanameno,Arthropoda,Arachnida,Araneae,Eresidae,Gandanameno
Gandanameno fumosa,Arthropoda,Arachnida,Araneae,Eresidae,Gandanameno
Hersilia insulana,Arthropoda,Arachnida,Araneae,Hersiliidae,Hersilia
Hersiliola macullulata,Arthropoda,Arachnida,Araneae,Hersiliidae,Hersiliola
Aschema,Arthropoda,Arachnida,Araneae,Zodariidae,Aschema
Oncodamus decipiens,Arthropoda,Arachnida,Araneae,Nicodamidae,Oncodamus
Penestomus prendinii,Arthropoda,Arachnida,Araneae,Penestomidae,Penestomus
Penestomus egazini,Arthropoda,Arachnida,Araneae,Penestomidae,Penestomus
Seothyra annettae,Arthropoda,Arachnida,Araneae,Eresidae,Seothyra
Vidole capensis,Arthropoda,Arachnida,Araneae,Phyxelididae,Vidole
Zodarion,Arthropoda,Arachnida,Araneae,Zodariidae,Zodarion
Ornithonyssus bacoti,Arthropoda,Arachnida,Mesostigmata,Macronyssidae,Ornithonyssus
Iphiseius degenerans,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Iphiseius
Phytoseiulus persimilis,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Phytoseiulus
Demodex folliculorum,Arthropoda,Arachnida,Trombidiformes,Demodicidae,Demodex
Ornithonyssus sylviarum,Arthropoda,Arachnida,Mesostigmata,Macronyssidae,Ornithonyssus
Cybaeus,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeus
Chinquipellobunus,Arthropoda,Arachnida,Opiliones,Stygnopsidae,Chinquipellobunus
Vonones,Arthropoda,Arachnida,Opiliones,Cosmetidae,Vonones
Erebomaster acanthinus,Arthropoda,Arachnida,Opiliones,Cladonychiidae,Erebomaster
Speleonychia sengeri,Arthropoda,Arachnida,Opiliones,Travuniidae,NULL
Gubernatoria,Arthropoda,Malacostraca,Decapoda,Gecarcinucidae,Gubernatoria
Amblyseius swirskii,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Amblyseius
Delena cancerides,Arthropoda,Arachnida,Araneae,Sparassidae,Delena
Delena,Arthropoda,Arachnida,Araneae,Sparassidae,Delena
Delena gloriosa,Arthropoda,Arachnida,Araneae,Sparassidae,Delena
Delena melanochelis,Arthropoda,Arachnida,Araneae,Sparassidae,Delena
Neosparassus punctatus,Arthropoda,Arachnida,Araneae,Sparassidae,Neosparassus
Holconia immanis,Arthropoda,Arachnida,Araneae,Sparassidae,Holconia
Olios,Arthropoda,Arachnida,Araneae,Sparassidae,Olios
Eidmannella pallida,Arthropoda,Arachnida,Araneae,Nesticidae,Eidmannella
Dermatophagoides farinae,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Dermatophagoides
Sinopoda,Arthropoda,Arachnida,Araneae,Sparassidae,Sinopoda
Rhitymna pinangensis,Arthropoda,Arachnida,Araneae,Sparassidae,Rhitymna
Pseudopoda namkhan,Arthropoda,Arachnida,Araneae,Sparassidae,Pseudopoda
Damastes,Arthropoda,Arachnida,Araneae,Sparassidae,Damastes
Grallobia fulicae,Arthropoda,Arachnida,Sarcoptiformes,Pterolichidae,Grallobia
Trouessartia,Arthropoda,Arachnida,Sarcoptiformes,Trouessartiidae,Trouessartia
Lynxacarus mustelae,Arthropoda,Arachnida,Sarcoptiformes,Listrophoridae,Lynxacarus
Analges corvinus,Arthropoda,Arachnida,Sarcoptiformes,Analgidae,Analges
Joubertophyllodes modularis,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Joubertophyllodes
Anhemialges longipes,Arthropoda,Arachnida,Sarcoptiformes,Analgidae,Anhemialges
Myocoptidae,Arthropoda,Arachnida,Sarcoptiformes,Myocoptidae,NULL
Analges sturninus,Arthropoda,Arachnida,Sarcoptiformes,Analgidae,Analges
Bonomoia,Arthropoda,Arachnida,Sarcoptiformes,Histiostomatidae,Bonomoia
Schizocarpus,Arthropoda,Arachnida,Sarcoptiformes,Listrophoridae,Schizocarpus
Carpoglyphus lactis,Arthropoda,Arachnida,Sarcoptiformes,Carpoglyphidae,Carpoglyphus
Euroglyphus,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Euroglyphus
Avenzoaria totani,Arthropoda,Arachnida,Sarcoptiformes,Avenzoariidae,Avenzoaria
Syringobia longipenis,Arthropoda,Arachnida,Sarcoptiformes,Syringobiidae,Syringobia
Xoloptes blaszaki,Arthropoda,Arachnida,Sarcoptiformes,Pterolichidae,Xoloptes
Diplaegidia columbae,Arthropoda,Arachnida,Sarcoptiformes,Analgidae,Diplaegidia
Freyana anatina,Arthropoda,Arachnida,Sarcoptiformes,Freyanidae,Freyana
Monojoubertia microphylla,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Monojoubertia
Proctophyllodes stylifer,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Pteronyssoides striatus,Arthropoda,Arachnida,Sarcoptiformes,Pteronyssidae,Pteronyssoides
Scutomegninia,Arthropoda,Arachnida,Sarcoptiformes,Avenzoariidae,Scutomegninia
Sturnotrogus truncatus,Arthropoda,Arachnida,Sarcoptiformes,Pteronyssidae,Sturnotrogus
Pomeranzevia ninnii,Arthropoda,Arachnida,Sarcoptiformes,Avenzoariidae,Pomeranzevia
Hieracolichus,Arthropoda,Arachnida,Sarcoptiformes,Gabuciniidae,Hieracolichus
Alycus roseus,Arthropoda,Arachnida,Sarcoptiformes,Alycidae,Alycus
Damaeidae,Arthropoda,Arachnida,Sarcoptiformes,Damaeidae,NULL
Steganacarus spinosus,Arthropoda,Arachnida,Sarcoptiformes,Steganacaridae,Steganacarus
Steganacarus applicatus,Arthropoda,Arachnida,Sarcoptiformes,Steganacaridae,Steganacarus
Gymnodamaeus bicostatus,Arthropoda,Arachnida,Sarcoptiformes,Gymnodamaeidae,Gymnodamaeus
Eueremaeus oblongus,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Eueremaeus
Tegoribatidae,Arthropoda,Arachnida,Sarcoptiformes,Tegoribatidae,NULL
Spatiodamaeus subverticillipes,Arthropoda,Arachnida,Sarcoptiformes,Damaeidae,Spatiodamaeus
Labidostomma luteum,Arthropoda,Arachnida,Trombidiformes,Labidostommatidae,Labidostomma
Lorryia,Arthropoda,Arachnida,Trombidiformes,Tydeidae,Lorryia
Labidostomma,Arthropoda,Arachnida,Trombidiformes,Labidostommatidae,Labidostomma
Acuclavella,Arthropoda,Arachnida,Opiliones,Ceratolasmatidae,Acuclavella
Acuclavella merickeli,Arthropoda,Arachnida,Opiliones,Ceratolasmatidae,Acuclavella
Acuclavella quattuor,Arthropoda,Arachnida,Opiliones,Ceratolasmatidae,Acuclavella
Acuclavella cosmetoides,Arthropoda,Arachnida,Opiliones,Ceratolasmatidae,Acuclavella
Sabacon simoni,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon cavicolens,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Cyptobunus cavicolens,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Cyptobunus
Sclerobunus robustus,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Sclerobunus
Pantopsalis,Arthropoda,Arachnida,Opiliones,Monoscutidae,Pantopsalis
Marthana,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Marthana
Leiobunum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Ceratolasma tricantha,Arthropoda,Arachnida,Opiliones,Ceratolasmatidae,Ceratolasma
Taracus,Arthropoda,Arachnida,Opiliones,Sabaconidae,Taracus
Nemastoma hankiewiczii,Arthropoda,Arachnida,Opiliones,Nemastomatidae,Nemastoma
Nemastomella dubia,Arthropoda,Arachnida,Opiliones,Nemastomatidae,Nemastomella
Ortholasma,Arthropoda,Arachnida,Opiliones,Nemastomatidae,Ortholasma
Anelasmocephalus cambridgei,Arthropoda,Arachnida,Opiliones,Trogulidae,Anelasmocephalus
Trogulus nepaeiformis,Arthropoda,Arachnida,Opiliones,Trogulidae,Trogulus
Holoscotolemon jaqueti,Arthropoda,Arachnida,Opiliones,Cladonychiidae,Holoscotolemon
Trojanella serbica,Arthropoda,Arachnida,Opiliones,NULL,Trojanella
Synthetonychia,Arthropoda,Arachnida,Opiliones,Synthetonychiidae,Synthetonychia
Larifuga capensis,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Larifuga
Triaenobunus,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Triaenobunus
Triaenobunus armstrongi,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Triaenobunus
Gnomulus latoperculum,Arthropoda,Arachnida,Opiliones,Sandokanidae,Gnomulus
Conomma oedipus,Arthropoda,Arachnida,Opiliones,Pyramidopidae,Conomma
Avima albiornata,Arthropoda,Arachnida,Opiliones,Agoristenidae,Avima
Heterocranaus,Arthropoda,Arachnida,Opiliones,Cranaidae,Heterocranaus
Santinezia serratotibialis,Arthropoda,Arachnida,Opiliones,Cranaidae,Santinezia
Pachyloides thorellii,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Pachyloides
Rhopalocranaus albilineatus,Arthropoda,Arachnida,Opiliones,Manaosbiidae,Rhopalocranaus
Quindina,Arthropoda,Arachnida,Opiliones,Nomoclastidae,Quindina
Huasteca rugosa,Arthropoda,Arachnida,Opiliones,Stygnopsidae,Huasteca
Metabiantes,Arthropoda,Arachnida,Opiliones,Biantidae,Metabiantes
Baculigerus,Arthropoda,Arachnida,Opiliones,Escadabiidae,Baculigerus
Pellobunus insularis,Arthropoda,Arachnida,Opiliones,Samoidae,Pellobunus
Stygnomma,Arthropoda,Arachnida,Opiliones,Stygnommatidae,Stygnomma
Pirassunungoleptes calcaratus,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Pirassunungoleptes
Zalmoxis,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Acropsopilio chilensis,Arthropoda,Arachnida,Opiliones,Caddidae,Acropsopilio
Cheyletus malaccensis,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,Cheyletus
Selenops bifurcatus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops insularis,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops lindborgi,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops mexicanus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops micropalpus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Mimetus banksi,Arthropoda,Arachnida,Araneae,Mimetidae,Mimetus
Unduloribates undulatus,Arthropoda,Arachnida,Sarcoptiformes,Unduloribatidae,Unduloribates
Cymbaeremaeus cymba,Arthropoda,Arachnida,Sarcoptiformes,Cymbaeremaeidae,Cymbaeremaeus
Vestalenula marmonieri,Arthropoda,Ostracoda,Podocopida,Darwinulidae,Vestalenula
Vestalenula matildae,Arthropoda,Ostracoda,Podocopida,Darwinulidae,Vestalenula
Weintrauboa yele,Arthropoda,Arachnida,Araneae,Pimoidae,Weintrauboa
Acrobleps hygrophilus,Arthropoda,Arachnida,Araneae,Mysmenidae,Acrobleps
Conculus,Arthropoda,Arachnida,Araneae,Anapidae,Conculus
Acrobleps,Arthropoda,Arachnida,Araneae,Mysmenidae,Acrobleps
Anapisona kethleyi,Arthropoda,Arachnida,Araneae,Anapidae,Anapisona
Maymena ambita,Arthropoda,Arachnida,Araneae,Mysmenidae,Maymena
Microdipoena guttata,Arthropoda,Arachnida,Araneae,Mysmenidae,Microdipoena
Microdipoena nyungwe,Arthropoda,Arachnida,Araneae,Mysmenidae,Microdipoena
Mysmenidae,Arthropoda,Arachnida,Araneae,Mysmenidae,NULL
Maymena,Arthropoda,Arachnida,Araneae,Mysmenidae,Maymena
Trogloneta,Arthropoda,Arachnida,Araneae,Mysmenidae,Trogloneta
Patu,Arthropoda,Arachnida,Araneae,Symphytognathidae,Patu
Symphytognathidae,Arthropoda,Arachnida,Araneae,Symphytognathidae,NULL
Theridiosomatidae,Arthropoda,Arachnida,Araneae,Theridiosomatidae,NULL
Coddingtonia euryopoides,Arthropoda,Arachnida,Araneae,Theridiosomatidae,Coddingtonia
Proctophyllodes egglestoni,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes polyxenus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes ludovicianus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes pheuctici,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes ateri,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes pari,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes picae,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes dendroicae,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes trisetosus,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Proctophyllodes stoddardi,Arthropoda,Arachnida,Sarcoptiformes,Proctophyllodidae,Proctophyllodes
Amblyseius andersoni,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Amblyseius
Hydryphantes,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Hydryphantes
Piona,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Ceratoppia quadridentata,Arthropoda,Arachnida,Sarcoptiformes,Ceratoppiidae,Ceratoppia
Phrurotimpus borealis,Arthropoda,Arachnida,Araneae,Corinnidae,Phrurotimpus
Agroeca ornata,Arthropoda,Arachnida,Araneae,Liocranidae,Agroeca
Demodex,Arthropoda,Arachnida,Trombidiformes,Demodicidae,Demodex
Demodex injai,Arthropoda,Arachnida,Trombidiformes,Demodicidae,Demodex
Elanapis aisen,Arthropoda,Arachnida,Araneae,Anapidae,Elanapis
Epeirotypus chavarria,Arthropoda,Arachnida,Araneae,Theridiosomatidae,Epeirotypus
Microdipoena,Arthropoda,Arachnida,Araneae,Mysmenidae,Microdipoena
Mysmena leichhardti,Arthropoda,Arachnida,Araneae,Mysmenidae,Mysmena
Mysmena tasmaniae,Arthropoda,Arachnida,Araneae,Mysmenidae,Mysmena
Erebomaster flavescens,Arthropoda,Arachnida,Opiliones,Cladonychiidae,Erebomaster
Theromaster,Arthropoda,Arachnida,Opiliones,Cladonychiidae,Theromaster
Cryptomaster leviathan,Arthropoda,Arachnida,Opiliones,Cladonychiidae,Cryptomaster
Speleomaster lexi,Arthropoda,Arachnida,Opiliones,Cladonychiidae,Speleomaster
Briggsus flavescens,Arthropoda,Arachnida,Opiliones,Briggsidae,Briggsus
Paranonychus brunneus,Arthropoda,Arachnida,Opiliones,Triaenonychidae,NULL
Metanonychus setulus,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Metanonychus
Zuma tioga,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Zuma
Cyptobunus ungulatus,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Cyptobunus
Sclerobunus,Arthropoda,Arachnida,Opiliones,Triaenonychidae,Sclerobunus
Taliniella vinki,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Taliniella
Normplatnicka barrettae,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Normplatnicka
Raveniella luteola,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Raveniella
Raveniella hickmani,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Raveniella
Raveniella arenacea,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Raveniella
Raveniella cirrata,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Raveniella
Raveniella janineae,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Raveniella
Raveniella mucronata,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Raveniella
Raveniella peckorum,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Raveniella
Raveniella subcirrata,Arthropoda,Arachnida,Araneae,Micropholcommatidae,Raveniella
Pionidae,Arthropoda,Arachnida,Trombidiformes,Pionidae,NULL
Piona alpicola,Arthropoda,Arachnida,Trombidiformes,Pionidae,Piona
Arrenurus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus
Ceratoppia,Arthropoda,Arachnida,Sarcoptiformes,Ceratoppiidae,Ceratoppia
Leptus,Arthropoda,Arachnida,Trombidiformes,Erythraeidae,Leptus
Sparassidae,Arthropoda,Arachnida,Araneae,Sparassidae,NULL
Haemogamasus,Arthropoda,Arachnida,Mesostigmata,Haemogamasidae,Haemogamasus
Eremulus,Arthropoda,Arachnida,Sarcoptiformes,Eremulidae,Eremulus
Ameroseiidae,Arthropoda,Arachnida,Mesostigmata,Ameroseiidae,NULL
Phytoseiidae,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,NULL
Iurus kinzelbachi,Arthropoda,Arachnida,Scorpiones,Iuridae,Iurus
Epidamaeus floccosus,Arthropoda,Arachnida,Sarcoptiformes,Damaeidae,Epidamaeus
Ero canionis,Arthropoda,Arachnida,Araneae,Mimetidae,Ero
Cybaeota calcarata,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeota
Cambridgea reinga,Arthropoda,Arachnida,Araneae,Stiphidiidae,Cambridgea
Brachyura (infraorder in Protostomia,Arthropoda,Malacostraca,Decapoda,NULL,NULL
Selenops debilis,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops simius,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops curazao,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops banksi,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops nigromaculatus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops phaselus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops marcanoi,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops pensilis,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops bani,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops geraldinae,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Hovops,Arthropoda,Arachnida,Araneae,Selenopidae,Hovops
Selenops submaculosus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops melanurus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops occultus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops aissus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops candidus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops petrunkevitchi,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Anyphops barnardi,Arthropoda,Arachnida,Araneae,Selenopidae,Anyphops
Anyphops parvulus,Arthropoda,Arachnida,Araneae,Selenopidae,Anyphops
Anyphops tugelanus,Arthropoda,Arachnida,Araneae,Selenopidae,Anyphops
Anyphops stauntoni,Arthropoda,Arachnida,Araneae,Selenopidae,Anyphops
Anyphops kraussi,Arthropoda,Arachnida,Araneae,Selenopidae,Anyphops
Garcorops madagascar,Arthropoda,Arachnida,Araneae,Selenopidae,Garcorops
Selenopidae,Arthropoda,Arachnida,Araneae,Selenopidae,NULL
Selenops hebraicus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops bursarius,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Selenops radiatus,Arthropoda,Arachnida,Araneae,Selenopidae,Selenops
Polybetes pythagoricus,Arthropoda,Arachnida,Araneae,Sparassidae,Polybetes
Macrocheles,Arthropoda,Arachnida,Mesostigmata,Macrochelidae,Macrocheles
Scutozetes lanceolatus,Arthropoda,Arachnida,Sarcoptiformes,Tegoribatidae,Scutozetes
Scutacaridae,Arthropoda,Arachnida,Trombidiformes,Scutacaridae,NULL
Digamasellidae,Arthropoda,Arachnida,Mesostigmata,Digamasellidae,NULL
Pygmephoridae,Arthropoda,Arachnida,Trombidiformes,Pygmephoridae,NULL
Alycidae,Arthropoda,Arachnida,Sarcoptiformes,Alycidae,NULL
Epidamaeus longitarsalis,Arthropoda,Arachnida,Sarcoptiformes,Damaeidae,Epidamaeus
Syringophilopsis dendroicae,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Syringophilopsis,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Syringophilopsis sturni,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Syringophilopsis elongatus,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Syringophilopsis passerina,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Syringophilopsis tyrrani,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Syringophilopsis turdus,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Syringophilopsis sialiae,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Syringophilopsis empidonax,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophilopsis
Acarapis dorsalis,Arthropoda,Arachnida,Trombidiformes,Tarsonemidae,Acarapis
Acarapis externus,Arthropoda,Arachnida,Trombidiformes,Tarsonemidae,Acarapis
Cheyletus carnifex,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,Cheyletus
Trichosmaris,Arthropoda,Arachnida,Trombidiformes,Smarididae,Trichosmaris
Herennia multipuncta,Arthropoda,Arachnida,Araneae,Nephilidae,Herennia
Eueremaeus quadrilamellatus,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Eueremaeus
Zerconidae,Arthropoda,Arachnida,Mesostigmata,Zerconidae,NULL
Trematuridae,Arthropoda,Arachnida,Mesostigmata,Trematuridae,NULL
Microgyniidae,Arthropoda,Arachnida,Mesostigmata,Microgyniidae,NULL
Cunaxoides,Arthropoda,Arachnida,Trombidiformes,Cunaxidae,Cunaxoides
Cunaxidae,Arthropoda,Arachnida,Trombidiformes,Cunaxidae,NULL
Epidamaeus,Arthropoda,Arachnida,Sarcoptiformes,Damaeidae,Epidamaeus
Arctacarus,Arthropoda,Arachnida,Mesostigmata,Arctacaridae,Arctacarus
Eniochthonius crosbyi,Arthropoda,Arachnida,Sarcoptiformes,Eniochthoniidae,Eniochthonius
Caddo agilis,Arthropoda,Arachnida,Opiliones,Caddidae,Caddo
Pimoa altioculata,Arthropoda,Arachnida,Araneae,Pimoidae,Pimoa
Cybaeota shastae,Arthropoda,Arachnida,Araneae,Cybaeidae,Cybaeota
Calymmatina,Porifera,Demospongiae,NULL,NULL,NULL
Segestria pacifica,Arthropoda,Arachnida,Araneae,Segestriidae,Segestria
