found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,taxa_query,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Stephanocyathus (Acinocyathus) spiniger,species,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Stephanocyathus,286859,671017,2259096,496905,Stephanocyathus spiniger,alternate representation,NA,FALSE,NA,"(Marenzeller, 1888)",Stephanocyathus (Acinocyathus) spiniger,Stephanocyathus spiniger,Stephanocyathus spiniger,"Stephanocyathus spiniger (Marenzeller, 1888)",0,0
Fungiacyathus (Bathyactis) turbinolioides,species,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,287089,667161,2260013,765451,Fungiacyathus turbinolioides,alternate representation,NA,FALSE,NA,"Cairns, 1989",Fungiacyathus (Bathyactis) turbinolioides,Fungiacyathus turbinolioides,Fungiacyathus turbinolioides,"Fungiacyathus turbinolioides Cairns, 1989",0,0
Fungiacyathus (Fungiacyathus) stephanus,species,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,287087,462362,2260012,765453,Fungiacyathus stephanus,alternate representation,NA,FALSE,NA,"(Alcock, 1893)",Fungiacyathus (Fungiacyathus) stephanus,Fungiacyathus stephanus,Fungiacyathus stephanus,"Fungiacyathus stephanus (Alcock, 1893)",0,0
Fungiacyathus (Fungiacyathus) pusillus,species,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,346426,752101,2260014,765457,Fungiacyathus pusillus,alternate representation,NA,FALSE,NA,"(De Pourtalès, 1868)",Fungiacyathus (Fungiacyathus) pusillus,Fungiacyathus pusillus,Fungiacyathus pusillus,"Fungiacyathus pusillus (De Pourtalès, 1868)",0,0
Fungiacyathus (Fungiacyathus) fragilis,species,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,135204,667159,2260018,765443,Fungiacyathus fragilis,alternate representation,NA,FALSE,NA,"Sars, 1872",Fungiacyathus (Fungiacyathus) fragilis,Fungiacyathus fragilis,Fungiacyathus fragilis,"Fungiacyathus fragilis Sars, 1872",0,0
Flabellum (Flabellum) vaughani,species,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,287031,667158,2260263,765445,Flabellum vaughani,alternate representation,NA,FALSE,NA,"Cairns, 1984",Flabellum (Flabellum) vaughani,Flabellum vaughani,Flabellum vaughani,"Flabellum vaughani Cairns, 1984",0,0
Flabellum (Ulocyathus) tuthilli,species,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,287030,667157,2260282,765447,Flabellum tuthilli,alternate representation,changed combination,FALSE,NA,"Hoffmeister, 1933",Flabellum (Ulocyathus) tuthilli,Flabellum tuthilli,Flabellum tuthilli,"Flabellum tuthilli Hoffmeister, 1933",0,0
Flabellum (Ulocyathus) lowekeyesi,species,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,287014,667156,2260285,765449,Flabellum lowekeyesi,alternate representation,NA,FALSE,NA,"Squires & Ralph, 1965",Flabellum (Ulocyathus) lowekeyesi,Flabellum lowekeyesi,Flabellum lowekeyesi,"Flabellum lowekeyesi Squires & Ralph, 1965",0,0
Flabellum (Flabellum) folkesoni,species,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,287009,667154,2260249,191128,Flabellum folkesoni,alternate representation,NA,FALSE,NA,"Cairns, 1998",Flabellum (Flabellum) folkesoni,Flabellum folkesoni,Flabellum folkesoni,"Flabellum folkesoni Cairns, 1998",0,0
Flabellum (Ulocyathus) deludens,species,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,287007,667153,2260260,606961,Flabellum deludens,alternate representation,NA,FALSE,NA,"Marenzeller, 1904",Flabellum (Ulocyathus) deludens,Flabellum deludens,Flabellum deludens,"Flabellum deludens Marenzeller, 1904",0,0
Flabellum (Flabellum) magnificum,species,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,287015,NA,2260253,606963,Flabellum magnificum,alternate representation,NA,FALSE,NA,"Marenzeller, 1904",Flabellum (Flabellum) magnificum,Flabellum magnificum,NA,"Flabellum magnificum Marenzeller, 1904",0,0
Flabellum (Flabellum) arcuatile,species,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,287000,667151,2260268,191134,Flabellum arcuatile,alternate representation,NA,FALSE,NA,"Cairns, 1999",Flabellum (Flabellum) arcuatile,Flabellum arcuatile,Flabellum arcuatile,"Flabellum arcuatile Cairns, 1999",0,0
Flabellum (Ulocyathus) apertum,species,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,346424,671151,2260286,191132,Flabellum apertum,alternate representation,NA,FALSE,NA,"Moseley, 1876",Flabellum (Ulocyathus) apertum,Flabellum apertum,Flabellum apertum,"Flabellum apertum Moseley, 1876",0,0
Caryophyllia (Caryophyllia) ralphae,species,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,286762,667148,2259165,191136,Caryophyllia ralphae,alternate representation,NA,FALSE,NA,"Cairns, 1995",Caryophyllia (Caryophyllia) ralphae,Caryophyllia ralphae,Caryophyllia ralphae,"Caryophyllia ralphae Cairns, 1995",0,0
Caryophyllia (Caryophyllia) diomedeae,species,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,135139,667145,2259156,614550,Caryophyllia diomedeae,alternate representation,NA,FALSE,NA,"Marenzeller, 1904",Caryophyllia (Caryophyllia) diomedeae,Caryophyllia diomedeae,Caryophyllia diomedeae,"Caryophyllia diomedeae Marenzeller, 1904",0,0
Caryophyllia (Caryophyllia) atlantica,species,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,135136,671018,2259189,614552,Caryophyllia atlantica,alternate representation,NA,FALSE,NA,"(Duncan, 1873)",Caryophyllia (Caryophyllia) atlantica,Caryophyllia atlantica,Caryophyllia atlantica,"Caryophyllia atlantica (Duncan, 1873)",0,0
Astraeosmilia tumida,species,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Caulastraea,1487797,667273,2260170,959864,Caulastraea tumida,superseded combination,basionym,FALSE,NA,"(Matthai, 1928)",Astraeosmilia tumida,Caulastraea tumida,Caulastraea tumida,"Caulastraea tumida Matthai, 1928",0,0
Hydra viridissima,species,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,290156,142178,5185758,767778,Hydra viridissima,accepted,NA,FALSE,NA,"Pallas, 1766",Hydra viridissima,Hydra viridissima,Hydra viridissima,"Hydra viridissima Pallas, 1766",1,0
Craspedacusta,genus,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,117170,200088,2266722,997626,Craspedacusta,accepted,NA,FALSE,NA,"Lankester, 1880",Craspedacusta,Craspedacusta,Craspedacusta,"Craspedacusta Lankester, 1880",1,0
Hydra oligactis,species,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,290145,104178,5185751,861529,Hydra oligactis,accepted,NA,FALSE,NA,"Pallas, 1766",Hydra oligactis,Hydra oligactis,Hydra oligactis,"Hydra oligactis Pallas, 1766",1,0
Hydra circumcincta,species,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,290131,104177,5185778,149372,Hydra circumcincta,accepted,NA,FALSE,NA,"Schulze, 1914",Hydra circumcincta,Hydra circumcincta,Hydra circumcincta,"Hydra circumcincta Schulze, 1914",1,0
Hydra oxycnida,species,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,290147,651539,5185762,89758,Hydra oxycnida,accepted,NA,FALSE,NA,"Schulze, 1914",Hydra oxycnida,Hydra oxycnida,Hydra oxycnida,"Hydra oxycnida Schulze, 1914",1,0
Oxypora echinata,species,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Echinophyllia,1349604,650799,2259516,250798,Echinophyllia echinata,unaccepted,changed combination,FALSE,NA,"(Saville Kent, 1871)",Oxypora echinata,Echinophyllia echinata,Echinophyllia echinata,"Echinophyllia echinata (Saville Kent, 1871)",0,0
Echinophyllia glabra,species,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Oxypora,1349603,656069,5184534,3675959,Oxypora glabra,superseded combination,basionym,FALSE,NA,"(Nemenzo, 1959)",Echinophyllia glabra,Oxypora glabra,Oxypora glabra,"Oxypora glabra Nemenzo, 1959",0,0
Hydra hymanae,species,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,290135,651538,5185772,1055040,Hydra hymanae,accepted,NA,FALSE,NA,"Hadley & Forrest, 1949",Hydra hymanae,Hydra hymanae,Hydra hymanae,"Hydra hymanae Hadley & Forrest, 1949",1,0
Hydra utahensis,species,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,290155,651540,5185771,1055038,Hydra utahensis,accepted,NA,FALSE,NA,"Hyman, 1931",Hydra utahensis,Hydra utahensis,Hydra utahensis,"Hydra utahensis Hyman, 1931",1,0
Agalma okenii,species,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Agalma,135485,461339,5185485,536351,Agalma okeni,unaccepted,incorrect spelling variant,FALSE,NA,"Eschscholtz, 1825",Agalma okenii,Agalma okeni,Agalma okeni,"Agalma okeni Eschscholtz, 1825",0,0
Pleurocorallium elatius,species,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,1311278,655888,5185025,1093502,Corallium elatius,unaccepted,original combination,FALSE,NA,"(Ridley, 1882)",Pleurocorallium elatius,Corallium elatius,Corallium elatius,"Corallium elatius Ridley, 1882",0,0
Goniopora paliformis,species,Cnidaria,Anthozoa,Scleractinia,Poritidae,Poritipora,764226,717448,2260468,7507262,Poritipora paliformis,unaccepted,"original combination, basionym",FALSE,NA,"(Veron, 2000)",Goniopora paliformis,Poritipora paliformis,Poritipora paliformis,"Poritipora paliformis Veron, 2000",0,0
Velkovrhia enigmatica,species,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Velkovrhia,291276,798783,4408333,4712583,Velkovrhia enigmatica,accepted,NA,FALSE,NA,"Matjasic & Sket, 1971",Velkovrhia enigmatica,Velkovrhia enigmatica,Velkovrhia enigmatica,"Velkovrhia enigmatica Matjasic & Sket, 1971",1,0
Pleurocorallium porcellanum,species,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,1311286,172754,5841657,548213,Corallium kishinouyei,unaccepted,synonym,FALSE,NA,"(Pasternak, 1981)",Pleurocorallium porcellanum,Corallium kishinouyei,Corallium kishinouyei,"Corallium kishinouyei Bayer, 1996",0,0
Pleurocorallium secundum,species,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,1311288,505996,5185030,474450,Corallium secundum,unaccepted,original combination,FALSE,NA,"(Dana, 1846)",Pleurocorallium secundum,Corallium secundum,Corallium secundum,"Corallium secundum Dana, 1846",0,0
Earleria panicula,species,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,Earleria,1255613,746459,4340249,4712567,Earleria quadrata,unaccepted,synonym,FALSE,NA,"(G.O. Sars, 1874)",Earleria panicula,Earleria quadrata,Earleria quadrata,"Earleria quadrata (Hosia & Pages, 2007)",0,0
Cauloramphus spiniferum,species,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Cauloramphus,111202,151694,1007199,933159,Cauloramphus spinifer,alternate representation,NA,FALSE,NA,"(Johnston, 1832)",Cauloramphus spiniferum,Cauloramphus spinifer,Cauloramphus spinifer,"Cauloramphus spinifer (Johnston, 1832)",0,0
Adineta gracilis,species,Rotifera,Eurotatoria,NA,Adinetidae,Adineta,1390678,151987,1000791,991846,Adineta gracilis,accepted,NA,FALSE,NA,"Janson, 1893",Adineta gracilis,Adineta gracilis,Adineta gracilis,"Adineta gracilis Janson, 1893",1,1
Philodina gregaria,species,Rotifera,Eurotatoria,NA,Philodinidae,Philodina,887001,653190,1001127,4953041,Philodina gregaria,accepted,NA,FALSE,NA,"Murray, 1910",Philodina gregaria,Philodina gregaria,Philodina gregaria,"Philodina gregaria Murray, 1910",1,NA
Zonosagitta bedoti,species,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,266884,80150,5193908,390617,Sagitta bedoti,unaccepted,synonym,FALSE,NA,"(Béraneck, 1895)",Zonosagitta bedoti,Sagitta bedoti,Sagitta bedoti,"Sagitta bedoti Béraneck, 1895",0,0
Flaccisagitta enflata,species,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,105434,302386,5193899,273695,Sagitta enflata,unaccepted,Synonym,FALSE,NA,"(Grassi, 1881)",Flaccisagitta enflata,Sagitta enflata,Sagitta enflata,"Sagitta enflata Grassi, 1881",0,0
Redudasys,genus,Gastrotricha,NA,Macrodasyida,Redudasyidae,Redudasys,265021,682720,2255309,876318,Redudasys,accepted,NA,FALSE,sibling_higher,"Kisielewski, 1987",Redudasys,Redudasys,Redudasys,"Redudasys Kisielewski, 1987",1,NA
Mniobia russeola,species,Rotifera,Eurotatoria,NA,Philodinidae,Mniobia,1390900,682777,1000906,961833,Mniobia russeola,accepted,NA,FALSE,NA,"(Zelinka, 1891)",Mniobia russeola,Mniobia russeola,Mniobia russeola,"Mniobia russeola (Zelinka, 1891)",1,1
Diphascon puniceum,species,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Diphascon,342843,683399,2253994,530430,Diphascon puniceum,accepted,NA,FALSE,NA,"(Jennings, 1976)",Diphascon puniceum,Diphascon puniceum,Diphascon puniceum,"Diphascon puniceum (Jennings, 1976)",NA,1
Echiniscus,genus,Tardigrada,Heterotardigrada,Echiniscoidea,Echiniscidae,Echiniscus,342562,154123,2253037,963281,Echiniscus,accepted,NA,FALSE,NA,"C.A.S. Schultze, 1840",Echiniscus,Echiniscus,Echiniscus,"Echiniscus C.A.S.Schultze, 1840",0,1
Diphascon,genus,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Diphascon,342558,164206,2253930,988095,Diphascon,accepted,NA,FALSE,NA,"Plate, 1888",Diphascon,Diphascon,Diphascon,"Diphascon Plate, 1889",1,1
Tsitsikamma (Tsitsikamma) favus,species,Porifera,Demospongiae,Poecilosclerida,Latrunculiidae,Tsitsikamma,1473274,243941,2240961,253100,Tsitsikamma favus,alternate representation,subgenus assignment,FALSE,NA,"Samaai & Kelly, 2002",Tsitsikamma (Tsitsikamma) favus,Tsitsikamma favus,Tsitsikamma favus,"Tsitsikamma favus Samaai & Kelly, 2002",0,0
Baikalospongia bacillifera,species,Porifera,Demospongiae,Spongillida,Lubomirskiidae,Baikalospongia,167013,83367,2246467,1091131,Baikalospongia bacillifera,accepted,NA,FALSE,NA,"(Dybowsky, 1880)",Baikalospongia bacillifera,Baikalospongia bacillifera,Baikalospongia bacillifera,"Baikalospongia bacillifera (Dybowsky, 1880)",1,0
Macrotrachela habita,species,Rotifera,Eurotatoria,NA,Philodinidae,Macrotrachela,1390829,247809,1001042,267237,Macrotrachela habita,accepted,NA,FALSE,NA,"(Bryce, 1894)",Macrotrachela habita,Macrotrachela habita,Macrotrachela habita,"Macrotrachela habita (Bryce, 1894)",1,1
Plumatella fungosa,species,Bryozoa,Phylactolaemata,Plumatellida,Plumatellidae,Plumatella,471297,653347,1003611,886995,Plumatella fungosa,accepted,NA,FALSE,sibling_higher,"(Pallas, 1768)",Plumatella fungosa,Plumatella fungosa,Plumatella fungosa,"Plumatella fungosa (Pallas, 1768)",1,0
Polyarthra dolichoptera,species,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,135042,281613,1003113,967150,Polyarthra dolichoptera,accepted,NA,FALSE,NA,"Idelson, 1925",Polyarthra dolichoptera,Polyarthra dolichoptera,Polyarthra dolichoptera,"Polyarthra dolichoptera Idelson, 1925",1,NA
Neoechinorhynchus (Hebesoma) violentus,species,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Hebesoma,1424537,715723,2500948,4951364,Hebesoma violentum,unaccepted,Superseded combination,FALSE,NA,"Van Cleave, 1928",Neoechinorhynchus (Hebesoma) violentus,Hebesoma violentum,Hebesoma violentum,"Hebesoma violentum Van Cleave, 1928",1,NA
Conopeum chesapeakensis,species,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,607852,199783,1007756,115648,Membranipora chesapeakensis,unaccepted,NA,FALSE,NA,"(Banta, Perez & Santagata, 1995)",Conopeum chesapeakensis,Membranipora chesapeakensis,Membranipora chesapeakensis,"Membranipora chesapeakensis Banta, Perez & Santagata, 1995",0,0
Biflustra tenuis,species,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,878544,199782,1007755,115644,Membranipora tenuis,unaccepted,NA,FALSE,NA,"(Desor, 1848)",Biflustra tenuis,Membranipora tenuis,Membranipora tenuis,"Membranipora tenuis Desor, 1848",0,0
Plumatellidae,family,Bryozoa,Phylactolaemata,Plumatellida,Plumatellidae,NA,182715,247874,3510,463358,Plumatellidae,accepted,NA,FALSE,NA,"Allman, 1856",Plumatellidae,Plumatellidae,Plumatellidae,Plumatellidae,1,0
Ototyphlonemertes (Macintoshi) americana,species,Nemertea,Hoplonemertea,Monostilifera,Ototyphlonemertidae,Ototyphlonemertes,1255783,852491,2507553,2930647,Ototyphlonemertes americana,alternate representation,NA,FALSE,NA,"Gerner, 1969",Ototyphlonemertes (Macintoshi) americana,Ototyphlonemertes americana,Ototyphlonemertes americana,"Ototyphlonemertes americana Gerner, 1969",0,0
Ototyphlonemertes (Parmula) parmula,species,Nemertea,Hoplonemertea,Monostilifera,Ototyphlonemertidae,Ototyphlonemertes,1255792,852492,2507568,113424,Ototyphlonemertes fila,unaccepted,Junior synonym,FALSE,NA,"Corrêa, 1950",Ototyphlonemertes (Parmula) parmula,Ototyphlonemertes fila,Ototyphlonemertes fila,"Ototyphlonemertes fila Corrêa, 1953",0,0
Ototyphlonemertes (Macintoshi) lactea,species,Nemertea,Hoplonemertea,Monostilifera,Ototyphlonemertidae,Ototyphlonemertes,1255785,652867,2507546,154490,Ototyphlonemertes lactea,alternate representation,NA,FALSE,NA,"Corrêa, 1953",Ototyphlonemertes (Macintoshi) lactea,Ototyphlonemertes lactea,Ototyphlonemertes lactea,"Ototyphlonemertes lactea Corrêa, 1953",0,0
Ototyphlonemertes (Macintoshi) macintoshi,species,Nemertea,Hoplonemertea,Monostilifera,Ototyphlonemertidae,Ototyphlonemertes,1255786,652868,2507542,847363,Ototyphlonemertes macintoshi,alternate representation,NA,FALSE,NA,"Bürger, 1895",Ototyphlonemertes (Macintoshi) macintoshi,Ototyphlonemertes macintoshi,Ototyphlonemertes macintoshi,"Ototyphlonemertes macintoshi Bürger, 1895",0,0
Prostoma graecense,species,Nemertea,Hoplonemertea,Monostilifera,Prostomatidae,Prostoma,689413,152619,4288870,734400,Prostoma graecense,accepted,NA,FALSE,NA,"(Böhmig, 1892)",Prostoma graecense,Prostoma graecense,Prostoma graecense,"Prostoma graecense (Böhmig, 1892)",1,0
Asbestopluma (Asbestopluma) bihamatifera,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,1023331,852534,2243496,5975656,Asbestopluma bihamatifera,unaccepted,NA,FALSE,sibling_higher,"(Carter, 1876)",Asbestopluma (Asbestopluma) bihamatifera,Asbestopluma bihamatifera,Asbestopluma bihamatifera,"Asbestopluma bihamatifera (Carter, 1876)",0,0
Asbestopluma (Asbestopluma) furcata,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,133172,242883,2243500,2837757,Asbestopluma furcata,alternate representation,subgenus assignment,FALSE,sibling_higher,"Lundbeck, 1905",Asbestopluma (Asbestopluma) furcata,Asbestopluma furcata,Asbestopluma furcata,"Asbestopluma furcata Lundbeck, 1905",0,0
Lycopodina infundibulum,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,863534,242890,2243481,2837749,Asbestopluma infundibulum,unaccepted,NA,FALSE,sibling_higher,"(Levinsen, 1887)",Lycopodina infundibulum,Asbestopluma infundibulum,Asbestopluma infundibulum,"Asbestopluma infundibulum (Levinsen, 1887)",0,0
Lycopodina lycopodium,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,863531,242892,2243486,2837736,Asbestopluma lycopodium,unaccepted,NA,FALSE,sibling_higher,"(Levinsen, 1887)",Lycopodina lycopodium,Asbestopluma lycopodium,Asbestopluma lycopodium,"Asbestopluma lycopodium (Levinsen, 1887)",0,0
Asbestopluma (Asbestopluma) pennatula,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,235789,242895,2243493,2837761,Asbestopluma pennatula,alternate representation,subgenus assignment,FALSE,sibling_higher,"(Schmidt, 1875)",Asbestopluma (Asbestopluma) pennatula,Asbestopluma pennatula,Asbestopluma pennatula,"Asbestopluma pennatula (Schmidt, 1875)",0,0
Chondrocladia (Chondrocladia) fatimae,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Chondrocladia,345592,242913,2243541,2837832,Chondrocladia fatimae,alternate representation,subgenus assignment,FALSE,sibling_higher,"Boury-Esnault & van Beveren, 1982",Chondrocladia (Chondrocladia) fatimae,Chondrocladia fatimae,Chondrocladia fatimae,"Chondrocladia fatimae Boury-Esnault & van Beveren, 1982",0,0
Chondrocladia (Chondrocladia) grandis,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Chondrocladia,1023293,242914,2243522,2837799,Chondrocladia gigantea,alternate representation,subgenus assignment,FALSE,sibling_higher,"(Verrill, 1879)",Chondrocladia (Chondrocladia) grandis,Chondrocladia gigantea,Chondrocladia gigantea,"Chondrocladia gigantea (Hansen, 1885)",0,0
Chondrocladia (Symmetrocladia) lyra,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Chondrocladia,710164,479243,7189315,4939309,Chondrocladia lyra,alternate representation,subgenus assignment,FALSE,sibling_higher,"Lee, Reiswig, Austin & Lundsten, 2012",Chondrocladia (Symmetrocladia) lyra,Chondrocladia lyra,Chondrocladia lyra,"Chondrocladia lyra Lee, Reiswig, Austin & Lundsten, 2012",0,0
Chondrocladia (Chondrocladia) nani,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Chondrocladia,345593,242923,2243529,2837772,Chondrocladia nani,alternate representation,subgenus assignment,FALSE,sibling_higher,"Boury-Esnault & van Beveren, 1982",Chondrocladia (Chondrocladia) nani,Chondrocladia nani,Chondrocladia nani,"Chondrocladia nani Boury-Esnault & van Beveren, 1982",0,0
Chondrocladia (Chondrocladia) vaceleti,species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Chondrocladia,181110,242929,2243547,2837839,Chondrocladia vaceleti,alternate representation,subgenus assignment,FALSE,sibling_higher,"Cristobo, Urgorri & Rios, 2005",Chondrocladia (Chondrocladia) vaceleti,Chondrocladia vaceleti,Chondrocladia vaceleti,"Chondrocladia vaceleti Cristobo, Urgorri & Rios, 2005",0,0
Clathria (Clathria) prolifera,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,167563,244270,2240410,2836842,Clathria prolifera,alternate representation,subgenus assignment,FALSE,NA,"(Ellis & Solander, 1786)",Clathria (Clathria) prolifera,Clathria prolifera,Clathria prolifera,"Clathria prolifera (Ellis & Solander, 1786)",0,0
Clathria (Clathria) prolifera,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,167563,244270,2240410,2836842,Clathria prolifera,alternate representation,subgenus assignment,FALSE,NA,"(Ellis & Solander, 1786)",Clathria (Clathria) prolifera,Clathria prolifera,Clathria prolifera,"Clathria prolifera (Ellis & Solander, 1786)",0,0
Clathria (Clathria) burtoni,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,167503,244270,2240410,2836842,Clathria prolifera,unaccepted,preoccupied and subgenus assignment,FALSE,NA,"Cuartas, 1995",Clathria (Clathria) burtoni,Clathria prolifera,Clathria prolifera,"Clathria prolifera (Ellis & Solander, 1786)",0,0
Clathria (Clathria) burtoni,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,167503,244270,2240410,2836842,Clathria prolifera,unaccepted,preoccupied and subgenus assignment,FALSE,NA,"Cuartas, 1995",Clathria (Clathria) burtoni,Clathria prolifera,Clathria prolifera,"Clathria prolifera (Ellis & Solander, 1786)",0,0
Clathria (Thalysias) reinwardti,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,167774,244282,2240430,157576,Clathria reinwardti,alternate representation,subgenus assignment,FALSE,NA,"Vosmaer, 1880",Clathria (Thalysias) reinwardti,Clathria reinwardti,Clathria reinwardti,"Clathria reinwardti Vosmaer, 1880",0,0
Echinodictyum pulchrum,species,Porifera,Demospongiae,Axinellida,Raspailiidae,Echinodictyum,191013,244880,2243904,1034728,Echinodictyum cancellatum,unaccepted,preoccupied,FALSE,NA,"Brøndsted, 1934",Echinodictyum pulchrum,Echinodictyum cancellatum,Echinodictyum cancellatum,"Echinodictyum cancellatum (Lamarck, 1814)",0,0
Ephydatia fluviatilis,species,Porifera,Demospongiae,Spongillida,Spongillidae,Ephydatia,167144,81410,2244968,388857,Ephydatia fluviatilis,accepted,NA,FALSE,NA,"(Linnaeus, 1759)",Ephydatia fluviatilis,Ephydatia fluviatilis,Ephydatia fluviatilis,"Ephydatia fluviatilis (Linnaeus, 1759)",1,0
Haliclona (Gellius) amboinensis,species,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,166505,241325,5182274,2835000,Haliclona amboinensis,alternate representation,subgenus assignment,FALSE,NA,"(Lévi, 1961)",Haliclona (Gellius) amboinensis,Haliclona amboinensis,Haliclona amboinensis,"Haliclona amboinensis (Lévi, 1961)",0,0
Hamacantha (Vomerula) falcula,species,Porifera,Demospongiae,Merliida,Hamacanthidae,Hamacantha,168431,243521,2244466,2841239,Hamacantha falcula,alternate representation,subgenus assignment,FALSE,NA,"(Bowerbank, 1874)",Hamacantha (Vomerula) falcula,Hamacantha falcula,Hamacantha falcula,"Hamacantha falcula (Bowerbank, 1874)",0,0
Tedania (Tedania) ignis,species,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Tedania,169565,80338,2243424,304274,Tedania ignis,alternate representation,subgenus assignment,FALSE,sibling_higher,"(Duchassaing & Michelotti, 1864)",Tedania (Tedania) ignis,Tedania ignis,Tedania ignis,"Tedania ignis (Duchassaing & Michelotti, 1864)",0,0
Petrosia (Petrosia) ficiformis,species,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,166837,241923,2246423,389380,Petrosia ficiformis,alternate representation,subgenus assignment,FALSE,sibling_higher,"(Poiret, 1789)",Petrosia (Petrosia) ficiformis,Petrosia ficiformis,Petrosia ficiformis,"Petrosia ficiformis (Poiret, 1789)",0,0
Brachionus rubens,species,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,134984,342395,4984208,700609,Brachionus rubens,accepted,NA,FALSE,NA,"Ehrenberg, 1838",Brachionus rubens,Brachionus rubens,Brachionus rubens,"Brachionus rubens Ehrenberg, 1838",1,NA
Acutuncus antarcticus,species,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Acutuncus,342696,164211,2253499,988097,Acutuncus antarcticus,accepted,NA,FALSE,NA,"(Richters, 1904)",Acutuncus antarcticus,Acutuncus antarcticus,Acutuncus antarcticus,"Acutuncus antarcticus (Richters, 1904)",NA,1
Macrobiotus,genus,Tardigrada,Eutardigrada,Parachela,Macrobiotidae,Macrobiotus,342581,26039,2253538,661258,Macrobiotus,accepted,NA,FALSE,sibling_higher,"C.A.S. Schultze, 1834",Macrobiotus,Macrobiotus,Macrobiotus,"Macrobiotus C.A.S.Schultze, 1834",1,1
