"","species"
"1784","Pseudochondrostoma polylepis"
"1785","Squatina squatina"
"1788","Hypomesus nipponensis"
"1789","Pseudorasbora elongata"
"1792","Eigenmannia sp. CBM-ZF-10620"
"1794","Cetostoma regani"
"1796","Pronothobranchius seymouri"
"1798","Beaufortia kweichowensis"
"1799","Tachysurus fulvidraco x Tachysurus vachelli"
"1802","Synodontis schoutedeni"
"1803","Dipturus maugeanus"
"1804","Scomber colias"
"1805","Spinibarbus caldwelli"
"1806","Coilia nasus"
"1807","Etroplus suratensis"
"1808","Siniperca chuatsi"
"1810","Procypris rabaudi"
"1813","Barbucca diabolica"
"1815","Genyochromis mento"
"1818","Pristolepis rubripinnis"
"1819","Sphoeroides annulatus"
"1820","Ancherythroculter kurematsui"
"1822","Kajikia albida"
"1826","Uranoscopus japonicus"
"1827","Labeo altivelis"
"1830","Ichthyborus sp. NM-2010"
"1831","Hypophthalmichthys nobilis"
"1833","Gobiocypris rarus"
"1835","Hydrolagus lemures"
"1837","Holacanthus passer"
"1838","Lythrurus umbratilis"
"1839","Cottus rhenanus"
"1841","Mystacoleucus marginatus"
"1842","Alepes djedaba"
"1843","Schistura sikmaiensis"
"1846","Ulcina olrikii"
"1847","Acipenser medirostris"
"1849","Halosauropsis macrochir"
"1850","Bathytroctes macrolepis"
"1851","Triplophysa dalaica"
"1852","Scomber japonicus"
"1853","Hippocampus hippocampus"
"1854","Thunnus thynnus"
"1856","Torquigener pleurogramma"
"1859","Retropinna retropinna"
"1861","Bothus pantherinus"
"1864","Dysalotus alcocki"
"1866","Lamprogrammus niger"
"1868","Pangio anguillaris"
"1869","Rhynchocypris lagowskii"
"1870","Tetraodon nigroviridis"
"1871","Anguilla marmorata"
"1872","Oryzias luzonensis"
"1873","Ameiurus catus"
"1875","Pseudohemiculter dispar"
"1876","Phoxinus ujmonensis"
"1877","Rhinogobio cylindricus"
"1878","Microdevario kubotai"
"1879","Chrosomus eos"
"1880","Holacanthus ciliaris"
"1881","Schizopygopsis younghusbandi"
"1882","Scaphirhynchus suttkusi"
"1884","Neolissochilus hexagonolepis"
"1885","Triplophysa rosa"
"1888","Achirus lineatus"
"1890","Epiplatys grahami"
"1892","Taractes rubescens"
"1894","Gobiomorus maculatus"
"1897","Trachinops taeniatus"
"1899","Cyphomyrus discorhynchus"
"1900","Labeo coubie"
"1901","Hexagrammos otakii"
"1903","Vanmanenia stenosoma"
"1905","Triso dermopterus"
"1906","Pseudobagrus trilineatus"
"1907","Etheostoma spectabile"
"1908","Hippocampus sindonis"
"1909","Rasbora aprotaenia"
"1910","Phoxinus steindachneri"
"1911","Takifugu vermicularis"
"1913","Sinibotia robusta"
"1915","Noturus taylori"
"1918","Craterocephalus stramineus"
"1919","Rasbora trilineata"
"1920","Gobiobotia pappenheimi"
"1922","Parazacco spilurus"
"1925","Lactarius lactarius"
"1927","Alectis indica"
"1928","Scomberomorus sierra"
"1930","Atherinosoma microstoma"
"1932","Exoglossum maxillingua"
"1934","Cryptoheros cutteri"
"1936","Amphilophus citrinellus"
"1937","Acrossocheilus stenotaeniatus"
"1939","Luciosoma bleekeri"
"1940","Centropyge vrolikii"
"1941","Pangio oblonga"
"1943","Sinocrossocheilus labiatus"
"1944","Decapterus tabl"
"1945","Acipenser brevirostrum"
"1946","Bengana rendahli"
"1947","Pampus minor"
"1948","Ctenopharyngodon idellus x Elopichthys bambusa"
"1950","Scolopsis ciliata"
"1951","Atractosteus tropicus"
"1953","Sarotherodon linnellii"
"1954","Aphyosemion cyanostictum"
"1955","Hippocampus jayakari"
"1958","Cyprinodon diabolis"
"1959","Lutjanus peru"
"1961","Chlorurus sordidus"
"1962","Hemiculter bleekeri"
"1964","Cyclocheilichthys heteronema"
"1965","Squalus acanthias"
"1967","Pseudalutarius nasicornis"
"1969","Cymatogaster aggregata"
"1970","Scaphiodonichthys burmanicus"
"1971","Amphiprion frenatus"
"1972","Tanichthys albonubes"
"1974","Puntigrus partipentazona"
"1977","Rhincodon typus"
"1978","Bathytroctes michaelsarsi"
"1982","Rhinobatos schlegelii"
"1984","Paraneetroplus synspilus x Amphilophus citrinellus"
"1985","Rhinichthys atratulus"
"1986","Microphysogobio liaohensis"
"1989","Bathylychnops exilis"
"1990","Lates japonicus"
"1991","Engraulis ringens"
"1993","Grammistes sexlineatus"
"1995","Huigobio chenhsienensis"
"1997","Ecsenius bicolor"
"1999","Scardinius erythrophthalmus"
"2003","Porichthys myriaster"
"2005","Sardina pilchardus"
"2006","Notropis atherinoides"
"2010","Jaydia lineata"
"2012","Parabramis pekinensis"
"2014","Couesius plumbeus"
"2016","Telatrygon zugei"
"2018","Hexanchus nakamurai"
"2020","Helicolenus hilgendorfi"
"2022","Oreichthys crenuchoides"
"2024","Icelus toyamensis"
"2026","Choerodon schoenleinii"
"2027","Triplophysa tenuis"
"2029","Ladislavia taczanowskii"
"2030","Carcharhinus obscurus"
"2032","Zacco platypus"
"2034","Herzensteinia microcephalus"
"2035","Epiplatys spilargyreius"
"2037","Plesiops nakaharae"
"2040","Opistognathus jacksoniensis"
"2041","Branchiostegus albus"
"2042","Tanakia limbata"
"2045","Ammodytes americanus"
"2047","Neohomaloptera johorensis"
"2049","Solea ovata"
"2051","Paramisgurnus dabryanus"
"2052","Pholis nebulosa"
"2053","Trichopodus pectoralis"
"2055","Alburnus istanbulensis"
"2056","Lutjanus rivulatus"
"2058","Paraplagusia bilineata"
"2059","Acrossocheilus beijiangensis"
"2060","Conocara macropterum"
"2062","Rhinomuraena quaesita"
"2063","Galaxias platei"
"2067","Albula glossodonta"
"2068","Aphyosemion cognatum"
"2070","Pachychilon pictum"
"2073","Triacanthodes anomalus"
"2074","Hemibarbus barbus"
"2075","Silurus soldatovi"
"2077","Pteroplatytrygon violacea"
"2079","Leptoclinus maculatus"
"2080","Acipenser baerii"
"2081","Epinephelus moara x Epinephelus tukula"
"2082","Sicyopterus franouxi"
"2083","Saurogobio immaculatus"
"2084","Collichthys niveatus"
"2086","Istiompax indica"
"2087","Micropterus floridanus"
"2088","Hemiculter leucisculus"
"2091","Lophiodes caulinaris"
"2092","Myleus sp. NM-2010"
"2094","Brachaluteres ulvarum"
"2095","Pholis crassispina"
"2096","Cobitis nalbanti"
"2098","Trachyrincus murrayi"
"2100","Trichiurus japonicus"
"2102","Chaetodontoplus septentrionalis"
"2103","Elassoma zonatum"
"2104","Canthigaster rivulata"
"2106","Brevoortia tyrannus"
"2109","Sigmops gracilis"
"2111","Tinca tinca"
"2113","Henicorhynchus lineatus"
"2116","Callorhinchus callorynchus"
"2117","Lampetra appendix"
"2119","Varicorhinus maroccanus"
"2121","Clupeoides borneensis"
"2123","Pseudobrama simoni"
"2124","Coregonus clupeaformis"
"2127","Allocyttus niger"
"2128","Opsariichthys acutipinnis"
"2129","Hippocampus kelloggi"
"2130","Tridentiger obscurus"
"2132","Champsocephalus gunnari"
"2135","Pomatomus saltatrix"
"2137","Parapristipoma trilineatum"
"2138","Acheilognathus macropterus"
"2139","Oreochromis macrochir"
"2140","Odontobutis sinensis"
"2141","Nibea miichthioides"
"2142","Callorhinchus milii"
"2143","Amphiprion bicinctus"
"2144","Cirrhinus mrigala x Labeo rohita"
"2145","Lutjanus bengalensis"
"2147","Pervagor janthinosoma"
"2148","Acrossocheilus yunnanensis"
"2149","Sahyadria denisonii"
"2151","Pterocryptis cochinchinensis"
"2153","Bajacalifornia megalops"
"2155","Iksookimia longicorpa"
"2157","Pseudotropheus crabro"
"2159","Micronemacheilus cruciatus"
"2160","Schizopygopsis thermalis"
"2162","Spinachia spinachia"
"2164","Poropuntius normani"
"2165","Alburnus tarichi"
"2166","Coregonus artedi"
"2167","Amphiprion sebae"
"2168","Hypomesus olidus"
"2169","Scriptaphyosemion cauveti"
"2174","Neoceratodus forsteri"
"2176","Atule mate"
"2179","Olisthops cyanomelas"
"2180","Garra kempi"
"2182","Pomoxis nigromaculatus"
"2183","Carinotetraodon travancoricus"
"2184","Anguilla megastoma"
"2185","Latimeria chalumnae"
"2186","Coregonus lavaretus"
"2187","Epinephelus fuscoguttatus"
"2188","Huso huso"
"2189","Mobula japanica"
"2191","Paratrypauchen microcephalus"
"2192","Chaetodon auripes"
"2193","Cobitis striata"
"2195","Dasyatis akajei"
"2196","Anguilla rostrata"
"2197","Homatula variegata"
"2199","Schizopyge dolichonema"
"2202","Ambassis gymnocephalus"
"2204","Oedalechilus labeo"
"2206","Odontesthes sp. Odsp-001"
"2207","Liobagrus kingi"
"2209","Hasemania nana"
"2211","Gymnocanthus herzensteini"
"2213","Cyprinella galactura"
"2215","Squalomugil nasutus"
"2217","Parakneria cameronensis"
"2218","Neolissochilus stracheyi"
"2219","Labeo batesii"
"2220","Silurus microdorsalis"
"2221","Triplophysa xichangensis"
"2223","Sewellia albisuera"
"2224","Beryx decadactylus"
"2227","Duringlanis perugiae"
"2229","Miichthys miiuy"
"2230","Glyphis siamensis"
"2231","Barbatula barbatula"
"2234","Amarsipus carlsbergi"
"2236","Ditrema temminckii"
"2237","Rhodeus notatus"
"2238","Megalobrama skolokovii x Megalobrama amblycephala"
"2240","Amblypharyngodon mola"
"2242","Clupea pallasii"
"2243","Oostethus brachyurus"
"2244","Prochilodus vimboides"
"2246","Cirrhinus mrigala"
"2248","Cyprinion semiplotum"
"2249","Gadus chalcogrammus"
"2252","Serrivomer beanii"
"2253","Beryx splendens"
"2255","Dionda episcopa"
"2256","Sillago indica"
"2259","Eurypharynx pelecanoides"
"2261","Pomacanthus imperator"
"2263","Lobocheilos melanotaenia"
"2264","Hippocampus barbouri"
"2266","Osteochilus hasseltii"
"2268","Electrona carlsbergi"
"2269","Pampus punctatissimus"
"2272","Champsodon cf. snyderi CBM-ZF 10876"
"2273","Conger myriaster"
"2274","Onychostoma barbatum"
"2275","Scomberomorus niphonius"
"2276","Cottus volki"
"2278","Kyphosus cinerascens"
"2279","Clarias sp. NM-2010"
"2281","Pleurogrammus azonus"
"2282","Lepomis punctatus"
"2283","Aphyosemion cameronense"
"2287","Amia calva"
"2288","Sinocyclocheilus altishoulderus"
"2289","Xiphophorus hellerii"
"2291","Nicholsicypris normalis"
"2293","Sawbwa resplendens"
"2296","Chilodus punctatus"
"2299","Echeneis naucrates"
"2301","Caranx tille"
"2303","Chelidonichthys kumu"
"2304","Henicorhynchus siamensis"
"2305","Helicolenus avius"
"2308","Poromitra oscitans"
"2310","Maulisia mauli"
"2313","Ceratias uranoscopus"
"2314","Gymnothorax minor"
"2316","Arius maculatus"
"2317","Lutjanus vitta"
"2318","Metzia formosae"
"2320","Erimystax dissimilis"
"2321","Garra orientalis"
"2322","Takifugu fasciatus"
"2323","Lagocephalus sceleratus"
"2324","Barbatula nuda"
"2326","Diptychus maculatus"
"2327","Microphysogobio rapidus"
"2328","Cyprinella leedsi"
"2329","Hemiculter eigenmanni"
"2332","Mitsukurina owstoni"
"2333","Tetraodon miurus"
"2334","Hyporthodus octofasciatus"
"2336","Leiocassis longirostris x Tachysurus fulvidraco"
"2337","Lutjanus johnii"
"2338","Siniperca knerii x Siniperca chuatsi"
"2339","Sarcocheilichthys parvus"
"2340","Sicyopterus eudentatus"
"2342","Procetichthys kreffti"
"2346","Megalops atlanticus"
"2347","Acipenser schrenckii"
"2348","Acrossocheilus fasciatus"
"2350","Caesio cuning"
"2352","Rita rita"
"2353","Phoxinus semotilus"
"2354","Microphysogobio brevirostris"
"2355","Leuciscus oxyrrhis"
"2358","Chlamydoselachus anguineus"
"2360","Tarimichthys bombifrons"
"2361","Thymallus yaluensis"
"2362","Lepomis auritus"
"2364","Paramormyrops gabonensis"
"2365","Epinephelus trimaculatus"
"2367","Biwia springeri"
"2369","Polypterus palmas"
"2371","Ventrifossa garmani"
"2373","Systomus orphoides"
"2374","Lagocephalus laevigatus"
"2375","Astyanax giton"
"2377","Poeciliopsis occidentalis"
"2378","Eleotris klunzingerii"
"2379","Cyclocheilichthys enoplos"
"2381","Squaliobarbus curriculus"
"2383","Morone americana"
"2385","Barbodes binotatus"
"2387","Pseudaesopia japonica"
"2390","Hoplostethus japonicus"
"2393","Ostracion immaculatus"
"2394","Cynoglossus itinus"
"2395","Rasbora steineri"
"2396","Pangio cf. anguillaris CBM ZF 11605"
"2397","Percina macrolepida"
"2399","Amblyglyphidodon curacao"
"2400","Verasper variegatus"
"2402","Synodus variegatus"
"2403","Carassius auratus x Cyprinus carpio x Carassius cuvieri"
"2404","Tridentiger bifasciatus"
"2407","Coelophrys brevicaudata"
"2408","Sardinella albella"
"2410","Retroculus lapidifer"
"2411","Schizopyge nukiangensis"
"2413","Enteromius trimaculatus"
"2416","Elops hawaiensis"
"2418","Protosalanx chinensis"
"2419","Megalops cyprinoides"
"2421","Gastromyzon scitulus"
"2423","Cantherhines pardalis"
"2424","Polypterus endlicherii"
"2426","Nelusetta ayraudi"
"2427","Galaxias truttaceus"
"2428","Oplegnathus punctatus"
"2431","Physiculus japonicus"
"2432","Polypterus ansorgii"
"2434","Arnoglossus polyspilus"
"2436","Erilepis zonifer"
"2437","Pagellus bogaraveo"
"2438","Procypris mera"
"2440","Carangoides malabaricus"
"2441","Salvelinus fontinalis"
"2443","Homalosoma hainanensis"
"2444","Glossogobius olivaceus"
"2446","Bodianus oxycephalus"
"2449","Aphredoderus sayanus"
"2451","Oxyurichthys formosanus"
"2452","Hemibagrus wyckioides"
"2454","Scatophagus argus"
"2457","Kurtus gulliveri"
"2459","Ruvettus pretiosus"
"2460","Hemibarbus medius"
"2461","Hippocampus capensis"
"2463","Petrocephalus soudanensis"
"2465","Scaphognathops bandanensis"
"2466","Sicyopterus cynocephalus"
"2468","Myoxocephalus scorpius"
"2470","Semotilus atromaculatus"
"2471","Nothobranchius virgatus"
"2473","Pavoraja nitida"
"2474","Triplophysa wuweiensis"
"2476","Marilyna darwinii"
"2478","Chionodraco hamatus"
"2480","Ehirava fluviatilis"
"2481","Thymallus brevirostris"
"2483","Macrorhamphosodes uradoi"
"2484","Uranoscopus cognatus"
"2486","Acantopsis choirorhynchos"
"2488","Anchoviella sp. LBP 2297"
"2489","Tachysurus eupogon"
"2490","Cephalopholis boenak"
"2492","Myctophum affine"
"2493","Nemipterus bathybius"
"2494","Scaphirhynchus albus"
"2495","Sinocyclocheilus anshuiensis"
"2497","Doederleinia berycoides"
"2500","Hoplichthys gilberti"
"2502","Scleropages jardinii"
"2503","Melanotaenia splendida"
"2504","Enteromius eburneensis"
"2505","Anguilla interioris"
"2506","Pseudobagrus albomarginatus"
"2507","Himantura microphthalma"
"2508","Gobiobotia brevibarba"
"2510","Chanodichthys ilishaeformis"
"2511","Pareuchiloglanis longicauda"
"2513","Taractichthys steindachneri"
"2515","Pterophyllum altum"
"2516","Himantura dalyensis"
"2519","Carcharias taurus"
"2521","Elopichthys bambusa"
"2523","Leiodon cutcutia"
"2524","Nematalosa nasus"
"2525","Sinocyclocheilus bicornutus"
"2527","Jordanella floridae"
"2528","Xenocypris yunnanensis"
"2530","Monacoa grimaldii"
"2531","Copadichromis mloto"
"2534","Gazza minuta"
"2537","Polyacanthonotus rissoanus"
"2538","Tachysurus tokiensis"
"2540","Pundamilia nyererei"
"2542","Ataxolepis apus"
"2544","Pardachirus pavoninus"
"2545","Holacanthus tricolor"
"2547","Rexea solandri"
"2548","Microphysogobio alticorpus"
"2549","Tachysurus fulvidraco"
"2550","Tanakia tanago"
"2553","Zenion japonicum"
"2556","Ariomma lurida"
"2557","Labeo dussumieri"
"2559","Mastacembelus erythrotaenia"
"2560","Polypterus delhezi"
"2561","Pterophyllum scalare"
"2563","Balistoides conspicillum"
"2565","Koreocobitis naktongensis"
"2566","Thryssa vitrirostris"
"2567","Genicanthus bellus"
"2569","Alepocephalus umbriceps"
"2571","Anyperodon leucogrammicus"
"2573","Dimidiochromis kiwinge"
"2574","Etheostoma caeruleum"
"2575","Opsariichthys pachycephalus"
"2576","Clupeichthys goniognathus"
"2578","Bathyprion danae"
"2579","Scleropages formosus"
"2580","Lefua nikkonis"
"2581","Mastacembelus armatus"
"2583","Sinogastromyzon puliensis"
"2586","Kraemeria cunicularia"
"2587","Polypterus retropinnis"
"2590","Indostomus paradoxus"
"2591","Gadus morhua"
"2592","Poropuntius bantamensis"
"2593","Lagocephalus suezensis"
"2594","Ilisha africana"
"2596","Paraconger notialis"
"2597","Acheilognathus omeiensis"
"2598","Labeo senegalensis"
"2599","Rhinogobius similis"
"2600","Onychostoma alticorpus"
"2601","Craterocephalus eyresii"
"2604","Aptocyclus ventricosus"
"2606","Tuberoschistura baenzigeri"
"2607","Prosopium cylindraceum"
"2608","Epinephelus akaara"
"2610","Parajulis poecilepterus"
"2611","Garra congoensis"
"2612","Cheilopogon arcticeps"
"2614","Niwaella delicata"
"2616","Megalaspis cordyla"
"2617","Hippocampus abdominalis"
"2619","Ambastaia sidthimunki"
"2622","Synanceia verrucosa"
"2625","Anarhichas denticulatus"
"2626","Garra poecilura"
"2627","Enteromius hulstaerti"
"2629","Minimugil cascasia"
"2630","Solea senegalensis"
"2632","Callionymus enneactis"
"2633","Scomberomorus munroi x Scomberomorus semifasciatus"
"2634","Chionodraco rastrospinosus"
"2635","Alepocephalus bicolor"
"2636","Lates niloticus"
"2637","Cyprinodon rubrofluviatilis"
"2638","Salvelinus alpinus"
"2640","Moxostoma poecilurum"
"2642","Hypselecara temporalis"
"2643","Sicyopterus marquesensis"
"2646","Citharoides macrolepidotus"
"2647","Labeo cyclorhynchus"
"2648","Scolopsis vosmeri"
"2650","Ageneiosus pardalis"
"2652","Harengula jaguana"
"2653","Carassius gibelio"
"2655","Netuma thalassina"
"2656","Onychostoma barbatulum"
"2659","Rhinochimaera pacifica"
"2663","Gerres filamentosus"
"2664","Schizothorax curvilabiatus"
"2666","Pterocaesio tile"
"2667","Takifugu fasciatus x Takifugu flavidus"
"2668","Rhodeus sinensis"
"2670","Terapon jarbua"
"2672","Mulloidichthys vanicolensis"
"2675","Emmelichthys struhsakeri"
"2677","Dorosoma petenense"
"2678","Mystus vittatus"
"2679","Cheilodactylus zonatus"
"2681","Ostichthys japonicus"
"2685","Ephippus orbis"
"2686","Mobula eregoodootenkee"
"2687","Sebastes steindachneri"
"2688","Anguilla bengalensis"
"2689","Carcharhinus plumbeus"
"2691","Minytrema melanops"
"2692","Sillago aeolus"
"2694","Otolithes ruber"
"2695","Squalius cephalus"
"2696","Rasbora daniconius"
"2698","Albulichthys albuloides"
"2699","Danio margaritatus"
"2701","Platygobio gracilis"
"2702","Thymallus grubii"
"2703","Cyprinus carpio wuyuanensis x Carassius auratus"
"2705","Brevimyrus niger"
"2706","Prochilodus argenteus"
"2707","Lamna ditropis"
"2709","Sinibrama macrops"
"2711","Culter alburnus"
"2712","Hexagrammos lagocephalus"
"2714","Macrochirichthys macrochirus"
"2715","Pseudoplatystoma magdaleniatum"
"2716","Acrossocheilus iridescens"
"2717","Istiophorus platypterus"
"2718","Macropodus opercularis"
"2719","Odontobutis haifengensis"
"2721","Aplocheilus panchax"
"2722","Anguilla luzonensis"
"2724","Hirundichthys rondeletii"
"2726","Lepidoblepharon ophthalmolepis"
"2727","Schizopyge niger"
"2729","Kentrocapros aculeatus"
"2730","Cyprinodon tularosa"
"2732","Heptranchias perlo"
"2734","Abbottina rivularis"
"2736","Herwigia kreffti"
"2738","Stemonidium hypomelas"
"2740","Planiliza haematocheilus"
"2742","Macquaria ambigua"
"2743","Lethrinus laticaudis"
"2744","Triplophysa stoliczkai"
"2745","Pomacanthus xanthometopon"
"2746","Fundulus diaphanus"
"2748","Gymnosarda unicolor"
"2749","Takifugu rubripes"
"2751","Eutaeniophorus festivus"
"2753","Trematocranus placodon"
"2754","Cirrhinus molitorella"
"2755","Canthigaster valentini"
"2756","Siganus vulpinus"
"2757","Mobula thurstoni"
"2758","Sicyopterus japonicus"
"2760","Dendrophysa russelii"
"2761","Thymallus arcticus"
"2763","Mesocottus haitej"
"2764","Sicyopterus squamosissimus"
"2765","Cheilopogon pinnatibarbatus"
"2767","Rastrelliger kanagurta"
"2769","Serranidae sp. JL-2015"
"2771","Nemachilichthys rueppelli"
"2773","Nemichthys scolopaceus"
"2775","Salmostoma bacalia"
"2776","Oryzias dancena"
"2778","Limanda aspera"
"2780","Stiphodon alcedo"
"2781","Scomberomorus semifasciatus"
"2783","Jinshaia sinensis"
"2784","Trichopodus trichopterus"
"2786","Evoxymetopon poeyi"
"2789","Caulophryne jordani"
"2792","Robinsia catherinae"
"2793","Salvelinus namaycush"
"2795","Thynnichthys polylepis"
"2796","Lefua echigonia"
"2798","Oxygymnocypris stewartii"
"2800","Hemipristis elongata"
"2803","Curimata mivartii"
"2804","Coilia mystus"
"2805","Sarotherodon lohbergeri"
"2806","Centropyge nox"
"2808","Romanogobio tenuicorpus"
"2809","Liobagrus marginatus"
"2812","Acestrorhynchus sp. NM-2010"
"2813","Alepocephalus tenebrosus"
"2816","Bovichtus argentinus"
"2818","Parachanna insignis"
"2819","Chitala blanci"
"2820","Siganus puellus"
"2821","Glyptothorax granosus"
"2823","Premnas biaculeatus"
"2824","Dorosoma cepedianum"
"2825","Aphyosemion australe"
"2827","Escualosa thoracata"
"2828","Schistura kaysonei"
"2830","Stomatepia pindu"
"2831","Sebastes hubbsi"
"2832","Cyprinodon variegatus"
"2833","Gnathopogon imberbis"
"2836","Himantolophus groenlandicus"
"2837","Glyptothorax annandalei"
"2839","Leptobarbus hoevenii"
"2841","Triphoturus mexicanus"
"2842","Cephalopholis sexmaculata"
"2844","Cololabis saira"
"2845","Clarias dussumieri"
"2847","Plesiomyzon baotingensis"
"2848","Pseudobagrus brevicaudatus"
"2850","Menidia menidia"
"2851","Galaxias maculatus"
"2852","Ictiobus bubalus"
"2854","Comephorus dybowskii"
"2856","Chrysiptera biocellata"
"2858","Pseudopleuronectes yokohamae"
"2860","Plectropomus leopardus"
"2862","Cyclopsetta fimbriata"
"2864","Chromobotia macracanthus"
"2865","Clarias fuscus"
"2868","Arcos sp. KU 149"
"2869","Alburnus alburnus"
"2871","Mugil curema"
"2873","Epinnula magistralis"
"2875","Misgurnus anguillicaudatus x Paramisgurnus dabryanus"
"2876","Megalobrama terminalis"
"2877","Cromileptes altivelis x Epinephelus lanceolatus"
"2878","Gillichthys mirabilis"
"2880","Petenia splendida"
"2881","Maccullochella ikei"
"2882","Cyprinella lutrensis"
"2883","Sicyopterus microcephalus"
"2884","Vanmanenia pingchowensis"
"2885","Liobagrus andersoni"
"2886","Megalobrama amblycephala x Ancherythroculter nigrocauda"
"2887","Cyprinus carpio 'Furong' x Carassius auratus red var."
"2889","Metahomaloptera omeiensis"
"2890","Tachysurus ussuriensis"
"2892","Opisthopterus tardoore"
"2893","Koreocobitis rotundicaudata"
"2896","Diplomystes nahuelbutaensis"
"2897","Rhodeus fangi"
"2899","Yaoshania pachychilus"
"2900","Sardinella fijiensis"
"2902","Amblychaeturichthys hexanema"
"2903","Rhodeus ocellatus"
"2904","Alopias superciliosus"
"2905","Schizothorax plagiostomus"
"2908","Lota lota"
"2910","Aborichthys elongatus"
"2911","Thymallus thymallus"
"2912","Oreochromis niloticus x Oreochromis aureus"
"2914","Pseudexostoma yunnanense"
"2915","Pagellus acarne"
"2916","Oncorhynchus tshawytscha"
"2918","Doryrhamphus japonicus"
"2919","Paralichthys lethostigma"
"2920","Raja asterias"
"2921","Ancherythroculter wangi"
"2923","Herichthys cyanoguttatus"
"2924","Nibea coibor"
"2927","Arripis trutta"
"2928","Osteobrama belangeri"
"2929","Xenocypris argentea"
"2930","Luciogobius pallidus"
"2931","Osteochilus schlegelii"
"2933","Tribolodon hakonensis"
"2934","Uraspis helvola"
"2935","Schistura pridii"
"2937","Thyrsitoides marleyi"
"2938","Odontobutis yaluensis"
"2939","Sicyopterus aiensis"
"2941","Boleophthalmus pectinirostris"
"2943","Acanthopagrus schlegelii"
"2944","Sinocrossocheilus bamaensis"
"2945","Leptobotia pellegrini"
"2946","Acanthorhodeus chankaensis"
"2947","Yunnanilus sichuanensis"
"2949","Rhynchopelates oxyrhynchus"
"2950","Labeo calbasu"
"2951","Aphyosemion coeleste"
"2952","Atractosteus spatula"
"2954","Catlocarpio siamensis"
"2955","Pseudopungtungia nigra"
"2956","Bothus myriaster"
"2957","Maccullochella peelii"
"2958","Puntius snyderi"
"2961","Esox lucius"
"2962","Sillago asiatica"
"2964","Sikukia gudgeri"
"2965","Epiplatys dageti"
"2966","Scaphirhynchus platorynchus"
"2967","Epinephelus stictus"
"2970","Anoxypristis cuspidata"
"2971","Cheilodactylus variegatus"
"2972","Homatula potanini"
"2974","Aeoliscus strigatus"
"2977","Scorpaenopsis cirrosa"
"2978","Centropyge loricula"
"2980","Diretmoides veriginae"
"2982","Hydrolycus scomberoides"
"2983","Coilia reynaldi"
"2986","Micralestes sp. NM-2010"
"2987","Gila conspersa"
"2988","Rastrelliger brachysoma"
"2990","Bothrocara hollandi"
"2991","Epinephelus bleekeri"
"2992","Carangoides equula"
"2993","Cynoglossus abbreviatus"
"2995","Atlantoraja castelnaui"
"2996","Pseudoplatystoma reticulatum"
"2998","Aesopia cornuta"
"2999","Carassius auratus x Megalobrama amblycephala pentaploid hybrid"
"3001","Oxymonacanthus longirostris"
"3002","Mystus rhegma"
"3004","Moolgarda cunnesius"
"3006","Schismatogobius marmoratus"
"3007","Alectis ciliaris"
"3008","Schizothorax gongshanensis"
"3009","Liobagrus mediadiposalis"
"3010","diploid Megalobrama amblycephala x Xenocypris davidi"
"3011","Glyphis fowlerae"
"3014","Rhynchobatus australiae"
"3018","Trachipterus trachypterus"
"3019","Notropis chrosomus"
"3020","Seriola lalandi"
"3021","Acentrogobius pflaumii"
"3022","Barbodes lateristriga"
"3023","Trichiurus lepturus"
"3024","Tribolodon nakamurai"
"3025","Sinocyclocheilus jii"
"3027","Polydactylus sextarius"
"3028","Takifugu chinensis"
"3030","Clypeobarbus pleuropholis"
"3032","Chascanopsetta lugubris"
"3033","Oryzias curvinotus"
"3035","Acanthurus lineatus"
"3036","Salvelinus fontinalis x Salvelinus malma"
"3038","Archiaphyosemion guineense"
"3039","Acheilognathus signifer"
"3040","Arnoglossus tenuis"
"3042","Rectoris posehensis"
"3043","Paraplagusia blochii"
"3044","Acheilognathus majusculus"
"3046","Argyrosomus amoyensis"
"3049","Moringua edwardsi"
"3050","Makaira mazara"
"3051","Pangio cuneovirgata"
"3052","Barbonymus schwanefeldii"
"3055","Aulostomus chinensis"
"3056","Odontobutis interrupta"
"3057","Chionodraco myersi"
"3058","Thunnus maccoyii"
"3060","Exostoma labiatum"
"3061","Cyprinus carpio specularis x Carassius cuvieri"
"3062","Metzia mesembrinum"
"3063","Taractes asper"
"3065","Mesonoemacheilus triangularis"
"3066","Triplophysa tibetana"
"3068","Boreogadus saida"
"3070","Bagarius yarrelli"
"3071","Centropyge multicolor"
"3073","Sprattus muelleri"
"3074","Channa maculata"
"3077","Barbourisia rufa"
"3078","Pleurogrammus monopterygius"
"3080","Mylocheilus caurinus"
"3082","Konosirus punctatus"
"3083","Schizothorax taliensis"
"3085","Glaridoglanis andersonii"
"3086","Carassius langsdorfii"
"3088","Cryodraco antarcticus"
"3089","Ammodytes dubius"
"3090","Coregonus migratorius"
"3091","Anarhichas minor"
"3092","Sebastes fasciatus"
"3095","Diplophos taenia"
"3098","Rhina ancylostoma"
"3100","Nipponocypris sieboldii"
"3103","Amphilius sp. NM-2010"
"3106","Merluccius merluccius"
"3107","Etheostoma jessiae"
"3109","Heniochus diphreutes"
"3110","Holacanthus africanus"
"3111","Raja pulchra"
"3113","Eleutheronema tetradactylum"
"3114","Epinephelus sexfasciatus"
"3115","Heterodontus francisci"
"3116","Carcharhinus leucas"
"3117","Ictalurus cf. pricei USON-01115-1"
"3119","Barilius bendelisis"
