taxa_query,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Holothuria tubulosa,Holothuriidae,47180,123183,Holothuriidae,"Ludwig, 1894",unaccepted,NA,Family,731943,Holothuriidae,"Burmeister, 1837",1036233,Animalia,Echinodermata,Holothuroidea,Holothuriida,NA,1,NA,NA,NA,NA,exact
Ophioceres incipiens,Ophiolepididae,3654983,242200,Ophiolepididae,"Ljungman, 1867 (restricted)",accepted,NA,Family,242200,Ophiolepididae,"Ljungman, 1867 (restricted)",1075319,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Angiostrongylus cantonensis,Angiostrongylidae,516791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascaridia galli,Ascaridiidae,22276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Necator americanus,Ancylostomatidae,856981,834871,Ancylostomatidae,"Looss, 1905",accepted,NA,Family,834871,Ancylostomatidae,"Looss, 1905",834868,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Ophiura ctenophora,Ophiuridae,3654641,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiura ambigua,Ophiuridae,3654630,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiura ossiculata,Ophiuridae,3654692,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiura meridionalis,Ophiuridae,5926340,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiura clemens,Ophiuridae,3654635,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiura kinbergi,Ophiuridae,3654634,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiura spinicantha,Ophiuridae,3654664,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Astriclypeus manni,Astriclypeidae,3651283,196259,Astriclypeidae,"Stefanini, 1912",accepted,NA,Family,196259,Astriclypeidae,"Stefanini, 1912",852321,Animalia,Echinodermata,Echinoidea,Echinolampadacea,NA,1,0,0,0,0,exact
Spirocerca,Thelaziidae,NA,159669,Thelaziidae,"Skrjabin, 1915",accepted,NA,Family,159669,Thelaziidae,"Skrjabin, 1915",834793,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,NA,NA,exact
Strongylus equinus,Strongylidae,510293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chandlerella quiscali,Onchocercidae,157404,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Onchocerca volvulus,Onchocercidae,819809,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Agamermis,Mermithidae,NA,391379,Mermithidae,"Braun, 1883",accepted,NA,Family,391379,Mermithidae,"Braun, 1883",458805,Animalia,Nematoda,Enoplea,Mermithida,NA,1,NA,1,1,NA,exact
Thaumamermis cosgrovei,Mermithidae,1042825,391379,Mermithidae,"Braun, 1883",accepted,NA,Family,391379,Mermithidae,"Braun, 1883",458805,Animalia,Nematoda,Enoplea,Mermithida,NA,1,NA,1,1,NA,exact
Echinaster brasiliensis,Echinasteridae,3656042,123132,Echinasteridae,"Verrill, 1867",accepted,NA,Family,123132,Echinasteridae,"Verrill, 1867",123089,Animalia,Echinodermata,Asteroidea,Spinulosida,NA,1,0,0,0,0,exact
Nacospatangus alta,Maretiidae,3650016,510781,Maretiidae,"Lambert, 1905",accepted,NA,Family,510781,Maretiidae,"Lambert, 1905",852322,Animalia,Echinodermata,Echinoidea,Spatangoida,NA,1,0,0,0,0,exact
Parastichopus nigripunctatus,Stichopodidae,157338,123184,Stichopodidae,"Haeckel, 1896",accepted,NA,Family,123184,Stichopodidae,"Haeckel, 1896",1036229,Animalia,Echinodermata,Holothuroidea,Synallactida,NA,1,NA,NA,NA,NA,exact
Moniezia benedeni,Anoplocephalidae,1027169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moniezia expansa,Anoplocephalidae,416825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drepanidotaenia lanceolata,Hymenolepididae,5137224,104930,Hymenolepididae,"Ariola, 1899",accepted,NA,Family,104930,Hymenolepididae,"Ariola, 1899",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,1,1,1,NA,exact
Pseudanoplocephala crawfordi,Hymenolepididae,5137360,104930,Hymenolepididae,"Ariola, 1899",accepted,NA,Family,104930,Hymenolepididae,"Ariola, 1899",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,1,1,1,NA,exact
Cladotaenia vulturi,Paruterinidae,7503089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinococcus multilocularis,Taeniidae,481593,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Echinococcus shiquicus,Taeniidae,317505,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Echinococcus oligarthrus,Taeniidae,445207,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Echinococcus vogeli,Taeniidae,445206,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Echinococcus ortleppi,Taeniidae,648119,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Echinococcus equinus,Taeniidae,787330,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Echinococcus felidis,Taeniidae,786284,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Hydatigera parva,Taeniidae,386447,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Hydatigera krepkogorski,Taeniidae,4712513,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Versteria mustelae,Taeniidae,386446,836271,Taeniidae,"Ludwig, 1886",accepted,NA,Family,836271,Taeniidae,"Ludwig, 1886",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,NA,NA,NA,NA,exact
Diplogonoporus balaenopterae,Diphyllobothriidae,425216,104937,Diphyllobothriidae,"Lühe, 1910",accepted,NA,Family,104937,Diphyllobothriidae,"Lühe, 1910",515793,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,NA,1,1,1,1,NA,exact
Diplogonoporus grandis,Diphyllobothriidae,267473,104937,Diphyllobothriidae,"Lühe, 1910",accepted,NA,Family,104937,Diphyllobothriidae,"Lühe, 1910",515793,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,NA,1,1,1,1,NA,exact
Tetrancistrum nebulosi,Ancyrocephalidae,94702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homalogaster paloniae,Gastrodiscidae,291466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fascioloides magna,Fasciolidae,844171,108421,Fasciolidae,"Railliet, 1895",accepted,NA,Family,108421,Fasciolidae,"Railliet, 1895",108404,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,0,1,1,1,NA,exact
Fasciolopsis buski,Fasciolidae,664924,108421,Fasciolidae,"Railliet, 1895",accepted,NA,Family,108421,Fasciolidae,"Railliet, 1895",108404,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,0,1,1,1,NA,exact
Fischoederius elongatus,Gastrothylacidae,420304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fischoederius cobboldi,Gastrothylacidae,420307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gastrothylax crumenifer,Gastrothylacidae,607356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calicophoron microbothrioides,Paramphistomidae,416758,238054,Paramphistomidae,"Fischoeder, 1901",accepted,NA,Family,238054,Paramphistomidae,"Fischoeder, 1901",108406,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,NA,NA,NA,0,exact
Explanatum explanatum,Paramphistomidae,966415,238054,Paramphistomidae,"Fischoeder, 1901",accepted,NA,Family,238054,Paramphistomidae,"Fischoeder, 1901",108406,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,NA,NA,NA,0,exact
Orthocoelium streptocoelium,Paramphistomidae,291471,238054,Paramphistomidae,"Fischoeder, 1901",accepted,NA,Family,238054,Paramphistomidae,"Fischoeder, 1901",108406,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,NA,NA,NA,0,exact
Paramphistomum cervi,Paramphistomidae,8416,238054,Paramphistomidae,"Fischoeder, 1901",accepted,NA,Family,238054,Paramphistomidae,"Fischoeder, 1901",108406,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,NA,NA,NA,0,exact
Ogmocotyle sikae,Notocotylidae,219556,108427,Notocotylidae,"Lühe, 1909",accepted,NA,Family,108427,Notocotylidae,"Lühe, 1909",468953,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,1,1,1,NA,exact
Paragonimus westermani,Troglotrematidae,1040289,468969,Troglotrematidae,"Odhner, 1914",accepted,NA,Family,468969,Troglotrematidae,"Odhner, 1914",1578386,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,NA,1,1,NA,exact
Paragonimus ohirai,Troglotrematidae,581956,468969,Troglotrematidae,"Odhner, 1914",accepted,NA,Family,468969,Troglotrematidae,"Odhner, 1914",1578386,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,NA,1,1,NA,exact
Dicrocoelium chinensis,Dicrocoeliidae,727490,108469,Dicrocoeliidae,"Looss, 1899",accepted,NA,Family,108469,Dicrocoeliidae,"Looss, 1899",468959,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,1,1,1,NA,exact
Dicrocoelium dendriticum,Dicrocoeliidae,509051,108469,Dicrocoeliidae,"Looss, 1899",accepted,NA,Family,108469,Dicrocoeliidae,"Looss, 1899",468959,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,1,1,1,NA,exact
Koerneria sudhausi,Neodiplogasteridae,1081057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dictyocaulus,Dictyocaulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongyloides fuelleborni,Strongyloididae,15567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylicocyclus,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onchocerca flexuosa,Onchocercidae,415708,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Haemonchus placei,Haemonchidae,245095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baylisascaris transfuga,Ascarididae,870354,22862,Ascarididae,"Baird, 1853",accepted,NA,Family,22862,Ascarididae,"Baird, 1853",22816,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,1,1,NA,exact
Mecistocirrus digitatus,Haemonchidae,331931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baylisascaris ailuri,Ascarididae,1016749,22862,Ascarididae,"Baird, 1853",accepted,NA,Family,22862,Ascarididae,"Baird, 1853",22816,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,1,1,NA,exact
Baylisascaris schroederi,Ascarididae,1016861,22862,Ascarididae,"Baird, 1853",accepted,NA,Family,22862,Ascarididae,"Baird, 1853",22816,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,1,1,NA,exact
Strongyloides stercoralis,Strongyloididae,920941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onchocerca ochengi,Onchocercidae,462292,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Dirofilaria repens,Onchocercidae,232965,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Baylisascaris procyonis,Ascarididae,345755,22862,Ascarididae,"Baird, 1853",accepted,NA,Family,22862,Ascarididae,"Baird, 1853",22816,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,1,1,NA,exact
Dracunculus medinensis,Dracunculidae,560721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylicocyclus nassatus,Strongylidae,727018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mansonella ozzardi,Onchocercidae,1020921,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Bunostomum trigonocephalum,Ancylostomatidae,514762,834871,Ancylostomatidae,"Looss, 1905",accepted,NA,Family,834871,Ancylostomatidae,"Looss, 1905",834868,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Perostrongylus falciformis,Filaroididae,3587396,153291,Filaroididae,"Schulz, 1951",accepted,NA,Family,153291,Filaroididae,"Schulz, 1951",834868,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Cyathostomum catinatum,Strongylidae,107823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylicostephanus minutus,Strongylidae,536800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poteriostomum imparidentatum,Strongylidae,270014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baylisascaris columnaris,Ascarididae,197556,22862,Ascarididae,"Baird, 1853",accepted,NA,Family,22862,Ascarididae,"Baird, 1853",22816,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,1,1,NA,exact
Parastrongyloides trichosuri,Strongyloididae,826361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongyloides papillosus,Strongyloididae,588802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongyloides ratti,Strongyloididae,1040287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongyloides venezuelensis,Strongyloididae,780467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhabditophanes,Alloionematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oesophagostomum bifurcum,Chabertiidae,634245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oesophagostomum stephanostomum,Chabertiidae,936903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oesophagostomum aculeatum,Chabertiidae,217981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Necator,Corticiaceae,NA,147623,Corticiaceae,"Herter, 1910",accepted,NA,Family,147623,Corticiaceae,"Herter, 1910",177229,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,1,NA,NA,1,NA,exact
Angiostrongylus vasorum,Angiostrongylidae,569850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meteterakis japonica,Heterakidae,4995798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neorhabditostomum yeni,Chabertiidae,4994329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aelurostrongylus abstrusus,Angiostrongylidae,569857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammomonogamus,Syngamidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syngamus,Syngamidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammomonogamus ierei,Syngamidae,7075767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Criconema silvum,Criconematidae,4999309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metastrongylus salmi,Metastrongylidae,223960,834873,Metastrongylidae,"Molin, 1861",accepted,NA,Family,834873,Metastrongylidae,"Molin, 1861",834868,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,1,1,NA,exact
Marshallagia marshalli,Haemonchidae,776342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rotylenchus uniformis,Hoplolaimidae,7075372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylicocyclus radiatus,Strongylidae,67558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syphacia obvelata,Oxyuridae,1092418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirocerca vulpis,Thelaziidae,7074197,159669,Thelaziidae,"Skrjabin, 1915",accepted,NA,Family,159669,Thelaziidae,"Skrjabin, 1915",834793,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,NA,NA,exact
Spirocerca lupi,Thelaziidae,482199,159669,Thelaziidae,"Skrjabin, 1915",accepted,NA,Family,159669,Thelaziidae,"Skrjabin, 1915",834793,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,NA,NA,exact
Angiostrongylus costaricensis,Angiostrongylidae,575729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthocheilonema viteae,Onchocercidae,295364,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Brugia pahangi,Onchocercidae,510894,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Cylicostephanus goldi,Strongylidae,536802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brugia timori,Onchocercidae,462290,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Heligmosomoides polygyrus,Heligmosomatidae,567353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litomosoides sigmodontis,Onchocercidae,549976,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Oesophagostomum dentatum,Chabertiidae,466069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parascaris equorum,Ascarididae,345765,22862,Ascarididae,"Baird, 1853",accepted,NA,Family,22862,Ascarididae,"Baird, 1853",22816,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,1,1,NA,exact
Syphacia muris,Oxyuridae,332024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongylus vulgaris,Strongylidae,585543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teladorsagia circumcincta,Haemonchidae,428054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thelazia callipaeda,Thelaziidae,195809,159669,Thelaziidae,"Skrjabin, 1915",accepted,NA,Family,159669,Thelaziidae,"Skrjabin, 1915",834793,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,NA,NA,exact
Wuchereria bancrofti,Onchocercidae,245091,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Cooperia oncophora,Cooperiidae,970617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hexamermis agrotis,Mermithidae,813014,391379,Mermithidae,"Braun, 1883",accepted,NA,Family,391379,Mermithidae,"Braun, 1883",458805,Animalia,Nematoda,Enoplea,Mermithida,NA,1,NA,1,1,NA,exact
Protostrongylus rufescens,Protostrongylidae,569852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemonchus,Haemonchidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bunostomum phlebotomum,Ancylostomatidae,492886,834871,Ancylostomatidae,"Looss, 1905",accepted,NA,Family,834871,Ancylostomatidae,"Looss, 1905",834868,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Trichostrongylus vitrinus,Trichostrongylidae,64530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylicocyclus insigne,Strongylidae,67559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metastrongylus pudendotectus,Metastrongylidae,223959,834873,Metastrongylidae,"Molin, 1861",accepted,NA,Family,834873,Metastrongylidae,"Molin, 1861",834868,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,1,1,NA,exact
Syngamus trachea,Syngamidae,1017666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichostrongylus axei,Trichostrongylidae,585545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Setaria digitata,Setariidae,376707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loa loa,Onchocercidae,555803,22876,Onchocercidae,"Leiper, 1911",accepted,NA,Family,22876,Onchocercidae,"Leiper, 1911",22875,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,NA,1,NA,exact
Oswaldocruzia,Molineidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
