taxa_query,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Paramacrobiotus arduus,Macrobiotidae,7485748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphaerirostris picae,Centrorhynchidae,4951605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centrorhynchus milvus,Centrorhynchidae,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidodermella intermedia,Chaetonotidae,997125,114416,Chaetonotidae,"Gosse, 1864 sensu Leasi & Todaro, 2008",accepted,NA,Family,114416,Chaetonotidae,"Gosse, 1864 sensu Leasi & Todaro, 2008",154555,Animalia,Gastrotricha,NA,Chaetonotida,NA,1,0,1,0,NA,exact
Lepidodermella minus,Chaetonotidae,997115,114416,Chaetonotidae,"Gosse, 1864 sensu Leasi & Todaro, 2008",accepted,NA,Family,114416,Chaetonotidae,"Gosse, 1864 sensu Leasi & Todaro, 2008",154555,Animalia,Gastrotricha,NA,Chaetonotida,NA,1,0,1,0,NA,exact
Mytilina ventralis,Brachionidae,937969,134918,Brachionidae,"Ehrenberg, 1838",accepted,NA,Family,134918,Brachionidae,"Ehrenberg, 1838",17904,Animalia,Rotifera,Eurotatoria,Ploima,NA,1,1,1,NA,NA,exact
Lineus fuscoviridis,Lineidae,2931401,122314,Lineidae,NA,accepted,NA,Family,122314,Lineidae,NA,122305,Animalia,Nemertea,Pilidiophora,Heteronemertea,NA,1,1,1,1,NA,exact
Prosorhochmus belizeanus,Prosorhochmidae,220036,122328,Prosorhochmidae,"Bürger, 1895",accepted,NA,Family,122328,Prosorhochmidae,"Bürger, 1895",568218,Animalia,Nemertea,Hoplonemertea,Monostilifera,NA,1,1,0,0,0,exact
Embata,Philodinidae,NULL,134913,Philodinidae,"Ehrenberg, 1838",accepted,NA,Family,134913,Philodinidae,"Ehrenberg, 1838",17968,Animalia,Rotifera,Eurotatoria,NA,NA,1,1,1,1,NA,exact
Eosphora ehrenbergi,Notommatidae,107179,134923,Notommatidae,"Hudson & Gosse, 1886",accepted,NA,Family,134923,Notommatidae,"Hudson & Gosse, 1886",17904,Animalia,Rotifera,Eurotatoria,Ploima,NA,1,1,1,1,0,exact
Antarctotetilla leptoderma,Tetillidae,6374546,131683,Tetillidae,"Sollas, 1886",accepted,NA,Family,131683,Tetillidae,"Sollas, 1886",131606,Animalia,Porifera,Demospongiae,Tetractinellida,NA,1,0,0,0,NA,exact
Cyrtonia tuba,Epiphanidae,958183,368564,Epiphanidae,"Harring, 1913",accepted,NA,Family,368564,Epiphanidae,"Harring, 1913",17904,Animalia,Rotifera,Eurotatoria,Ploima,NA,1,NA,1,1,NA,exact
Heteroscleromorpha,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthoathecata,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
