#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy 
ASV328	Psettichthys melanostictus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118069	LC145925	195639	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Psettichthys / Psettichthys melanostictus
ASV328	Psettichthys melanostictus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151688	LC145924	195639	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Psettichthys / Psettichthys melanostictus
ASV328	Parophrys vetulus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:113572	LC145950	172659	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Parophrys / Parophrys vetulus
ASV328	Psettichthys melanostictus 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	AF488485	195639	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Psettichthys / Psettichthys melanostictus
ASV328	Isopsetta isolepis 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	AF488481	195617	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Isopsetta / Isopsetta isolepis
ASV328	Platichthys stellatus CBM:ZF:12417-13 mitochondrial gene for 12S rRNA, partial sequence	LC552481	195632	98.817	100	8.77e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Platichthys / Platichthys stellatus
ASV329	Hippoglossoides platessoides voucher r19D 1178 12S ribosomal RNA gene, partial sequence; mitochondrial	MT103914	34817	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Hippoglossoides / Hippoglossoides platessoides
ASV329	Hippoglossoides platessoides mitochondrion, complete genome	MN122825	34817	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Hippoglossoides / Hippoglossoides platessoides
ASV329	Hippoglossoides elassodon voucher University of Washington UW157694.2 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803058	30945	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Hippoglossoides / Hippoglossoides elassodon
ASV329	Hippoglossoides elassodon voucher University of Washington UW157694.1 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803057	30945	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Hippoglossoides / Hippoglossoides elassodon
ASV329	Limanda sakhalinensis voucher University of Washington UW157689.2 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803054	641109	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Limanda / Limanda sakhalinensis
ASV329	Limanda sakhalinensis voucher University of Washington UW157689.1 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803053	641109	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Limanda / Limanda sakhalinensis
ASV329	Hippoglossoides elassodon voucher University of Washington UW157685.2 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803048	30945	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Hippoglossoides / Hippoglossoides elassodon
ASV329	Hippoglossoides elassodon voucher University of Washington UW157685.1 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803047	30945	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Hippoglossoides / Hippoglossoides elassodon
ASV329	Limanda sakhalinensis voucher University of Washington UW157684.2 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803046	641109	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Limanda / Limanda sakhalinensis
ASV329	Limanda sakhalinensis voucher University of Washington UW157684.1 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803045	641109	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Pleuronectiformes / Pleuronectidae / Limanda / Limanda sakhalinensis
ASV330	Rhacochilus vacca mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:113150	LC091972	50905	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Rhacochilus / Rhacochilus vacca
ASV330	Rhacochilus vacca mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:047650	LC091971	50905	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Rhacochilus / Rhacochilus vacca
ASV330	Rhacochilus vacca 12S ribosomal RNA gene, partial sequence; mitochondrial	AY279572	50905	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Rhacochilus / Rhacochilus vacca
ASV330	Zalembius rosaceus isolate SIO 95-03 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW630187	100204	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Zalembius / Zalembius rosaceus
ASV330	Phanerodon furcatus isolate SIO 02-72 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW630186	100200	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Phanerodon / Phanerodon furcatus
ASV330	Phanerodon furcatus voucher LACM:DISCO 13429 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW575776	100200	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Phanerodon / Phanerodon furcatus
ASV330	Embiotoca lateralis mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155041	LC091976	229144	98.214	100	1.46e-75	294	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Embiotoca / Embiotoca lateralis
ASV330	Embiotoca lateralis mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:113232	LC091975	229144	98.214	100	1.46e-75	294	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Embiotoca / Embiotoca lateralis
ASV330	Embiotoca jacksoni mitochondrion, complete genome	KU530212	100190	96.450	100	1.47e-70	278	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Embiotoca / Embiotoca jacksoni
ASV330	Embiotoca jacksoni isolate KU:IT:58 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW630184	100190	96.450	100	1.47e-70	278	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Embiotoca / Embiotoca jacksoni
ASV331	Hexagrammos agrammus mitochondrion, complete genome	MT363637	192376	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV331	Hexagrammos agrammus CBM:ZF:19773 mitochondrial gene for 12S rRNA, partial sequence	LC492353	192376	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV331	Hexagrammos agrammus CBM:ZF:19760 mitochondrial gene for 12S rRNA, partial sequence	LC492352	192376	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV331	Hexagrammos agrammus CBM:ZF:19697 mitochondrial gene for 12S rRNA, partial sequence	LC492351	192376	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV331	Hexagrammos agrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:17713	LC277980	192376	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV331	Hexagrammos agrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:15301	AB969905	192376	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV331	Hexagrammos lagocephalus isolate AB-3F mitochondrion, complete genome	KP682334	192377	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos lagocephalus
ASV331	Hexagrammos agrammus mitochondrial DMA, complete genome, isolate: HA-YT-2012	AB763992	192376	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV331	Hexagrammos agrammus CBM:ZF:21092 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence	LC630806	192376	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV331	Hexagrammos octogrammus mitochondrial genes for tRNA-Thr, tRNA-PRO, tRNA-Phe, 12S rRNA, partial and complete sequence	AB109296	192375	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos octogrammus
ASV332	Hexagrammos decagrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151439	LC091901	274741	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos decagrammus
ASV332	Hexagrammos decagrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119939	LC091900	274741	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos decagrammus
ASV332	Hexagrammos decagrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118547	LC091899	274741	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos decagrammus
ASV332	Hexagrammos decagrammus 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057963	274741	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos decagrammus
ASV332	Hexagrammos agrammus mitochondrion, complete genome	MT363637	192376	97.605	98	2.47e-73	287	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV332	Hexagrammos agrammus CBM:ZF:19773 mitochondrial gene for 12S rRNA, partial sequence	LC492353	192376	97.605	98	2.47e-73	287	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV332	Hexagrammos agrammus CBM:ZF:19760 mitochondrial gene for 12S rRNA, partial sequence	LC492352	192376	97.605	98	2.47e-73	287	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV332	Hexagrammos agrammus CBM:ZF:19697 mitochondrial gene for 12S rRNA, partial sequence	LC492351	192376	97.605	98	2.47e-73	287	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV332	Hexagrammos agrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:17713	LC277980	192376	97.605	98	2.47e-73	287	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV332	Hexagrammos agrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:15301	AB969905	192376	97.605	98	2.47e-73	287	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV333	Clupea pallasii CBM:ZF:20436 mitochondrial gene for 12S rRNA, partial sequence	LC552350	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV333	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151385	LC091582	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV333	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:112517	LC091581	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV333	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:049684	LC091580	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV333	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:192191	LC020932	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV333	Clupea pallasii mitochondrial DNA, complete genome	AP009134	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV333	Clupea harengus mitochondrion, complete genome	MN122931	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV333	Clupea harengus isolate SF77 12S ribosomal RNA gene, partial sequence; mitochondrial	MH194498	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV333	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:048004	LC091579	30724	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV333	Sprattus sprattus isolate SEA0267 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818344	196075	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Sprattus / Sprattus sprattus
ASV334	Ammodytes personatus isolate AP3 mitochondrion, complete genome	MK163332	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV334	Ammodytes personatus isolate AP2 mitochondrion, complete genome	MK163331	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV334	Ammodytes personatus isolate AP1 mitochondrion, complete genome	MK163330	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV334	Ammodytes personatus mitochondrial DNA, complete genome	AP006023	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV334	Ammodytes japonicus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:13547	AB969933	1483214	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes japonicus
ASV334	Ammodytes personatus mitochondrion, complete genome	KF672362	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV334	Ammodytes personatus mitochondrion, complete genome	JQ085861	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV334	Ammodytes marinus mitochondrion, complete genome	MN122922	146480	98.817	100	8.77e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes marinus
ASV334	Ammodytes tobianus mitochondrion, complete genome	MN122889	84621	98.817	100	8.77e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes tobianus
ASV334	Ammodytes marinus isolate FR01 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818431	146480	98.817	100	8.77e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes marinus
ASV335	Ammodytes personatus isolate AP3 mitochondrion, complete genome	MK163332	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV335	Ammodytes personatus isolate AP2 mitochondrion, complete genome	MK163331	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV335	Ammodytes personatus isolate AP1 mitochondrion, complete genome	MK163330	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV335	Ammodytes personatus mitochondrial DNA, complete genome	AP006023	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV335	Ammodytes japonicus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:13547	AB969933	1483214	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes japonicus
ASV335	Ammodytes personatus mitochondrion, complete genome	KF672362	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV335	Ammodytes personatus mitochondrion, complete genome	JQ085861	215382	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes personatus
ASV335	Ammodytes marinus mitochondrion, complete genome	MN122922	146480	98.817	100	8.77e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes marinus
ASV335	Ammodytes tobianus mitochondrion, complete genome	MN122889	84621	98.817	100	8.77e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes tobianus
ASV335	Ammodytes marinus isolate FR01 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818431	146480	98.817	100	8.77e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes marinus
ASV336	Sebastes caurinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155023	LC104532	72063	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes caurinus
ASV336	Sebastes maliger mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151128	LC104515	72084	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes maliger
ASV336	Sebastes maliger mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119948	LC104514	72084	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes maliger
ASV336	Sebastes caurinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151116	LC104505	72063	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes caurinus
ASV336	Sebastes caurinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:114025	LC104464	72063	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes caurinus
ASV336	Sebastes maliger mitochondrion, complete genome	NC_056782	72084	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes maliger
ASV336	Sebastes auriculatus voucher University of Washington UW158071 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803061	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV336	Sebastes auriculatus voucher University of Washington UW158070 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803060	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV336	Sebastes auriculatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151118	LC104501	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV336	Sebastes auriculatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118749	LC104494	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV337	Sebastes caurinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155023	LC104532	72063	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes caurinus
ASV337	Sebastes maliger mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151128	LC104515	72084	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes maliger
ASV337	Sebastes maliger mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119948	LC104514	72084	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes maliger
ASV337	Sebastes caurinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151116	LC104505	72063	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes caurinus
ASV337	Sebastes caurinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:114025	LC104464	72063	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes caurinus
ASV337	Sebastes maliger mitochondrion, complete genome	NC_056782	72084	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes maliger
ASV337	Sebastes auriculatus voucher University of Washington UW158071 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803061	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV337	Sebastes auriculatus voucher University of Washington UW158070 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MK803060	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV337	Sebastes auriculatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151118	LC104501	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV337	Sebastes auriculatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118749	LC104494	72057	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes auriculatus
ASV338	Cymatogaster aggregata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:111773	LC104608	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV338	Cymatogaster aggregata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155003	LC091978	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV338	Cymatogaster aggregata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:111769	LC091977	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV338	Cymatogaster aggregata voucher NMV A22828a 12S ribosomal RNA gene, partial sequence; mitochondrial	FJ616394	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV338	Cymatogaster aggregata mitochondrial DNA, complete genome	AP009128	50794	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / unknown order / Embiotocidae / Cymatogaster / Cymatogaster aggregata
ASV339	Cottus hangiongensis mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:17327	LC277903	290628	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus hangiongensis
ASV339	Cottus hangiongensis CBM:ZF:21065 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence	LC630827	290628	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus hangiongensis
ASV339	Cottus hangiongensis mitochondrion, complete genome	EU332751	290628	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus hangiongensis
ASV339	Cottus hangiongensis mitochondrial gene for 12S rRNA, partial sequence, country:Japan: Hokkaido, Moheji River	AB188183	290628	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus hangiongensis
ASV339	Cottus asper mitochondrion, complete genome	MF326939	214916	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus asper
ASV339	Cottus beldingii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:17559	LC277905	304265	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus beldingii
ASV339	Cottus asper mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155060	LC091945	214916	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus asper
ASV339	Cottocomephorus grewingki mitochondrion, complete genome	MW732165	57734	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottocomephorus / Cottocomephorus grewingki
