"query","species"
"Ledella sandersi","Ledella sandersi"
"Ledella sandersi","Ledella verdiensis"
"Ledella spinuliformis","Ledellina formabile"
"Ledella tamara","Yoldiella tamara"
"Ledellina formabile","Ledellina formabile"
"Leieschara orientalis","Myriapora orientalis"
"Leiobranchus modestus","Myxicola infundibulum"
"Leiochone columbiana","Clymenura columbiana"
"Leiochone polaris","Clymenura polaris"
"Leionucula ovatotruncata","Ennucula tenuis"
"Leioptilus gurneyi","Ptilosarcus gurneyi"
"Leiopus zenkevitchi","Leviapseudes zenkevitchi"
"Lembos arcticus","Arctolembos arcticus"
"Lensia truncata","Lensia conoidea"
"Leodora abnormis","Bushiella abnormis"
"Lepas aurita","Conchoderma auritum"
"Lepas balanoides","Semibalanus balanoides"
"Lepas cariosa","Semibalanus cariosus"
"Lepas diadema","Coronula diadema"
"Lepas fascicularis","Dosima fascicularis"
"Lepeta caecoides","Lepeta caeca"
"Lepidasthenia krassini","Parahalosydna krassini"
"Lepidepecreum eoum","Lepidepecreum eoum"
"Lepidepecreum umbo","Lepidepecreum umbo"
"Lepidochitona aleutica","Lepidochitona aleutica"
"Lepidochitona dentiens","Cyanoplax dentiens"
"Lepidochitona flectens","Dendrochiton flectens"
"Lepidochitona keepiana","Cyanoplax keepiana"
"Lepidonote armadillo","Lepidonotus squamatus"
"Lepidonote cirrata","Harmothoe imbricata"
"Lepidonote punctata","Lepidonotus squamatus"
"Lepidonote scabra","Eunoe oerstedi"
"Lepidonotus fragilis","Arctonoe fragilis"
"Lepidonotus granularis","Lepidonotus squamatus"
"Lepidonotus lordi","Arctonoe vittata"
"Lepidonotus pharetratus","Eunoe nodosa"
"Lepidonotus robustus","Hermilepidonotus robustus"
"Lepidonotus verrucosus","Lepidonotus squamatus"
"Lepidopleurus alascensis","Leptochiton rugatus"
"Lepidopleurus ambustus","Leptochiton nexus"
"Lepidopleurus assimilis","Leptochiton assimilis"
"Lepidopleurus farallonis","Leptochiton belknapi"
"Lepidopleurus giganteus","Leptochiton giganteus"
"Lepidopleurus halistreptus","Leptochiton halistreptus"
"Lepidopleurus halistreptus abbreviatus","Leptochiton halistreptus"
"Lepidopleurus heathi","Leptochiton nexus"
"Lepidopleurus internexus","Leptochiton rugatus"
"Lepidopleurus japonicus","Leptochiton japonicus"
"Lepidopleurus japonicus aequivalvus","Leptochiton japonicus"
"Lepidopleurus luridus","Leptochiton alveolus"
"Lepidopleurus lycurgus","Leptochiton nexus"
"Lepidopleurus mesogonus","Leptochiton belknapi"
"Lepidopleurus opacus","Leptochiton belknapi"
"Lepidopleurus rugatus","Leptochiton rugatus"
"Lepidopleurus similis","Leptochiton alveolus"
"Lepidopleurus simplex","Leptochiton alveolus"
"Lepidozona beringiana","Tripoplax beringiana"
"Lepidozona ima","Tripoplax ima"
"Lepralia arctica","Arctonula arctica"
"Lepralia bella","Smittina bella"
"Lepralia belli","Porella belli"
"Lepralia bilabiata","Integripelta bilabiata"
"Lepralia bispinosa","Rhynchozoon bispinosum"
"Lepralia concinna","Porella concinna"
"Lepralia hippopus","Hippoporella hippopus"
"Lepralia immersa","Escharella immersa"
"Lepralia pallasiana","Cryptosula pallasiana"
"Lepralia polita","Hemicyclopora polita"
"Lepralia regularis","Lepralia regularis"
"Lepralia reticulata","Umbonula ovicellata"
"Lepralia reticulata","Smittoidea reticulata"
"Lepralia scutulata","Harmeria scutulata"
"Lepralia sinuosa","Stomacrustula sinuosa"
"Lepralia spathulifera","Doryporella spathulifera"
"Lepralia tubulosa","Cylindroporella tubulosa"
"Lepralia ventricosa","Escharella ventricosa"
"Lepralia violacea var. cruenta","Stomacrustula cruenta"
"Lepraliella contigua","Lepraliella contigua"
"Lepraliella hippopus","Hippoporella hippopus"
"Lepralioides nordlandica","Lepralioides nordlandica"
"Leptamphopus paripes","Leptamphopus paripes"
"Leptasterias aequalis var. compacta","Leptasterias hexactis"
"Leptasterias aequalis var. concinna","Leptasterias hexactis"
"Leptasterias aleutica","Leptasterias aleutica"
"Leptasterias beringensis","Leptasterias arctica"
"Leptasterias camtschatica dispar","Leptasterias camtschatica"
"Leptasterias coei coei","Leptasterias coei"
"Leptasterias coei truculenta","Leptasterias coei"
"Leptasterias dispar","Leptasterias camtschatica"
"Leptasterias epichlora","Evasterias troschelii"
"Leptasterias epichlora alaskensis","Evasterias troschelii"
"Leptasterias glomerata","Leptasterias arctica"
"Leptasterias groenlandica","Leptasterias groenlandica"
"Leptasterias hylodes","Leptasterias hylodes"
"Leptasterias hyperborea","Leptasterias hyperborea"
"Leptasterias leptodoma","Leptasterias leptodoma"
"Leptasterias macouni","Evasterias troschelii"
"Leptasterias obtecta","Leptasterias groenlandica"
"Leptasterias polaris acervata","Leptasterias polaris"
"Leptasterias polaris katherinae","Leptasterias polaris"
"Leptasterias stolacantha","Leptasterias stolacantha"
"Leptasterias tatei","Leptasterias tatei"
"Leptaxinus oyamai","Leucosphaera oyamai"
"Leptochelia elegans","Neotanais laevispinosus"
"Leptochiton alascensis","Leptochiton alascensis"
"Leptochiton benthus","Leptochiton belknapi"
"Leptochiton internexus","Leptochiton internexus"
"Leptochiton punctatus","Lepidozona retiporosa"
"Leptochone aesthetica","Myxicola aesthetica"
"Leptoclinum albidum","Didemnum albidum"
"Leptoclinum luteolum","Didemnum albidum"
"Leptoclinum polare","Didemnum albidum"
"Leptognathia armata","Chauliopleona armata"
"Leptognathia brevimana","Araphura brevimanus"
"Leptognathia breviremis","Leptognathia breviremis"
"Leptognathia dentata","Tumidochelia dentifera"
"Leptognathia dentifera","Tumidochelia dentifera"
"Leptognathia forcifera","Tanaella forcifera"
"Leptognathia gracilis","Akanthophoreus gracilis"
"Leptognathia hanseni","Akanthophoreus gracilis"
"Leptognathia islandicus","Akanthophoreus gracilis"
"Leptognathia longiremis","Parakanthophoreus longiremis"
"Leptognathia longiremis","Akanthophoreus gracilis"
"Leptognathia rectifrons","Araphura rectifrons"
"Leptognathia sarsi","Akanthophoreus gracilis"
"Leptognathia sarsi var. obtusata","Akanthophoreus gracilis"
"Leptognathia zenkevitchi","Leptognathia zenkevitchi"
"Leptognathia zezinae","Leptognathia zezinae"
"Leptogorgia beringi","Calcigorgia beringi"
"Leptogyra alaskana","Leptogyra alaskana"
"Leptolithodes multispinus","Paralomis multispina"
"Lepton fabagella","Kellia fabagella"
"Lepton meroeum","Kellia laperousii"
"Lepton rude","Neaeromya rugifera"
"Leptoplana angusta","Euplana carolinensis"
"Leptoplana angusta","Digynopora americana"
"Leptoplana atomata","Notoplana atomata"
"Leptoplana droebachensis","Notoplana atomata"
"Leptoplana ellipsoides","Plehnia ellipsoides"
"Leptoplana ellipsoides","Notoplana atomata"
"Leptoplana fallax","Notoplana atomata"
"Leptoplana variabilis","Notoplana atomata"
"Leptoplana virilis","Notoplana atomata"
"Leptoptychaster arcticus","Leptychaster arcticus"
"Leptothoe danae","Maera danae"
"Leptothyra lurida","Homalopoma luridum"
"Leptychaster millespina","Leptychaster pacificus"
"Leucandra ananas","Leucandra ananas"
"Leucandra poculiformis","Leucandra poculiformis"
"Leucandra pyriformis","Leucandra pyriformis"
"Leucandra stilifera","Leucopsila stilifera"
"Leucandra tuba","Leucandra tuba"
"Leuckartiara breviconis","Neoturris breviconis"
"Leuckartiara brevicornis","Neoturris breviconis"
"Leucodore socialis","Dipolydora socialis"
"Leucon deformis","Eudorellopsis deformis"
"Leucon emarginatus","Eudorella emarginata"
"Leucon fulvus","Leucon fulvus"
"Leucon nasicoides","Leucon nasicoides"
"Leucon profundus","Leucon profundus"
"Leuconia alaskensis","Leuconia alaskensis"
"Leuconia ananas","Leucandra ananas"
"Leuconia heathi","Leucandra heathi"
"Leuconia pyriformis","Leucandra pyriformis"
"Leuconia stilifera","Leucopsila stilifera"
"Leucosyrinx circinata","Aforia circinata"
"Leucosyrinx kincaidi","Aforia kincaidi"
"Leucosyrinx persimilis","Aforia persimilis"
"Leucothoe clypeata","Metopa clypeata"
"Leucothoe glacialis","Metopa glacialis"
"Leucothoe phyllonyx","Arrhis phyllonyx"
"Leviapseudes zenkevitchi","Leviapseudes zenkevitchi"
"Levinsenia rectangulata","Beringobdella rectangulata"
"Lichenopora canaliculata","Disporella canaliculata"
"Lichenopora crassiuscula","Disporella crassiuscula"
"Lichenopora grignonensis","Lichenopora grignonensis"
"Lichenopora hispida","Disporella hispida"
"Lichenopora verrucaria","Patinella verrucaria"
"Lictorella carolina","Lictorella carolina"
"Lictorella cervicornis","Zygophylax cervicornis"
"Ligia dilatata","Ligia dilatata"
"Ligia dilatata","Stymphalus dilatatus"
"Ligia septentrionalis","Ligia pallasii"
"Ligia stimpsoni","Ligia pallasii"
"Ligidium tenue","Ligidium gracile"
"Liljeborgia fissicornis","Liljeborgia fissicornis"
"Lima gigantea","Crassadoma gigantea"
"Limatofusus halimeris","Colus halimeris"
"Limatofusus roseus","Retifusus roseus"
"Limatofusus timetus","Latisipho timetus"
"Limatofusus trombinus","Limatofusus trombinus"
"Limatofusus trophius","Aulacofusus trophius"
"Limatula californica","Limatula saturna"
"Limatula hyperborea","Limatula hyperborea"
"Limatula japonica","Limatula japonica"
"Limax papillosus","Aeolidia papillosa"
"Limax tetraquetra","Tritonia tetraquetra"
"Limneria undata","Limneria undata"
"Limneria undata bifasciata","Limneria undata"
"Limneria undata ochotensis","Limneria undata"
"Limopsis nipponica","Limopsis nipponica"
"Limopsis pelagica","Limopsis tenella"
"Limopsis vaginata","Limopsis vaginata"
"Linckia leviuscula","Henricia leviuscula"
"Lineus albolineatus","Siphonenteron bilineatum"
"Lineus bellus","Micrura bella"
"Lineus bilineatus","Siphonenteron bilineatum"
"Lineus gesserensis","Lineus gesserensis"
"Lineus obscurus","Lineus obscurus"
"Lineus oculatus","Lineus oculatus"
"Lineus ruber","Lineus ruber"
"Lineus striatus","Micrura verrilli"
"Lineus torquatus","Kulikovia torquatus"
"Lineus viridis","Lineus viridis"
"Liocyma beckii","Liocyma fluctuosa"
"Liocyma fluctuosa","Liocyma fluctuosa"
"Liomesus nassula","Pseudoliomesus nassula"
"Liomesus nux","Pseudoliomesus nux"
"Liomesus ooides","Pseudoliomesus ooides"
"Liosoma arenicola","Caudina arenicola"
"Liosoma sitchaense","Liosoma sitchaense"
"Liosoma sitchaense","Chiridota discolor"
"Liostomia eburnea","Liostomia eburnea"
"Lipomena brevicornis","Liponema brevicorne"
"Liponema brevicornis","Liponema brevicorne"
"Liriola thersites","Siphonaria thersites"
"Lischkeia cidaris","Cidarina cidaris"
"Lissa fissirostra","Hyas coarctatus"
"Lissoclinum albidum","Didemnum albidum"
"Lissoclinum luteolum","Didemnum albidum"
"Lissoclinum tenerum","Trididemnum tenerum"
"Lissodendoryx behringi","Lissodendoryx behringi"
"Lissodendoryx olgae","Lissodendoryx olgae"
"Lissodendoryx oxeota","Lissodendoryx oxeota"
"Lissodendoryx papillosa","Lissodendoryx papillosa"
"Lithodes brevipes","Paralithodes brevipes"
"Lithodes californiensis","Paralithodes californiensis"
"Lithodes spinosissimus","Paralithodes camtschaticus"
"Lithopoma gibberosa","Pomaulax gibberosus"
"Litoscalpellum levinsoni","Litoscalpellum levinsoni"
"Litoscalpellum ursum","Litoscalpellum ursum"
"Littorina aleutica","Littorina aleutica"
"Littorina atkana","Littorina atkana"
"Littorina castanea","Littorina sitkana"
"Littorina castanea","Littorina saxatilis"
"Littorina cincta","Littorina sitkana"
"Littorina cincta","Austrolittorina cincta"
"Littorina kurila","Littorina sitkana"
"Littorina sitchana","Littorina sitkana"
"Littorina sitchensis","Littorina sitkana"
"Littorina subrotundata kurila","Littorina subrotundata"
"Littorina subtenebrosa","Littorina sitkana"
"Littorina sulcata","Littoraria irrorata"
"Lizzia blondina","Lizzia blondina"
"Lizzia grata","Rathkea octopunctata"
"Lizzia octopunctata","Rathkea octopunctata"
"Lizzia shimiko","Rathkea octopunctata"
"Loandalia americana","Hermundura americana"
"Loandalia fauveli","Hermundura fauveli"
"Loandalia gracilis","Hermundura gracilis"
"Lobularia rubiformis","Gersemia rubiformis"
"Loimia montagui","Loimia montagui"
"Loligo bartramii","Ommastrephes bartramii"
"Loligo opalescens","Doryteuthis opalescens"
"Loligo pealii","Doryteuthis pealeii"
"Loligo stearnsii","Doryteuthis opalescens"
"Lombricus canalium","Capitella capitata"
"Lophaster furcilliger vexator","Lophaster furcilliger"
"Lophaster vexator","Lophaster furcilliger"
"Lophogaster ingens","Neognathophausia ingens"
"Lophopanopeus bellus diegensis","Lophopanopeus diegensis"
"Lophyrochiton albus","Stenosemus albus"
"Lophyrus albus","Stenosemus albus"
"Lora alitakensis","Propebela alitakensis"
"Lora elegans","Oenopota elegans"
"Lora fidicula","Propebela fidicula"
"Lora fiora","Curtitoma fiora"
"Lora harpularia","Propebela harpularia"
"Lora inequita","Curtitoma nodulosa"
"Lora krausei","Granotoma krausei"
"Lora lawrenciana","Curtitoma lawrenciana"
"Lora miona","Propebela miona"
"Lora mitrata","Propebela mitrata"
"Lora nazanensis","Curtitoma lawrenciana"
"Lora nobilis","Propebela nobilis"
"Lora pavlova","Oenopota pavlova"
"Lora popovia","Propebela popovia"
"Lora pribilova","Propebela pribilova"
"Lora quadra","Oenopota quadra"
"Lora rassina","Propebela rassina"
"Lora tabulata","Oenopota tabulata"
"Lora tenuilirata","Obesotoma tenuilirata"
"Lora turricula","Propebela turricula"
"Lottia insessa","Discurria insessa"
"Lottia painei","Lottia painei"
"Lottia testudinalis","Testudinalia testudinalis"
"Loxechinus purpuratus","Strongylocentrotus purpuratus"
"Loxothylacus panopaei","Loxothylacus panopaei"
"Lucina annulata","Lucinoma annulata"
"Lucina gouldii","Thyasira gouldii"
"Lucina tenuisculpta","Parvilucina tenuisculpta"
"Lucinoma densilineata","Lucinoma annulata"
"Ludwigia glacialis","Ocnus glacialis"
"Luidiaster dawsoni","Cheiraster dawsoni"
"Lumara flava","Thelepus cincinnatus"
"Lumbriclymene pacifica","Notoproctus pacificus"
"Lumbriconais marina","Capitella capitata"
"Lumbriconereis borealis","Scoletoma fragilis"
"Lumbriconereis breviceps","Scoletoma laurentiana"
"Lumbriconereis fragilis","Scoletoma fragilis"
"Lumbriconereis gurjanovae","Lumbrineris inflata"
"Lumbriconereis heteropoda","Kuwaita heteropoda"
"Lumbriconereis impatiens","Scoletoma laurentiana"
"Lumbriconereis minuta","Lumbrineris minuta"
"Lumbriconereis minuta","Lumbrineris minuscula"
"Lumbriconereis zonata","Scoletoma zonata"
"Lumbricus capitatus","Capitella capitata"
"Lumbricus cirratus","Cirratulus cirratus"
"Lumbricus echiurus","Echiurus echiurus"
"Lumbricus fragilis","Scoletoma fragilis"
"Lumbricus litoralis","Pontodrilus litoralis"
"Lumbricus litoralis","Capitella capitata"
"Lumbrinereis bicirrata","Eranno bicirrata"
"Lumbrinereis cervicalis","Lumbrineris inflata"
"Lumbrinereis singularisetis","Scoletoma zonata"
"Lumbrineris albidentata sadko","Augeneria albidentata"
"Lumbrineris bicirrata","Eranno bicirrata"
"Lumbrineris cingulata","Lumbrineris cingulata"
"Lumbrineris fragilis","Scoletoma fragilis"
"Lumbrineris heteropoda","Kuwaita heteropoda"
"Lumbrineris impatiens","Scoletoma laurentiana"
"Lumbrineris minuta","Lumbrineris minuta"
"Lumbrineris zonata","Scoletoma zonata"
"Lunatia choshiensis","Euspira pallida"
"Lunatia lewisii","Neverita lewisii"
"Lunatia monterona","Euspira monterona"
"Lunatia pallida","Euspira pallida"
"Lunatia tenuistriata","Euspira tenuistriata"
"Lussivolutopsius filosus","Lussivolutopsius filosus"
"Lutraria maxima","Lutraria maxima"
"Lutraria maxima","Tresus capax"
"Lutraria nuttallii","Tresus nuttallii"
"Lycastis armillaris","Syllis armillaris"
"Lyonsia gibbosa","Lyonsia arenosa"
"Lyonsia gouldii","Lyonsia californica"
"Lyonsia navicula","Entodesma navicula"
"Lyonsia pugetensis","Lyonsia bracteata"
"Lyonsiella alaskana","Policordia alaskana"
"Lyonsiella jeffreysi","Policordia jeffreysi"
"Lyonsiella pilula","Policordia pilula"
"Lysianassa abyssi","Paratryphosites abyssi"
"Lysianassa appendiculata","Anonyx nugax"
"Lysianassa appendiculosa","Anonyx nugax"
"Lysianassa bidenticulatus","Socarnes bidenticulatus"
"Lysianassa fisheri","Anonyx nugax"
"Lysianassa lagena","Anonyx nugax"
"Lysianassa minuta","Orchomenella minuta"
"Lysianassa spinifera","Tiron spiniferus"
"Lysianassa tumida","Aristias tumidus"
"Lysianassa umbo","Lepidepecreum umbo"
"Lysilla loveni","Lysilla loveni"
"Machaera sodalis","Siliqua alta"
"Machaeroplax obscura","Solariella obscura"
"Macoma balthica","Limecola balthica"
"Macoma brota lipara","Macoma lipara"
"Macoma calcarea subovalis","Macoma moesta"
"Macoma crassula","Macoma crassula"
"Macoma dexioptera","Rexithaerus dexioptera"
"Macoma expansa","Rexithaerus expansa"
"Macoma inflata","Macoma crassula"
"Macoma inquinata arnheimi","Macoma inquinata"
"Macoma kelseyi","Macoma nasuta"
"Macoma kerica","Cryptomya californica"
"Macoma liotricha","Rexithaerus expansa"
"Macoma loveni","Macoma loveni"
"Macoma middendorffi","Macoma middendorffi"
"Macoma orbiculata","Macoma golikovi"
"Macoma planiuscula","Macoma lama"
"Macoma tenera","Macoma calcarea"
"Macoma torelli","Macoma torelli"
"Macoma truncaria","Thracia septentrionalis"
"Macoma yoldiformis","Macoploma yoldiformis"
"Macroclinum crater","Synoicum pulmonaria"
"Macroclinum jordani","Synoicum jordani"
"Macroclinum pulmonaria","Synoicum pulmonaria"
"Mactra fujinensis","Serripes groenlandicus"
"Mactra grayana","Mactromeris polynyma"
"Mactra veneriformis","Mactra quadrangularis"
"Mactra veneriformis","Astarte borealis"
"Madoniactis lofotensis","Urticina eques"
"Madrepora dianthus","Desmophyllum dianthus"
"Madrepora verrucaria","Madrepora verrucaria"
"Madrepora verrucaria","Patinella verrucaria"
"Maera dubia","Maera danae"
"Maera inaequipes","Quadrimaera inaequipes"
"Maera nelsonae","Maera nelsonae"
"Maera prionochira","Maera danae"
"Maera salmonea","Pseudocadella nuculoides"
"Maera vigota","Quadrimaera vigota"
"Maeroides thompsoni","Gammaropsis thompsoni"
"Magelona alata","Magelona longicornis"
"Maja camtschatica","Paralithodes camtschaticus"
"Majoxiphalus maximus","Majoxiphalus maximus"
"Maldane glebifex transversimaculata","Maldane glebifex"
"Maldane lacera","Chirimia biceps"
"Maldane sarsi tropica","Maldane sarsi"
"Maldane similis","Chirimia similis"
"Maldane tenuis","Petaloproctus tenuis"
"Malletia fiora","Katadesmia vincula"
"Malmiana brunnea","Heptacyclus brunneus"
"Malmiana scorpii","Heptacyclus scorpii"
"Mangelia nitens","Perimangelia nitens"
"Mangelia tabulata","Oenopota tabulata"
"Mangelia variegata","Clathromangelia variegata"
"Mangilia althorpi","Mangilia althorpi"
"Mangilia pulchrior","Mangelia pulchrior"
"Mangilia sculpturata","Mangelia sculpturata"
"Marenzelleria wireni","Marenzelleria wireni"
"Margarita argentata","Margarites argentatus"
"Margarita cidaris","Cidarina cidaris"
"Margarita elegantissima","Solariella varicosa"
"Margarita inflata","Margarites inflatulus"
"Margarita obscura","Solariella obscura"
"Margarita sordida","Margarites sordidus"
"Margarita striata","Margarites sordidus"
"Margarita striata","Margarites groenlandicus"
"Margarita vahlii","Margarites vahlii"
"Margarita varicosa","Solariella varicosa"
"Margarites albolineatus","Margarites albolineatus"
"Margarites althorpensis","Margarites salmoneus"
"Margarites argentatus","Margarites argentatus"
"Margarites avachensis","Margarites avachensis"
"Margarites baxteri","Margarites costalis"
"Margarites beringensis","Margarites helicinus"
"Margarites costalis baxteri","Margarites costalis"
"Margarites costalis costalis","Margarites costalis"
"Margarites frigidus","Cantharidoscops frigidus"
"Margarites giganteus","Margarites giganteus"
"Margarites healyi","Margarites healyi"
"Margarites hickmanae","Margarites hickmanae"
"Margarites hypolispus","Margarites vahlii"
"Margarites marginatus","Margarites olivaceus"
"Margarites olivaceus marginatus","Margarites olivaceus"
"Margarites parcipictus","Lirularia parcipicta"
"Margarites rhodia","Margarites salmoneus"
"Margarites rudis","Margarites costalis"
"Margarites vorticifer","Margarites vorticiferus"
"Margelis principis","Bougainvillia principis"
"Margelis zygonema","Bougainvillia britannica"
"Margellium gratum","Rathkea octopunctata"
"Margellium octopunctatum","Rathkea octopunctata"
"Marginella margaritula","Granulina margaritula"
"Marginoproctus djakonovi","Marginoproctus djakonovi"
"Marsenina glabra","Marsenina glabra"
"Massyla gracilior","Admete gracilior"
"Mastigonereis spinosa","Nereis vexillosa"
"Matla bengalensis","Capitella capitata"
"Meckelia angulata","Amphiporus angulatus"
"Meckelia bella","Micrura bella"
"Meckelia impressa","Micrura impressa"
"Mediaster japonicus","Ceramaster japonicus"
"Mediaster patagonicus","Ceramaster patagonicus"
"Medusa aequorea","Medusa aequorea"
"Medusa aequorea","Aequorea forskalea"
"Medusa aurita","Aurelia aurita"
"Medusa capillata","Cyanea capillata"
"Medusa digitale","Aglantha digitale"
"Medusa pocillum","Velella velella"
"Medusa velella","Velella velella"
"Megaciella lobata","Megaciella lobata"
"Megaciella pituitosa","Megaciella pituitosa"
"Megaciella spirinae","Megaciella spirinae"
"Megaciella triangulata","Megaciella triangulata"
"Megalomma parva","Acromegalomma splendidum"
"Megalomma splendida","Acromegalomma splendidum"
"Megalophthalmus fabricianus","Mysis oculata"
"Megamoera kodiakensis","Megamoera kodiakensis"
"Megamoera mikulitschae","Megamoera mikulitschae"
"Megamoera rafiae","Megamoera rafiae"
"Megamoera unimaki","Megamoera unimaki"
"Megatebennus bimaculatus","Fissurellidea bimaculata"
"Megayoldia kamchatkana","Megayoldia montereyensis"
"Melaenis loveni","Melaenis loveni"
"Melaenis loveni gigantea","Melaenis loveni"
"Melanella californica","Hypermastus randolphi"
"Melanella columbiana","Vitreolina columbiana"
"Melanella grippi","Melanella grippi"
"Melanella macra","Vitreolina macra"
"Melanella mexicana","Melanella micans"
"Melanella montereyensis","Melanella montereyensis"
"Melanella oldroydi","Melanella oldroydae"
"Melanella prefalcata","Vitreolina macra"
"Melanella rutila","Polygireulima rutila"
"Melanella tacomaensis","Melanella tacomaensis"
"Melanochlamys ezoensis","Melanochlamys ezoensis"
"Melanochlamys nana","Melanochlamys diomedea"
"Melanoteuthis lucens","Vampyroteuthis infernalis"
"Melanoteuthis schmidti","Vampyroteuthis infernalis"
"Melibe pellucida","Melibe leonina"
"Melibe pellucida","Melibe maugeana"
"Melicerta digitale","Aglantha digitale"
"Melicertidium octocostatum","Melicertum octocostatum"
"Melicertum campanula","Melicertum campanula"
"Melicertum georgicum","Melicertum octocostatum"
"Melicertum penicillatum","Polyorchis penicillatus"
"Melinna denticulata","Melinna denticulata"
"Melita alaskensis","Melita alaskensis"
"Melita californica","Desdimelita californica"
"Melita dentata","Megamoera dentata"
"Melita desdichada","Desdimelita desdichada"
"Melita formosa","Quasimelita formosa"
"Melita kodiakensis","Megamoera kodiakensis"
"Melita mikulitschae","Megamoera mikulitschae"
"Melita quadrispinosa","Quasimelita quadrispinosa"
"Melita valida","Melitoides valida"
"Melitoides makarovi","Melitoides makarovi"
"Melitoides valida","Melitoides valida"
"Melonanchora globogilva","Melonanchora globogilva"
"Melonchela clathriata","Cornulum clathriata"
"Membranipora arctica","Membranipora arctica"
"Membranipora armifera","Tegella armifera"
"Membranipora aurita","Amphiblestrum auritum"
"Membranipora craticula","Callopora craticula"
"Membranipora cymbaeformis","Cauloramphus cymbaeformis"
"Membranipora exilis","Manzonella exilis"
"Membranipora horrida","Tegella horrida"
"Membranipora lacroixii","Membranipora lacroixii"
"Membranipora lacroixii","Conopeum lacroixii"
"Membranipora lineata","Callopora lineata"
"Membranipora macilenta","Callopora macilenta"
"Membranipora monostachys","Electra monostachys"
"Membranipora nigrans","Septentriopora nigrans"
"Membranipora pachytheca","Membranipora pachytheca"
"Membranipora sandalia","Desmacystis sandalia"
"Membranipora serrata","Gregarinidra serrata"
"Membranipora serrilamella","Membranipora villosa"
"Membranipora serrulata","Serratiflustra serrulata"
"Membranipora spinifera","Cauloramphus spiniferum"
"Membranipora trifolium","Amphiblestrum trifolium"
"Membranipora trifolium var. quadrata","Amphiblestrum quadratum"
"Membranipora unicornis","Tegella unicornis"
"Membraniporella corbicula","Juxtacribrilina corbicula"
"Membraniporella crassicosta","Membraniporella crassicosta"
"Menanetia minchini","Halichondria panicea"
"Menestho hypocurta","Menestho hypocurta"
"Menestho truncatula","Menestho truncatula"
"Menipea fruticosa","Dendrobeania fruticosa"
"Meretrix iizukai","Compsomyax subdiaphana"
"Meristocarpus fuscus","Molgula retortiformis"
"Mertensia cucullus","Mertensia ovum"
"Mertensia ovum","Mertensia ovum"
"Mesidotea entomon","Saduria entomon"
"Mesidotea sabini","Saduria sabini"
"Mesometopa gibbosa","Metopella gibbosa"
"Mesonema victoria","Aequorea victoria"
"Metacaprella horrida","Metacaprella horrida"
"Metachone mollis","Chone mollis"
"Metacrangon spinirostris","Metacrangon spinirostris"
"Metacyphocaris helgae","Metacyphocaris helgae"
"Meterythrops intermedius","Meterythrops intermedius"
"Metoecus medusarum","Hyperoche medusarum"
"Metopa bruzelii","Metopa bruzelii"
"Metopa cariana","Metopa glacialis"
"Metopa carinata","Hardametopa carinata"
"Metopa clypeata","Metopa clypeata"
"Metopa longicornis","Metopa longicornis"
"Metopa longimana","Metopella longimana"
"Metopa nasuta","Hardametopa nasuta"
"Metopa neglecta","Mesometopa neglecta"
"Metopa propinqua","Metopa propinqua"
"Metopa robusta","Metopa robusta"
"Metopa spinicoxa","Metopa spinicoxa"
"Metopa tenuimana","Metopa tenuimana"
"Metopella carinata","Hardametopa carinata"
"Metopella longimana","Metopella longimana"
"Metopella nasuta","Hardametopa nasuta"
"Metopella neglecta","Mesometopa neglecta"
"Metopelloides erythrophthalmus","Zaikometopa erythrophthalmus"
"Metopelloides stephenseni","Metopelloides stephenseni"
"Metopelloides tattersalli","Metopelloides tattersalli"
"Metridium dianthus sindonea","Metridium senile"
"Metridium fimbriatum","Metridium senile"
"Metridium fimbriatum","Metridium dianthus"
"Metridium giganteum","Metridium farcimen"
"Metridium marginatum","Metridium dianthus"
"Metridium nodosum","Hormathia nodosa"
"Metridium pallidum","Metridium senile"
"Metridium plumosa","Metridium dianthus"
"Metridium senile fimbriatum","Metridium senile"
"Metridium senile senile","Metridium senile"
"Metridium senilis","Metridium senile"
"Metroperiella argentea","Metroperiella argentea"
"Michthyops theeli","Michthyops theeli"
"Micichiton callisto","Micichiton callisto"
"Micichiton grandispina","Micichiton grandispina"
"Micranellum crebricinctum","Caecum crebricinctum"
"Micranellum profundicolum","Caecum crebricinctum"
"Micraster lacunosus","Schizaster lacunosus"
"Microciona lambei","Clathria lambei"
"Microciona primitiva","Clathria primitiva"
"Microciona simplicima","Bubaris vermiculata"
"Microciona simplicissima","Bubaris vermiculata"
"Microciona tumulosa","Halichondria panicea"
"Microcosmus echinatus","Boltenia echinata"
"Microcosmus triangularis","Hartmeyeria triangularis"
"Microdeutopus arcticus","Arctolembos arcticus"
"Microporella alaskana","Microporella alaskana"
"Microporella arctica","Microporella arctica"
"Microporella germana","Microporella germana"
"Microporella impressa","Microporella impressa"
"Microporella impressa","Haplopoma impressum"
"Microporella ketchikanensis","Microporella ketchikanensis"
"Microporella malusii","Fenestrulina malusii"
"Microporella neocribroides","Microporella neocribroides"
"Microporella setiformis","Microporella setiformis"
"Microporella speciosa","Microporella speciosa"
"Microporina borealis","Microporina articulata"
"Microspio theeli","Spio theeli"
"Microyoldia ochotensis","Megayoldia thraciaeformis"
"Micrura alaskensis","Maculaura alaskensis"
"Micrura bella","Micrura bella"
"Micrura festiva","Micrura bella"
"Micrura fusca","Cerebratulus fuscus"
