"","species","ednafish","mifishlist","npfish","hakaiseinefish"
"623","Chaunax abei",0,1,0,0
"624","Chaunax penicillatus",0,1,0,0
"625","Chaunax pictus",0,1,0,0
"626","Cheilinus fasciatus",0,1,0,0
"627","Cheilinus undulatus",0,1,0,0
"628","Cheilochromis euchilus",0,1,0,0
"629","Cheilodactylus quadricornis",0,1,0,0
"630","Cheilodactylus variegatus",0,1,0,0
"631","Cheilodactylus zonatus",0,1,0,0
"632","Cheilodipterus quinquelineatus",0,1,0,0
"633","Cheilopogon agoo",0,1,0,0
"634","Cheilopogon arcticeps",0,1,0,0
"635","Cheilopogon atrisignis",0,1,0,0
"636","Cheilopogon cyanopterus",0,1,0,0
"637","Cheilopogon doederleinii",0,1,0,0
"638","Cheilopogon pinnatibarbatus",0,1,0,0
"639","Cheilopogon spilonotopterus",0,1,0,0
"640","Cheilopogon unicolor",0,1,0,0
"641","Chelidonichthys kumu",0,1,0,0
"642","Chelmon rostratus",0,1,0,0
"643","Chelon labrosus",0,1,0,0
"644","Chelonodontops patoca",0,1,0,0
"645","Chelonodontops pleurospilus",0,1,0,0
"646","Chilodus punctatus",0,1,0,0
"647","Chilomycterus reticulatus",0,1,0,0
"648","Chiloscyllium griseum",0,1,0,0
"649","Chiloscyllium plagiosum",0,1,0,0
"650","Chiloscyllium punctatum",0,1,0,0
"651","Chilotilapia rhoadesii",0,1,0,0
"652","Chimaera fulva",0,1,0,0
"653","Chimaera monstrosa",0,1,0,0
"654","Chionodraco hamatus",0,1,0,0
"655","Chionodraco myersi",0,1,0,0
"656","Chionodraco rastrospinosus",0,1,0,0
"657","Chirolophis japonicus",0,1,0,0
"658","Chirostoma humboldtianum",0,1,0,0
"659","Chitala blanci",0,1,0,0
"660","Chitala lopis",0,1,0,0
"661","Chitala ornata",0,1,0,0
"662","Chlamydoselachus anguineus",0,1,0,0
"663","Chlorophthalmus agassizi",0,1,0,0
"664","Chlorophthalmus nigromarginatus",0,1,0,0
"665","Chlorurus sordidus",0,1,0,0
"666","Choerodon schoenleinii",0,1,0,0
"667","Chromobotia macracanthus",0,1,1,0
"668","Chrosomus eos",0,1,0,0
"669","Chrosomus erythrogaster",0,1,0,0
"670","Chrysichthys nigrodigitatus",0,1,0,0
"671","Chrysiptera biocellata",0,1,0,0
"672","Chrysochir aureus",0,1,0,0
"673","Chuanchia labiosa",0,1,0,0
"674","Cichla ocellaris",0,1,0,0
"675","Cichlasoma dimerus",0,1,0,0
"676","Cirrhigaleus australis",0,1,0,0
"677","Cirrhinus cirrhosus",0,1,0,0
"678","Cirrhinus microlepis",0,1,0,0
"679","Cirrhinus molitorella",0,1,0,0
"680","Cirrhinus mrigala",0,1,0,0
"681","Cirrhinus mrigala x Labeo rohita",0,1,0,0
"682","Cirrhinus reba",0,1,0,0
"683","Cirrhitichthys aprinus",0,1,0,0
"684","Citharinus congicus",0,1,0,0
"685","Citharoides macrolepidotus",0,1,0,0
"686","Claea dabryi",0,1,0,0
"687","Clarias batrachus",0,1,0,0
"688","Clarias dussumieri",0,1,0,0
"689","Clarias fuscus",0,1,0,0
"690","Clarias gariepinus",0,1,0,0
"691","Clarias sp. NM-2010",0,1,0,0
"692","Cleisthenes herzensteini",0,1,0,0
"693","Clinocottus analis",0,1,0,0
"694","Clinostomus elongatus",0,1,0,0
"695","Clupanodon thrissa",0,1,0,0
"696","Clupeichthys aesarnensis",0,1,0,0
"697","Clupeichthys goniognathus",0,1,0,0
"698","Clupeichthys perakensis",0,1,0,0
"699","Clupeoides borneensis",0,1,0,0
"700","Clupeoides sp. Chao Phraya",0,1,0,0
"701","Clupeonella cultriventris",0,1,0,0
"702","Clypeobarbus pleuropholis",0,1,0,0
"703","Cobitis biwae",0,1,0,0
"704","Cobitis choii",0,1,0,0
"705","Cobitis elongatoides",0,1,0,0
"706","Cobitis lutheri",0,1,0,0
"707","Cobitis matsubarai",0,1,0,0
"708","Cobitis melanoleuca",0,1,0,0
"709","Cobitis nalbanti",0,1,0,0
"710","Cobitis sinensis",0,1,0,0
"711","Cobitis striata",0,1,0,0
"712","Cobitis takatsuensis",0,1,0,0
"713","Cociella crocodila",0,1,0,0
"714","Coelophrys brevicaudata",0,1,0,0
"715","Coelorinchus kishinouyei",0,1,0,0
"716","Coilia brachygnathus",0,1,0,0
"717","Coilia grayii",0,1,0,0
"718","Coilia lindmani",0,1,0,0
"719","Coilia mystus",0,1,0,0
"720","Coilia nasus",0,1,0,0
"721","Coilia reynaldi",0,1,0,0
"722","Colistium nudipinnis",0,1,0,0
"723","Collichthys lucidus",0,1,0,0
"724","Collichthys niveatus",0,1,0,0
"725","Coloconger cadenati",0,1,0,0
"726","Colomesus asellus",0,1,0,0
"727","Colomesus psittacus",0,1,0,0
"728","Comephorus baicalensis",0,1,0,0
"729","Comephorus dybowskii",0,1,0,0
"730","Conger japonicus",0,1,0,0
"731","Conger myriaster",0,1,0,0
"732","Congriscus sp. Tht2",0,1,0,0
"733","Conocara macropterum",0,1,0,0
"734","Conocara murrayi",0,1,0,0
"735","Copadichromis mloto",0,1,0,0
"736","Copadichromis quadrimaculatus",0,1,0,0
"737","Copadichromis trimaculatus",0,1,0,0
"738","Copadichromis virginalis",0,1,0,0
"739","Coptodon zillii",0,1,0,0
"740","Coregonus artedi",0,1,0,0
"741","Coregonus autumnalis",0,1,1,0
"742","Coregonus baicalensis",0,1,0,0
"743","Coregonus chadary",0,1,0,0
"744","Coregonus clupeaformis",0,1,0,0
"745","Coregonus lavaretus",0,1,0,0
"746","Coregonus migratorius",0,1,0,0
"747","Coregonus muksun",0,1,0,0
"748","Coregonus nasus",0,1,0,0
"749","Coregonus oxyrinchus",0,1,0,0
"750","Coregonus peled",0,1,0,0
"751","Coregonus sp. 'cluncaformis'",0,1,0,0
"752","Coregonus ussuriensis",0,1,0,0
"753","Coreius guichenoti",0,1,0,0
"754","Coreius heterodon",0,1,0,0
"755","Coreoleuciscus splendidus",0,1,0,0
"756","Coreoperca herzi",0,1,0,0
"757","Coreoperca kawamebari",0,1,0,0
"758","Coreoperca loona",0,1,0,0
"759","Corydoras rabauti",0,1,0,0
"760","Cosmochilus harmandi",0,1,0,0
"761","Cottiusculus nihonkaiensis",0,1,0,0
"762","Cottus amblystomopsis",0,1,0,0
"763","Cottus bairdii",0,1,0,0
"764","Cottus czerskii",0,1,0,0
"765","Cottus perifretum",0,1,0,0
"766","Cottus poecilopus",0,1,0,0
"767","Cottus reinii",0,1,0,0
"768","Cottus rhenanus",0,1,0,0
"769","Cottus szanaga",0,1,0,0
"770","Cottus volki",0,1,0,0
"771","Couesius plumbeus",0,1,0,0
"772","Cranoglanis bouderius",0,1,0,0
"773","Craterocephalus eyresii",0,1,0,0
"774","Craterocephalus stramineus",0,1,0,0
"775","Crenimugil crenilabis",0,1,0,0
"776","Creteuchiloglanis gongshanensis",0,1,0,0
"777","Creteuchiloglanis kamengensis",0,1,0,0
"778","Creteuchiloglanis macropterus",0,1,0,0
"779","Cromileptes altivelis",0,1,0,0
"780","Cromileptes altivelis x Epinephelus lanceolatus",0,1,0,0
"781","Crossocheilus atrilimes",0,1,0,0
"782","Crossocheilus langei",0,1,0,0
"783","Crossocheilus reticulatus",0,1,0,0
"784","Crossocheilus siamensis",0,1,0,0
"785","Crossorhombus azureus",0,1,0,0
"786","Crossorhombus kobensis",0,1,0,0
"787","Crossorhombus valderostratus",0,1,0,0
"788","Cryodraco antarcticus",0,1,0,0
"789","Cryptoheros cutteri",0,1,0,0
"790","Cryptopsaras couesii",0,1,1,0
"791","Ctenopharyngodon idella",0,1,0,0
"792","Ctenopharyngodon idella x Megalobrama amblycephala",0,1,0,0
"793","Ctenopharyngodon idella x Squaliobarbus curriculus",0,1,0,0
"794","Ctenopharyngodon idellus x Elopichthys bambusa",0,1,0,0
"795","Cubiceps pauciradiatus",0,1,0,0
"796","Cubiceps squamiceps",0,1,0,0
"797","Culaea inconstans",0,1,0,0
"798","Culter alburnus",0,1,0,0
"799","Culter alburnus x Ancherythroculter nigrocauda",0,1,0,0
"800","Cultrichthys compressocorpus",0,1,0,0
"801","Curimata mivartii",0,1,0,0
"802","Cyathochromis obliquidens",0,1,0,0
"803","Cycleptus elongatus",0,1,0,0
"804","Cyclocheilichthys enoplos",0,1,0,0
"805","Cyclocheilichthys heteronema",0,1,0,0
"806","Cyclocheilichthys janthochir",0,1,0,0
"807","Cyclopsetta fimbriata",0,1,0,0
"808","Cyema atrum",0,1,1,0
"809","Cynoglossus abbreviatus",0,1,0,0
"810","Cynoglossus bilineatus",0,1,0,0
"811","Cynoglossus gracilis",0,1,0,0
"812","Cynoglossus itinus",0,1,0,0
"813","Cynoglossus joyneri",0,1,0,0
"814","Cynoglossus puncticeps",0,1,0,0
"815","Cynoglossus semilaevis",0,1,0,0
"816","Cynoglossus senegalensis",0,1,0,0
"817","Cynoglossus sinicus",0,1,0,0
"818","Cynoglossus zanzibarensis",0,1,0,0
"819","Cynoponticus ferox",0,1,0,0
"820","Cynotilapia afra",0,1,0,0
"821","Cyphomyrus discorhynchus",0,1,0,0
"822","Cyprinella galactura",0,1,0,0
"823","Cyprinella leedsi",0,1,0,0
"824","Cyprinella lutrensis",0,1,0,0
"825","Cyprinella spiloptera",0,1,0,0
"826","Cyprinidae intergeneric hybrids",0,1,0,0
"827","Cyprinion semiplotum",0,1,0,0
"828","Cyprinodon diabolis",0,1,0,0
"829","Cyprinodon rubrofluviatilis",0,1,0,0
"830","Cyprinodon tularosa",0,1,0,0
"831","Cyprinodon variegatus",0,1,0,0
"832","Cyprinus acutidorsalis",0,1,0,0
"833","Cyprinus carpio",0,1,1,0
"834","Cyprinus carpio 'Furong' x Carassius auratus red var.",0,1,0,0
"835","Cyprinus carpio 'mirror' x Cyprinus carpio 'singuonensis'",0,1,0,0
"836","Cyprinus carpio specularis x Carassius cuvieri",0,1,0,0
"837","Cyprinus carpio wuyuanensis x Carassius auratus",0,1,0,0
"838","Cyprinus megalophthalmus",0,1,0,0
"839","Cyprinus multitaeniata",0,1,0,0
"840","Cypselurus hiraii",0,1,0,0
"841","Dactyloptena orientalis",0,1,0,0
"842","Dactyloptena peterseni",0,1,0,0
"843","Dactyloptena tiltoni",0,1,0,0
"844","Dallia pectoralis",0,1,1,0
"845","Danacetichthys galathenus",0,1,0,0
"846","Danio albolineatus",0,1,0,0
"847","Danio dangila",0,1,0,0
"848","Danio margaritatus",0,1,0,0
"849","Danio nigrofasciatus",0,1,0,0
"850","Danio rerio",0,1,0,0
"851","Dasyatis akajei",0,1,0,0
"852","Datnioides microlepis",0,1,0,0
"853","Datnioides undecimradiatus",0,1,0,0
"854","Dawkinsia tambraparniei",0,1,0,0
"855","Decapterus macarellus",0,1,0,0
"856","Decapterus macrosoma",0,1,0,0
"857","Decapterus maruadsi",0,1,0,0
"858","Decapterus tabl",0,1,0,0
"859","Dendrophysa russelii",0,1,0,0
"860","Dentex angolensis",0,1,0,0
"861","Dentex dentex",0,1,0,0
"862","Dentex gibbosus",0,1,0,0
"863","Dentex tumifrons",0,1,0,0
"864","Denticeps clupeoides",0,1,0,0
"865","Derichthys serpentinus",0,1,0,0
"866","Dermogenys pusilla",0,1,0,0
"867","Devario devario",0,1,0,0
"868","Devario laoensis",0,1,0,0
"869","Diagramma picta",0,1,0,0
"870","Diaphus splendidus",0,1,0,0
"871","Dicentrarchus labrax",0,1,0,0
"872","Dicentrarchus punctatus",0,1,0,0
"873","Diceratias pileatus",0,1,0,0
"874","Dimidiochromis compressiceps",0,1,0,0
"875","Dimidiochromis kiwinge",0,1,0,0
"876","Diodon holocanthus",0,1,0,0
"877","Diodon hystrix",0,1,1,0
"878","Diodon liturosus",0,1,0,0
"879","Dionda episcopa",0,1,0,0
"880","Diplacanthopoma brachysoma",0,1,0,0
"881","diploid Megalobrama amblycephala x Xenocypris davidi",0,1,0,0
"882","diploid Xenocypris davidi x Megalobrama amblycephala",0,1,0,0
"883","Diplomystes nahuelbutaensis",0,1,0,0
"884","Diplophos taenia",0,1,1,0
"885","Diploprion bifasciatum",0,1,0,0
"886","Diplotaxodon limnothrissa",0,1,0,0
"887","Dipturus chilensis",0,1,0,0
"888","Dipturus innominatus",0,1,0,0
"889","Dipturus kwangtungensis",0,1,0,0
"890","Dipturus maugeanus",0,1,0,0
"891","Dipturus nasutus",0,1,0,0
"892","Dipturus oxyrinchus",0,1,0,0
"893","Dipturus trachyderma",0,1,0,0
"894","Diptychus maculatus",0,1,0,0
"895","Diretmoides veriginae",0,1,0,0
"896","Diretmus argenteus",0,1,0,0
"897","Discherodontus ashmeadi",0,1,0,0
"898","Discherodontus schroederi",0,1,0,0
"899","Discocheilus wui",0,1,0,0
"900","Discogobio longibarbatus",0,1,0,0
"901","Discogobio tetrabarbatus",0,1,0,0
"902","Discogobio yunnanensis",0,1,0,0
"903","Discolabeo wuluoheensis",0,1,0,0
"904","Dissostichus eleginoides",0,1,0,0
"905","Distichodus sexfasciatus",0,1,0,0
"906","Distoechodon tumirostris",0,1,0,0
"907","Ditrema temminckii",0,1,0,0
"908","Doederleinia berycoides",0,1,0,0
"909","Dolichopteryx minuscula",0,1,0,0
"910","Dorosoma cepedianum",0,1,1,0
"911","Dorosoma petenense",0,1,0,0
"912","Doryichthys boaja",0,1,0,0
"913","Doryrhamphus japonicus",0,1,0,0
"914","Draconetta xenica",0,1,0,0
"915","Dunckerocampus dactyliophorus",0,1,0,0
"916","Duringlanis perugiae",0,1,0,0
"917","Dussumieria elopsoides",0,1,0,0
"918","Dysalotus alcocki",0,1,0,0
"919","Echeneis naucrates",0,1,0,0
"920","Ecsenius bicolor",0,1,0,0
"921","Ehirava fluviatilis",0,1,0,0
"922","Eigenmannia sp. CBM-ZF-10620",0,1,0,0
"923","Elagatis bipinnulata",0,1,0,0
"924","Elassoma evergladei",0,1,0,0
"925","Elassoma zonatum",0,1,0,0
"926","Electrona carlsbergi",0,1,0,0
"927","Eleginops maclovinus",0,1,0,0
"928","Eleginus gracilis",0,1,1,0
"929","Eleotris acanthopoma",0,1,0,0
"930","Eleotris amblyopsis",0,1,0,0
"931","Eleotris fusca",0,1,0,0
"932","Eleotris klunzingerii",0,1,0,0
"933","Eleotris oxycephala",0,1,0,0
"934","Eleotris picta",0,1,0,0
"935","Eleutheronema tetradactylum",0,1,0,0
"936","Ellopostoma mystax",0,1,0,0
"937","Elopichthys bambusa",0,1,0,0
"938","Elops hawaiensis",0,1,0,0
"939","Elops saurus",0,1,0,0
"940","Embiotoca jacksoni",0,1,0,0
"941","Emmelichthys struhsakeri",0,1,0,0
"942","Enchelynassa canina",0,1,0,0
"943","Engraulis encrasicolus",0,1,0,0
"944","Engraulis japonicus",0,1,1,0
"945","Engraulis ringens",0,1,0,0
"946","Enophrys diceraus",0,1,1,0
"947","Enoplosus armatus",0,1,0,0
"948","Enteromius eburneensis",0,1,0,0
"949","Enteromius fasciolatus",0,1,0,0
"950","Enteromius hulstaerti",0,1,0,0
"951","Enteromius pobeguini",0,1,0,0
"952","Enteromius trimaculatus",0,1,0,0
"953","Epalzeorhynchos bicolor",0,1,0,0
"954","Epalzeorhynchos frenatus",0,1,0,0
"955","Ephippus orbis",0,1,0,0
"956","Epigonus denticulatus",0,1,0,0
"957","Epinephelus akaara",0,1,0,0
"958","Epinephelus akaara x Epinephelus lanceolatus",0,1,0,0
"959","Epinephelus areolatus",0,1,1,0
"960","Epinephelus awoara",0,1,0,0
"961","Epinephelus bleekeri",0,1,0,0
"962","Epinephelus bontoides",0,1,0,0
"963","Epinephelus bruneus",0,1,0,0
"964","Epinephelus chlorostigma",0,1,0,0
"965","Epinephelus coioides",0,1,0,0
"966","Epinephelus coioides x Epinephelus lanceolatus",0,1,0,0
"967","Epinephelus corallicola",0,1,0,0
"968","Epinephelus epistictus",0,1,0,0
"969","Epinephelus fasciatomaculosus",0,1,0,0
"970","Epinephelus fuscoguttatus",0,1,0,0
"971","Epinephelus fuscoguttatus x Epinephelus lanceolatus",0,1,0,0
"972","Epinephelus fuscoguttatus x Epinephelus tukula",0,1,0,0
"973","Epinephelus lanceolatus",0,1,0,0
"974","Epinephelus latifasciatus",0,1,0,0
"975","Epinephelus malabaricus",0,1,0,0
"976","Epinephelus merra",0,1,0,0
"977","Epinephelus moara",0,1,0,0
"978","Epinephelus moara x Epinephelus lanceolatus",0,1,0,0
"979","Epinephelus moara x Epinephelus tukula",0,1,0,0
"980","Epinephelus moara x Hyporthodus septemfasciatus",0,1,0,0
"981","Epinephelus quoyanus",0,1,0,0
"982","Epinephelus sexfasciatus",0,1,0,0
"983","Epinephelus stictus",0,1,0,0
"984","Epinephelus trimaculatus",0,1,0,0
"985","Epinephelus tukula",0,1,0,0
"986","Epinnula magistralis",0,1,0,0
"987","Epiplatys dageti",0,1,0,0
"988","Epiplatys grahami",0,1,0,0
"989","Epiplatys guineensis",0,1,0,0
"990","Epiplatys lamottei",0,1,0,0
"991","Epiplatys multifasciatus",0,1,0,0
"992","Epiplatys spilargyreius",0,1,0,0
"993","Epiplatys togolensis",0,1,0,0
"994","Eptatretus burgeri",0,1,0,0
"995","Erilepis zonifer",0,1,1,0
"996","Erimystax dissimilis",0,1,0,0
"997","Erimyzon oblongus",0,1,0,0
"998","Erpetoichthys calabaricus",0,1,0,0
"999","Escualosa thoracata",0,1,0,0
"1000","Esomus metallicus",0,1,0,0
"1001","Esox lucius",0,1,0,0
"1002","Esox reichertii",0,1,0,0
"1003","Etheostoma caeruleum",0,1,0,0
"1004","Etheostoma chuckwachatte",0,1,0,0
"1005","Etheostoma flabellare",0,1,0,0
"1006","Etheostoma jessiae",0,1,0,0
"1007","Etheostoma okaloosae",0,1,0,0
"1008","Etheostoma olmstedi",0,1,0,0
"1009","Etheostoma radiosum",0,1,0,0
"1010","Etheostoma spectabile",0,1,0,0
"1011","Etheostoma tallapoosae",0,1,0,0
"1012","Ethmalosa fimbriata",0,1,0,0
"1013","Ethmidium maculatum",0,1,0,0
"1014","Etmopterus pusillus",0,1,0,0
"1015","Etroplus maculatus",0,1,0,0
"1016","Etroplus suratensis",0,1,0,0
"1017","Etrumeus teres",0,1,0,0
"1018","Eubalichthys mosaicus",0,1,0,0
"1019","Euchiloglanis davidi",0,1,0,0
"1020","Euchiloglanis kishinouyei",0,1,0,0
"1021","Eucyclogobius newberryi",0,1,0,0
"1022","Eudontomyzon morii",0,1,0,0
"1023","Eugnathogobius oligactis",0,1,0,0
"1024","Eugnathogobius polylepis",0,1,0,0
"1025","Eumegistus illustris",0,1,0,0
"1026","Eurypegasus draconis",0,1,0,0
"1027","Eurypharynx pelecanoides",0,1,1,0
"1028","Eusphyra blochii",0,1,0,0
"1029","Eutaeniophorus festivus",0,1,0,0
"1030","Eutaeniophorus sp. 033-Miya",0,1,0,0
"1031","Euthynnus affinis",0,1,0,0
"1032","Euthynnus alletteratus",0,1,0,0
"1033","Evoxymetopon poeyi",0,1,0,0
"1034","Exocoetus volitans",0,1,0,0
"1035","Exoglossum maxillingua",0,1,0,0
"1036","Exostoma labiatum",0,1,0,0
"1037","Exyrias puntang",0,1,0,0
"1038","Facciolella oxyrhyncha",0,1,0,0
"1039","Fistularia commersonii",0,1,0,0
"1040","Fistularia petimba",0,1,1,0
"1041","Folifer brevifilis",0,1,0,0
"1042","Formosania lacustris",0,1,0,0
"1043","Fossorochromis rostratus",0,1,0,0
"1044","Fundulopanchax amieti",0,1,0,0
"1045","Fundulopanchax filamentosus",0,1,0,0
"1046","Fundulopanchax gardneri",0,1,0,0
"1047","Fundulopanchax scheeli",0,1,0,0
"1048","Fundulopanchax sjostedti",0,1,0,0
"1049","Fundulus diaphanus",0,1,1,0
"1050","Fundulus grandis",0,1,0,0
"1051","Fundulus heteroclitus",0,1,0,0
"1052","Fundulus notatus",0,1,0,0
"1053","Fundulus olivaceus",0,1,0,0
"1054","Gadopsis bispinosus",0,1,0,0
"1055","Gadopsis marmoratus",0,1,0,0
"1056","Gadus ogac",0,1,0,0
"1057","Gagata dolichonema",0,1,0,0
"1058","Galaxias gollumoides",0,1,0,0
"1059","Galaxias maculatus",0,1,0,0
"1060","Galaxias platei",0,1,0,0
"1061","Galaxias sp. 'southern'",0,1,0,0
"1062","Galaxias truttaceus",0,1,0,0
"1063","Galaxiella nigrostriata",0,1,0,0
"1064","Galeocerdo cuvier",0,1,1,0
"1065","Gambusia affinis",0,1,0,0
"1066","Gambusia holbrooki",0,1,0,0
"1067","Garra congoensis",0,1,0,0
"1068","Garra flavatra",0,1,0,0
"1069","Garra imberba",0,1,0,0
"1070","Garra kempi",0,1,0,0
"1071","Garra orientalis",0,1,0,0
"1072","Garra poecilura",0,1,0,0
"1073","Garra qiaojiensis",0,1,0,0
"1074","Garra rufa",0,1,0,0
"1075","Garra salweenica",0,1,0,0
"1076","Garra spilota",0,1,0,0
"1077","Garra tibetana",0,1,0,0
"1078","Gasterochisma melampus",0,1,0,0
"1079","Gasterosteus wheatlandi",0,1,0,0
"1080","Gastromyzon scitulus",0,1,0,0
"1081","Gastromyzon zebrinus",0,1,0,0
"1082","Gazza minuta",0,1,0,0
"1083","Genicanthus bellus",0,1,0,0
"1084","Genicanthus lamarck",0,1,0,0
"1085","Genicanthus melanospilos",0,1,0,0
"1086","Genicanthus semifasciatus",0,1,0,0
"1087","Genyochromis mento",0,1,0,0
"1088","Genyomyrus donnyi",0,1,0,0
"1089","Geophagus brasiliensis",0,1,0,0
"1090","Geophagus steindachneri",0,1,0,0
"1091","Geotria australis",0,1,0,0
"1092","Gephyrocharax atracaudatus",0,1,0,0
"1093","Gerres filamentosus",0,1,0,0
"1094","Gerres oyena",0,1,0,0
"1095","Gigantactis vanhoeffeni",0,1,0,0
"1096","Gila conspersa",0,1,0,0
"1097","Gila robusta",0,1,0,0
"1098","Gillichthys mirabilis",0,1,0,0
"1099","Gillichthys seta",0,1,0,0
"1100","Ginglymostoma cirratum",0,1,0,0
"1101","Girella punctata",0,1,0,0
"1102","Glaridoglanis andersonii",0,1,0,0
"1103","Glossanodon semifasciatus",0,1,0,0
"1104","Glossogobius circumspectus",0,1,0,0
"1105","Glossogobius giuris",0,1,0,0
"1106","Glossogobius olivaceus",0,1,0,0
"1107","Glossolepis incisus",0,1,0,0
"1108","Glyphis fowlerae",0,1,0,0
"1109","Glyphis gangeticus",0,1,0,0
"1110","Glyphis garricki",0,1,0,0
"1111","Glyphis glyphis",0,1,0,0
"1112","Glyphis siamensis",0,1,0,0
"1113","Glyphis sp. Bangladesh",0,1,0,0
"1114","Glyphis sp. Borneo",0,1,0,0
"1115","Glyphis sp. Pakistan",0,1,0,0
"1116","Glyptosternon maculatum",0,1,0,0
"1117","Glyptothorax annandalei",0,1,0,0
"1118","Glyptothorax cavia",0,1,0,0
"1119","Glyptothorax fokiensis",0,1,0,0
"1120","Glyptothorax granosus",0,1,0,0
"1121","Glyptothorax lanceatus",0,1,0,0
"1122","Glyptothorax laosensis",0,1,0,0
"1123","Glyptothorax longinema",0,1,0,0
"1124","Glyptothorax macromaculatus",0,1,0,0
"1125","Glyptothorax sinensis",0,1,0,0
"1126","Glyptothorax trilineatus",0,1,0,0
"1127","Glyptothorax zanaensis",0,1,0,0
"1128","Gnathonemus petersii",0,1,0,0
"1129","Gnathopogon elongatus",0,1,0,0
"1130","Gnathopogon imberbis",0,1,0,0
"1131","Gnathopogon nicholsi",0,1,0,0
"1132","Gnathopogon polytaenia",0,1,0,0
"1133","Gnathopogon strigatus",0,1,0,0
"1134","Gnathopogon taeniellus",0,1,0,0
"1135","Gobio cynocephalus",0,1,0,0
"1136","Gobio gobio",0,1,0,0
"1137","Gobiobotia brevibarba",0,1,0,0
"1138","Gobiobotia filifer",0,1,0,0
"1139","Gobiobotia intermedia",0,1,0,0
"1140","Gobiobotia macrocephala",0,1,0,0
"1141","Gobiobotia naktongensis",0,1,0,0
"1142","Gobiobotia pappenheimi",0,1,0,0
"1143","Gobiocypris rarus",0,1,0,0
"1144","Gobiomorus maculatus",0,1,0,0
"1145","Gobiopterus lacustris",0,1,0,0
"1146","Gonorynchus abbreviatus",0,1,0,0
"1147","Gonorynchus greyi",0,1,0,0
"1148","Grammatobothus polyophthalmus",0,1,0,0
"1149","Grammistes sexlineatus",0,1,0,0
"1150","Grasseichthys gabonensis",0,1,0,0
"1151","Grundulus bogotensis",0,1,0,0
"1152","Gudusia chapra",0,1,0,0
"1153","Gymnarchus niloticus",0,1,0,0
"1154","Gymnocanthus herzensteini",0,1,1,0
"1155","Gymnocanthus intermedius",0,1,0,0
"1156","Gymnocephalus cernua",0,1,0,0
"1157","Gymnocypris dobula",0,1,0,0
"1158","Gymnocypris eckloni",0,1,0,0
"1159","Gymnocypris namensis",0,1,0,0
"1160","Gymnocypris potanini",0,1,0,0
"1161","Gymnocypris przewalskii",0,1,0,0
"1162","Gymnocypris scleracanthus",0,1,0,0
"1163","Gymnodiptychus dybowskii",0,1,0,0
"1164","Gymnodiptychus pachycheilus",0,1,0,0
"1165","Gymnogobius petschiliensis",0,1,0,0
"1166","Gymnogobius urotaenia",0,1,0,0
"1167","Gymnomuraena zebra",0,1,0,0
"1168","Gymnorhamphichthys sp. NM-2010",0,1,0,0
"1169","Gymnosarda unicolor",0,1,0,0
"1170","Gymnothorax kidako",0,1,0,0
"1171","Gymnothorax minor",0,1,0,0
"1172","Gymnothorax niphostigmus",0,1,0,0
"1173","Gymnura poecilura",0,1,0,0
"1174","Gyrinocheilus aymonieri",0,1,0,0
"1175","Gyrinocheilus pennocki",0,1,0,0
"1176","Gyrinomimus myersi",0,1,0,0
"1177","Gyrinomimus sp. UW 113191",0,1,0,0
"1178","Halaelurus buergeri",0,1,0,0
"1179","Halicampus grayi",0,1,0,0
"1180","Halichoeres hartzfeldii",0,1,0,0
"1181","Halichoeres melanurus",0,1,0,0
"1182","Halichoeres nigrescens",0,1,0,0
"1183","Halichoeres tenuispinis",0,1,0,0
"1184","Halichoeres trimaculatus",0,1,0,0
"1185","Halosauropsis macrochir",0,1,0,0
"1186","Hampala macrolepidota",0,1,0,0
"1187","Hapalogenys analis",0,1,0,0
"1188","Hapalogenys nigripinnis",0,1,0,0
"1189","Haplochromis burtoni",0,1,0,0
"1190","Haplophryne mollis",0,1,0,0
"1191","Harengula jaguana",0,1,0,0
"1192","Harpadon microchir",0,1,0,0
"1193","Harriotta raleighana",0,1,0,0
"1194","Hasemania nana",0,1,0,0
"1195","Helicolenus avius",0,1,0,0
"1196","Helicolenus hilgendorfi",0,1,0,0
"1197","Helostoma temminkii",0,1,0,0
"1198","Hemibagrus guttatus",0,1,0,0
"1199","Hemibagrus macropterus",0,1,0,0
"1200","Hemibagrus nemurus",0,1,0,0
"1201","Hemibagrus spilopterus",0,1,0,0
"1202","Hemibagrus wyckioides",0,1,0,0
"1203","Hemibarbus barbus",0,1,0,0
"1204","Hemibarbus labeo",0,1,0,0
"1205","Hemibarbus longirostris",0,1,0,0
"1206","Hemibarbus maculatus",0,1,0,0
"1207","Hemibarbus medius",0,1,0,0
"1208","Hemibarbus mylodon",0,1,0,0
"1209","Hemibarbus umbrifer",0,1,0,0
"1210","Hemiculter bleekeri",0,1,0,0
"1211","Hemiculter eigenmanni",0,1,0,0
"1212","Hemiculter leucisculus",0,1,0,0
"1213","Hemiculter tchangi",0,1,0,0
"1214","Hemiculterella sauvagei",0,1,0,0
"1215","Hemieleotris latifasciata",0,1,0,0
"1216","Hemigaleus microstoma",0,1,0,0
"1217","Hemigobius hoevenii",0,1,0,0
"1218","Hemigrammocypris rasborella",0,1,0,0
"1219","Hemigrammus bleheri",0,1,0,0
"1220","Hemiodopsis gracilis",0,1,0,0
"1221","Hemipristis elongata",0,1,0,0
"1222","Hemisalanx brachyrostralis",0,1,0,0
