identification,sample_id,bin,phylum,class,order,family,genus,species,state_province,region,sector,exact_site,lat,lon
Oithona similis,ZOO18S_180,BOLD:ACM8032,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona similis,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099
Oithona similis,ZOO18S_184,NA,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,Oithona similis,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099
Cyclopoida,BHAK-11116,BOLD:ADM0766,Arthropoda,Copepoda,Cyclopoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Cyclopoida,QHAK-00131,BOLD:ADM0766,Arthropoda,Copepoda,Cyclopoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Harpacticoida,QHAK-00023,BOLD:ADL9753,Arthropoda,Copepoda,Harpacticoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Harpacticoida,QHAK-00009,BOLD:ADM0533,Arthropoda,Copepoda,Harpacticoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Harpacticoida,QHAK-00022,BOLD:ADM0533,Arthropoda,Copepoda,Harpacticoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Harpacticoida,BHAK-11135,BOLD:ADM0533,Arthropoda,Copepoda,Harpacticoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Harpacticoida,BHAK-11090,BOLD:ADM2549,Arthropoda,Copepoda,Harpacticoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Harpacticoida,BHAK-11143,NA,Arthropoda,Copepoda,Harpacticoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Harpacticoida,QHAK-00100,NA,Arthropoda,Copepoda,Harpacticoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Harpacticoida,QHAK-00024,NA,Arthropoda,Copepoda,Harpacticoida,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Monstrilla spinosa,ZOO18S_190,BOLD:ADY7949,Arthropoda,Copepoda,Monstrilloida,Monstrillidae,Monstrilla,Monstrilla spinosa,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099
Monstrilla wandelii,ZOO18S_112,NA,Arthropoda,Copepoda,Monstrilloida,Monstrillidae,Monstrilla,Monstrilla wandelii,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099
Copepoda,BHAK-10976,BOLD:ACK9448,Arthropoda,Copepoda,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Copepoda,QHAK-00207,BOLD:ACK9448,Arthropoda,Copepoda,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Copepoda,BHAK-10968,BOLD:ACK9448,Arthropoda,Copepoda,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Copepoda,QHAK-00144,BOLD:ACL8332,Arthropoda,Copepoda,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Hexanauplia,QHAK-00148,BOLD:AEG5812,Arthropoda,Hexanauplia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Hexanauplia,BHAK-11162,BOLD:AEG6825,Arthropoda,Hexanauplia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Hexanauplia,QHAK-00293,NA,Arthropoda,Hexanauplia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Sutil Channel,50.12,-125.13
Hexanauplia,QHAK-00088,NA,Arthropoda,Hexanauplia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Hexanauplia,BHAK-11002,NA,Arthropoda,Hexanauplia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Hexanauplia,QHAK-00264,NA,Arthropoda,Hexanauplia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Hexanauplia,QHAK-00096,NA,Arthropoda,Hexanauplia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Ampelisca cristata,BHAK-06599,BOLD:AEE3279,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca cristata,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect E2",51.673,-128.117
Ampelisca hancocki,BHAK-3301,BOLD:AEC6687,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca hancocki,British Columbia,Central Coast,Calvert Island,Kwakshua Channel,51.654,-128.097
Ampelisca lobata,BHAK-3321,BOLD:AEC6686,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca lobata,British Columbia,Central Coast,Calvert Island,North Beach,51.665,-128.135
Ampelisca pugetica,BHAK-2276,BOLD:ADM2040,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca pugetica,British Columbia,Central Coast,Starfish Island,Starfish Island Rocky Reef Site,51.681,-128.116
Ampelisca pugetica,BHAK2783,BOLD:ADM2040,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca pugetica,British Columbia,Central Coast,Calvert Island,West Beach,51.6495,-128.155
Byblis millsi,BHAK-3302,BOLD:AEC8632,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblis,Byblis millsi,British Columbia,Central Coast,Kwakshua Channel,NA,51.654,-128.097
Apolochus staudei,BHAK-07664,BOLD:AEE8099,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Apolochus,Apolochus staudei,British Columbia,Central Coast,Calvert Island,North Beach,51.667,-128.14
Ampithoe dalli,BHAK-3328,BOLD:AAH7075,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe dalli,British Columbia,Central Coast,Calvert Island,North Beach,51.665,-128.135
Ampithoe dalli,BHAK-2809,BOLD:AAH7075,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe dalli,British Columbia,Central Coast,Calvert Island,Third Beach,51.647,-128.148
Ampithoe dalli,BHAK2949,BOLD:AAH7075,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe dalli,British Columbia,Central Coast,Calvert Island,North Beach,51.6635,-128.145
Ampithoe lacertosa,BHAK-06535,BOLD:AAG7130,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe lacertosa,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect E3",51.675,-128.124
Ampithoe lacertosa,BHAK2764,BOLD:AAG7130,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe lacertosa,British Columbia,Central Coast,Choked Pass,NA,51.6783,-128.127
Ampithoe lacertosa,BHAK2249,BOLD:AAG7130,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe lacertosa,British Columbia,Central Coast,Triquet Island,NA,51.8057,-128.258
Ampithoe,BHAK-1178,BOLD:AAH7075,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,NA,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.641,-128.155
Ampithoe,BHAK1160,BOLD:ADM2351,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,NA,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155
Ampithoe,BHAK1147,NA,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,NA,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155
Sunamphitoe,BHAK1671,BOLD:ADL9544,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Sunamphitoe,NA,British Columbia,Central Coast,Triquet Island,NA,51.8057,-128.258
Sunamphitoe,BHAK1672,BOLD:ADL9544,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Sunamphitoe,NA,British Columbia,Central Coast,Triquet Island,NA,51.8057,-128.258
Ampithoinae,BHAK1151,BOLD:AAH7075,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,NA,NA,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155
Anisogammarus pugettensis,BHAK-06531,BOLD:AEE6472,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Anisogammarus,Anisogammarus pugettensis,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.645,-128.119
Eogammarus,BHAK-06844,BOLD:AAL0725,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Eogammarus,NA,British Columbia,Central Coast,Koeye,Transect I5,51.78,-127.871
Locustogammarus levingsi,BHAK-1650,BOLD:AED0535,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Locustogammarus,Locustogammarus levingsi,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.654,-128.13
Aoroides exilis,BHAK2818,BOLD:AAG7123,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,Aoroides exilis,British Columbia,Central Coast,Choked Pass,Starfish Island,51.68,-128.126
Aoroides exilis,BHAK2794,BOLD:ADL9392,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,Aoroides exilis,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua,51.6552,-127.96
Aoroides exilis,BHAK-3305,BOLD:AED0188,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,Aoroides exilis,British Columbia,Central Coast,Calvert Island,Third Beach,51.647,-128.148
Aoroides exilis,BHAK-1657,BOLD:AED8968,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,Aoroides exilis,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.734,-127.997
Aoroides intermedius,BHAK-1653,BOLD:AEC8749,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,Aoroides intermedius,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.734,-127.997
Aoroides,BHAK-1631,BOLD:AEC8844,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,NA,British Columbia,Central Coast,Calvert Island,Meay Channel,51.665,-128.135
Aoroides,BHAK-3304,BOLD:AED0646,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,NA,British Columbia,Central Coast,Kwakshua Channel,NA,51.654,-128.097
Calliopius carinatus,BHAK2240,BOLD:AEC7727,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Calliopius,Calliopius carinatus,British Columbia,Central Coast,Calvert Island,North Beach,51.6648,-128.135
Calliopius,ZOO18S_021,BOLD:ADY5722,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Calliopius,NA,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099
Caprella angusta,BHAK-2254,BOLD:AAH2715,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella angusta,British Columbia,Central Coast,Calvert Island,Crazy Town,51.667,-128.134
Caprella angusta,BHAK-06579,BOLD:ADM1595,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella angusta,British Columbia,Central Coast,Calvert Island,Choked Pass dive,51.673,-128.118
Caprella californica,BHAK-06539,BOLD:ADM1595,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella californica,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect E3",51.675,-128.124
Caprella californica,BHAK-06577,BOLD:ADM1595,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella californica,British Columbia,Central Coast,Calvert Island,Choked Pass dive,51.673,-128.118
Caprella californica,BHAK-2245,BOLD:ADM1595,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella californica,British Columbia,Central Coast,Triquet Island,Triquet Bay,51.806,-128.258
Caprella californica,BHAK-06578,BOLD:ADM1595,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella californica,British Columbia,Central Coast,Calvert Island,Choked Pass dive,51.673,-128.118
Caprella californica,BHAK2767,NA,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella californica,British Columbia,Central Coast,Choked Pass,NA,51.6783,-128.127
Caprella irregularis,BHAK-1628,BOLD:AAV5273,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella irregularis,British Columbia,Central Coast,Calvert Island,Meay Channel,51.665,-128.135
Caprella irregularis,BHAK-1190,BOLD:AAV5273,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella irregularis,British Columbia,Central Coast,Calvert Island,Meay Channel,51.665,-128.135
Caprella irregularis,BHAK-1629,BOLD:AAV5273,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella irregularis,British Columbia,Central Coast,Calvert Island,Meay Channel,51.665,-128.135
Caprella irregularis,BHAK2807,BOLD:AAV5273,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella irregularis,British Columbia,Central Coast,Kwakshua Channel,Kwakshua Petroglyph Cliff,51.6558,-128.03
Caprella mendax,BHAK2793,BOLD:ADM2708,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella mendax,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua,51.6552,-127.96
Caprella mendax,BHAK2801,BOLD:ADM2708,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella mendax,British Columbia,Central Coast,Kwakshua Channel,Kwakshua Petroglyph Cliff,51.6558,-128.03
Caprella verrucosa,BHAK2812,BOLD:ADM1595,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella verrucosa,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6461,-128.12
Caprella verrucosa,BHAK2243,BOLD:AED0873,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella verrucosa,British Columbia,Central Coast,Calvert Island,North Beach,51.6672,-128.134
Caprella,QHAK-00050,BOLD:AAE7686,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Caprella,QHAK-00041,BOLD:AAE7686,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Caprella,QHAK-00058,BOLD:AAE7686,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Caprella,QHAK-00048,BOLD:AAE7686,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Caprella,QHAK-00045,BOLD:AAE7686,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Caprella,QHAK-00044,BOLD:AAE7686,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Caprella,BHAK-9780,BOLD:AAV5273,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.691,-128.08
Caprella,QHAK-00043,NA,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Caprella,QHAK-00059,NA,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Metacaprella kennerlyi,BHAK-06580,BOLD:AAH2716,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Metacaprella,Metacaprella kennerlyi,British Columbia,Central Coast,Calvert Island,Choked Pass dive,51.673,-128.118
Metacaprella,BHAK1634,BOLD:AAH2716,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Metacaprella,NA,British Columbia,Central Coast,Hakai Pass,Meay Channel,51.7436,-128.071
Caprellidae,BHAK-0308,BOLD:AAH2716,Arthropoda,Malacostraca,Amphipoda,Caprellidae,NA,NA,British Columbia,Central Coast,Calvert Island,Crazy Town,51.667,-128.134
Caprellidae,BHAK1150,BOLD:AAH2716,Arthropoda,Malacostraca,Amphipoda,Caprellidae,NA,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Caprellidae,BHAK-2264,NA,Arthropoda,Malacostraca,Amphipoda,Caprellidae,NA,NA,British Columbia,Central Coast,Starfish Island,Starfish Island Rocky Reef Site,51.68,-128.127
Caprellidae,BHAK-2265,NA,Arthropoda,Malacostraca,Amphipoda,Caprellidae,NA,NA,British Columbia,Central Coast,Starfish Island,Starfish Island Rocky Reef Site,51.68,-128.127
Monocorophium,QHAK-00056,BOLD:AAU1637,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Monocorophium,QHAK-00047,BOLD:AAU1637,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Protomedeia,BHAK-3303,BOLD:AED0242,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Protomedeia,NA,British Columbia,Central Coast,Calvert Island,Kwakshua Channel,51.654,-128.097
Cyphocaris challengeri,ZOO_778,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_750,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO 1,49.251,-123.75
Cyphocaris challengeri,ZOO_057,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,HARO59,48.614,-123.246
Cyphocaris challengeri,ZOO_752,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO 1,49.251,-123.75
Cyphocaris challengeri,ZOO_067,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_066,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_065,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_064,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_063,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_777,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_276,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_275,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_274,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_271,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_270,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_269,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_268,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_267,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_266,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_265,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_264,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_261,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_751,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO 1,49.251,-123.75
Cyphocaris challengeri,ZOO_738,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO 1,49.251,-123.75
Cyphocaris challengeri,ZOO_753,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO 1,49.251,-123.75
Cyphocaris challengeri,BHAK-06892,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua channel,51.652,-127.958
Cyphocaris challengeri,ZOO_262,BOLD:ACL8600,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Cyphocaris challengeri,ZOO_272,NA,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,British Columbia,Salish Sea,NA,GEO1,49.251,-123.75
Allorchestes,BHAK3335,NA,Arthropoda,Malacostraca,Amphipoda,Dogielinotidae,Allorchestes,NA,British Columbia,Central Coast,Kwakshua Channel,NA,51.6498,-128.069
Dulichia rhabdoplastis,BHAK2251,BOLD:ADL9494,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dulichia,Dulichia rhabdoplastis,British Columbia,Central Coast,Rattenbury Island,NA,51.701,-128.074
Dulichia rhabdoplastis,BHAK2782,BOLD:ADL9494,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dulichia,Dulichia rhabdoplastis,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua,51.6552,-127.96
Dulichia,BHAK2791,BOLD:ADL9494,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dulichia,NA,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua,51.6552,-127.96
Dulichia,BHAK2800,BOLD:ADL9494,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dulichia,NA,British Columbia,Central Coast,Kwakshua Channel,Kwakshua Petroglyph Cliff,51.6558,-128.03
Dulichia,BHAK2804,BOLD:ADL9494,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dulichia,NA,British Columbia,Central Coast,Kwakshua Channel,Kwakshua Petroglyph Cliff,51.6558,-128.03
Gammaridae,QHAK-00020,BOLD:ADY5722,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Gammaridae,QHAK-00018,BOLD:ADY5722,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Gammaridae,QHAK-00257,NA,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Gammaridae,QHAK-00245,NA,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Sutil Channel,50.12,-125.13
Eohaustorius washingtonianus,BHAK1175,BOLD:ADM9845,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Eohaustorius,Eohaustorius washingtonianus,British Columbia,Central Coast,Calvert Island,West Beach,51.6527,-128.142
Eohaustorius washingtonianus,BHAK-1176,BOLD:ADM9845,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Eohaustorius,Eohaustorius washingtonianus,British Columbia,Central Coast,Calvert Island,West Beach,51.653,-128.142
Apohyale anceps,BHAK3333,BOLD:AAH2973,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Apohyale,Apohyale anceps,British Columbia,Central Coast,Kwakshua Channel,NA,51.6482,-127.997
Apohyale anceps,BHAK2798,BOLD:AAX2498,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Apohyale,Apohyale anceps,British Columbia,Central Coast,Calvert Island,North Beach,51.6635,-128.145
Parallorchestes cowani,BHAK-06884,BOLD:AAG7136,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Parallorchestes,Parallorchestes cowani,British Columbia,Central Coast,Calvert Island,S. end of West Beach,51.652,-128.142
Parallorchestes cowani,BHAK-07660,BOLD:AAG7136,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Parallorchestes,Parallorchestes cowani,British Columbia,Central Coast,Calvert Island,Surge Cove,51.657,-128.148
