Representative Sample ID,Phylum,Class,Order,Family,Genus,Species,string,Sample Size
BHAK-06531,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Anisogammarus,Anisogammarus pugettensis,Arthropoda_Malacostraca_Amphipoda_Anisogammaridae_Anisogammarus_Anisogammarus pugettensis,2
BHAK-06871,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Eogammarus,Eogammarus confervicolus,Arthropoda_Malacostraca_Amphipoda_Anisogammaridae_Eogammarus_Eogammarus confervicolus,5
BHAK-06844,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Eogammarus,,Arthropoda_Malacostraca_Amphipoda_Anisogammaridae_Eogammarus_,2
BHAK-1650,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Locustogammarus,Locustogammarus levingsi,Arthropoda_Malacostraca_Amphipoda_Anisogammaridae_Locustogammarus_Locustogammarus levingsi,2
BHAK-07653,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,Aoroides columbiae,Arthropoda_Malacostraca_Amphipoda_Aoridae_Aoroides_Aoroides columbiae,1
BHAK2794,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,Aoroides exilis,Arthropoda_Malacostraca_Amphipoda_Aoridae_Aoroides_Aoroides exilis,7
BHAK-06596,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,Aoroides inermis,Arthropoda_Malacostraca_Amphipoda_Aoridae_Aoroides_Aoroides inermis,1
BHAK2225,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,Aoroides intermedius,Arthropoda_Malacostraca_Amphipoda_Aoridae_Aoroides_Aoroides intermedius,7
BHAK-3304,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,,Arthropoda_Malacostraca_Amphipoda_Aoridae_Aoroides_,7
BHAK1678,Arthropoda,Malacostraca,Amphipoda,Aoridae,Columbaora,Columbaora cyclocoxa,Arthropoda_Malacostraca_Amphipoda_Aoridae_Columbaora_Columbaora cyclocoxa,3
BHAK-06881,Arthropoda,Malacostraca,Amphipoda,Atylidae,Atylus,Atylus levidensus,Arthropoda_Malacostraca_Amphipoda_Atylidae_Atylus_Atylus levidensus,3
BHAK2240,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Calliopius,Calliopius carinatus,Arthropoda_Malacostraca_Amphipoda_Calliopiidae_Calliopius_Calliopius carinatus,1
BHAK-0013,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Calliopius,Calliopius pacificus,Arthropoda_Malacostraca_Amphipoda_Calliopiidae_Calliopius_Calliopius pacificus,2
BHAK2817,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Oligochinus,Oligochinus lighti,Arthropoda_Malacostraca_Amphipoda_Calliopiidae_Oligochinus_Oligochinus lighti,2
BHAK-06593,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Paracalliopiella,Paracalliopiella pratti,Arthropoda_Malacostraca_Amphipoda_Calliopiidae_Paracalliopiella_Paracalliopiella pratti,1
BHAK2254,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella angusta,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_Caprella angusta,3
BHAK2767,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella californica,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_Caprella californica,10
BHAK2241,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella drepanochir,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_Caprella drepanochir,1
BHAK2264,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella ferrea,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_Caprella ferrea,4
BHAK2806,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella irregularis,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_Caprella irregularis,6
BHAK2813,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella laeviuscula,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_Caprella laeviuscula,3
BHAK2801,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella mendax,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_Caprella mendax,2
BHAK-07671,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella mutica,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_Caprella mutica,2
BHAK2812,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella verrucosa,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_Caprella verrucosa,5
BHAK2250,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Caprella_,7
BHAK2263,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Metacaprella,Metacaprella kennerlyi,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Metacaprella_Metacaprella kennerlyi,5
BHAK1634,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Metacaprella,,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Metacaprella_,1
BHAK-07655,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Tritella,Tritella pilimana,Arthropoda_Malacostraca_Amphipoda_Caprellidae_Tritella_Tritella pilimana,1
BHAK496,Arthropoda,Malacostraca,Amphipoda,Caprellidae,,,Arthropoda_Malacostraca_Amphipoda_Caprellidae__,15
BHAK2811,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,Americorophium brevis,Arthropoda_Malacostraca_Amphipoda_Corophiidae_Americorophium_Americorophium brevis,6
BHAK-06864,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,Americorophium spinicorne,Arthropoda_Malacostraca_Amphipoda_Corophiidae_Americorophium_Americorophium spinicorne,3
BHAK-06165,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,Monocorophium acherusicum,Arthropoda_Malacostraca_Amphipoda_Corophiidae_Monocorophium_Monocorophium acherusicum,3
BHAK-1630,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,,Arthropoda_Malacostraca_Amphipoda_Corophiidae_Monocorophium_,2
BHAK-06455,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Protomedeia,Protomedeia prudens,Arthropoda_Malacostraca_Amphipoda_Corophiidae_Protomedeia_Protomedeia prudens,1
BHAK-3303,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Protomedeia,,Arthropoda_Malacostraca_Amphipoda_Corophiidae_Protomedeia_,1
BHAK-3316,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,Crangonyx richmondensis,Arthropoda_Malacostraca_Amphipoda_Crangonyctidae_Crangonyx_Crangonyx richmondensis,1
BHAK-06892,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,Cyphocaris challengeri,Arthropoda_Malacostraca_Amphipoda_Cyphocarididae_Cyphocaris_Cyphocaris challengeri,1
BHAK-06853,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,Guernea,Guernea reduncans,Arthropoda_Malacostraca_Amphipoda_Dexaminidae_Guernea_Guernea reduncans,1
BHAK-2819,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,Polycheria,,Arthropoda_Malacostraca_Amphipoda_Dexaminidae_Polycheria_,1
BHAK-06854,Arthropoda,Malacostraca,Amphipoda,Dogielinotidae,Allorchestes,Allorchestes angusta,Arthropoda_Malacostraca_Amphipoda_Dogielinotidae_Allorchestes_Allorchestes angusta,1
BHAK3335,Arthropoda,Malacostraca,Amphipoda,Dogielinotidae,Allorchestes,,Arthropoda_Malacostraca_Amphipoda_Dogielinotidae_Allorchestes_,2
BHAK2782,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dulichia,Dulichia rhabdoplastis,Arthropoda_Malacostraca_Amphipoda_Dulichiidae_Dulichia_Dulichia rhabdoplastis,3
BHAK2804,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dulichia,,Arthropoda_Malacostraca_Amphipoda_Dulichiidae_Dulichia_,5
BHAK-06856,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis,Rhachotropis barnardi,Arthropoda_Malacostraca_Amphipoda_Eusiridae_Rhachotropis_Rhachotropis barnardi,1
BHAK1175,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Eohaustorius,Eohaustorius washingtonianus,Arthropoda_Malacostraca_Amphipoda_Haustoriidae_Eohaustorius_Eohaustorius washingtonianus,3
BHAK3333,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Apohyale,Apohyale anceps,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Apohyale_Apohyale anceps,2
BHAK553,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Apohyale,Apohyale pugettensis,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Apohyale_Apohyale pugettensis,1
BHAK-1167,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Hyale,,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Hyale_,2
BHAK-3325,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Parallorchestes,Parallorchestes cowani,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Parallorchestes_Parallorchestes cowani,5
BHAK-0301,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Parallorchestes,Parallorchestes trispinosa,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Parallorchestes_Parallorchestes trispinosa,1
BHAK-0964,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Parallorchestes,,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Parallorchestes_,4
BHAK2761,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Protohyale,Protohyale jarrettae,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Protohyale_Protohyale jarrettae,4
BHAK3311,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Protohyale,Protohyale oclairi,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Protohyale_Protohyale oclairi,4
BHAK2256,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Protohyale,,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Protohyale_,3
BHAK1170,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Ptilohyale,Ptilohyale plumulosus,Arthropoda_Malacostraca_Amphipoda_Hyalidae_Ptilohyale_Ptilohyale plumulosus,10
BHAK1147,Arthropoda,Malacostraca,Amphipoda,Hyalidae,,,Arthropoda_Malacostraca_Amphipoda_Hyalidae__,11
BHAK-06893,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,Themisto pacifica,Arthropoda_Malacostraca_Amphipoda_Hyperiidae_Themisto_Themisto pacifica,1
BHAK2815,Arthropoda,Malacostraca,Amphipoda,Iphimediidae,Coboldus,Coboldus hedgpethi,Arthropoda_Malacostraca_Amphipoda_Iphimediidae_Coboldus_Coboldus hedgpethi,1
BHAK2224,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthonius brasiliensis,Arthropoda_Malacostraca_Amphipoda_Ischyroceridae_Ericthonius_Ericthonius brasiliensis,6
BHAK-0588,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,,Arthropoda_Malacostraca_Amphipoda_Ischyroceridae_Ericthonius_,1
BHAK2787,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ischyrocerus,Ischyrocerus anguipes,Arthropoda_Malacostraca_Amphipoda_Ischyroceridae_Ischyrocerus_Ischyrocerus anguipes,17
BHAK-06590,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ischyrocerus,,Arthropoda_Malacostraca_Amphipoda_Ischyroceridae_Ischyrocerus_,1
BHAK-1655,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa,Jassa staudei,Arthropoda_Malacostraca_Amphipoda_Ischyroceridae_Jassa_Jassa staudei,1
BHAK1155,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa,,Arthropoda_Malacostraca_Amphipoda_Ischyroceridae_Jassa_,6
BHAK-2802,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Microjassa,Microjassa barnardi,Arthropoda_Malacostraca_Amphipoda_Ischyroceridae_Microjassa_Microjassa barnardi,1
BHAK-2235,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,,,Arthropoda_Malacostraca_Amphipoda_Ischyroceridae__,1
BHAK2799,Arthropoda,Malacostraca,Amphipoda,Leucothoidae,Leucothoe,Leucothoe spinicarpa,Arthropoda_Malacostraca_Amphipoda_Leucothoidae_Leucothoe_Leucothoe spinicarpa,2
BHAK2770,Arthropoda,Malacostraca,Amphipoda,Maeridae,Elasmopus,Elasmopus antennatus,Arthropoda_Malacostraca_Amphipoda_Maeridae_Elasmopus_Elasmopus antennatus,1
BHAK-07674,Arthropoda,Malacostraca,Amphipoda,Maeridae,Maera,Maera similis,Arthropoda_Malacostraca_Amphipoda_Maeridae_Maera_Maera similis,3
BHAK1676,Arthropoda,Malacostraca,Amphipoda,Maeridae,Maera,,Arthropoda_Malacostraca_Amphipoda_Maeridae_Maera_,1
BHAK-2270,Arthropoda,Malacostraca,Amphipoda,Maeridae,Quadrimaera,Quadrimaera carla,Arthropoda_Malacostraca_Amphipoda_Maeridae_Quadrimaera_Quadrimaera carla,1
BHAK3334,Arthropoda,Malacostraca,Amphipoda,Melitidae,Desdimelita,Desdimelita californica,Arthropoda_Malacostraca_Amphipoda_Melitidae_Desdimelita_Desdimelita californica,1
BHAK-1637,Arthropoda,Malacostraca,Amphipoda,Melitidae,Megamoera,Megamoera borealis,Arthropoda_Malacostraca_Amphipoda_Melitidae_Megamoera_Megamoera borealis,1
BHAK2768,Arthropoda,Malacostraca,Amphipoda,Melitidae,Megamoera,Megamoera subtener,Arthropoda_Malacostraca_Amphipoda_Melitidae_Megamoera_Megamoera subtener,1
BHAK2237,Arthropoda,Malacostraca,Amphipoda,Melitidae,Megamoera,,Arthropoda_Malacostraca_Amphipoda_Melitidae_Megamoera_,1
BHAK-09200,Arthropoda,Malacostraca,Amphipoda,Melitidae,,,Arthropoda_Malacostraca_Amphipoda_Melitidae__,1
BHAK1146,Arthropoda,Malacostraca,Amphipoda,Najnidae,,,Arthropoda_Malacostraca_Amphipoda_Najnidae__,1
BHAK-3307,Arthropoda,Malacostraca,Amphipoda,Ochlesidae,Cryptodius,Cryptodius kelleri,Arthropoda_Malacostraca_Amphipoda_Ochlesidae_Cryptodius_Cryptodius kelleri,3
BHAK2279,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Americhelidium,Americhelidium millsi,Arthropoda_Malacostraca_Amphipoda_Oedicerotidae_Americhelidium_Americhelidium millsi,1
BHAK-3070,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Americhelidium,Americhelidium rectipalmum,Arthropoda_Malacostraca_Amphipoda_Oedicerotidae_Americhelidium_Americhelidium rectipalmum,2
BHAK-06454,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Monoculodes,Monoculodes latimanus,Arthropoda_Malacostraca_Amphipoda_Oedicerotidae_Monoculodes_Monoculodes latimanus,1
BHAK-06452,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pacifoculodes,Pacifoculodes zernovi,Arthropoda_Malacostraca_Amphipoda_Oedicerotidae_Pacifoculodes_Pacifoculodes zernovi,3
BHAK-06847,Arthropoda,Malacostraca,Amphipoda,Pakynidae,Prachynella,Prachynella lodo,Arthropoda_Malacostraca_Amphipoda_Pakynidae_Prachynella_Prachynella lodo,1
BHAK-3069,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,,,Arthropoda_Malacostraca_Amphipoda_Pardaliscidae__,1
BHAK-2774,Arthropoda,Malacostraca,Amphipoda,Photidae,Gammaropsis,Gammaropsis ellisi,Arthropoda_Malacostraca_Amphipoda_Photidae_Gammaropsis_Gammaropsis ellisi,1
BHAK1675,Arthropoda,Malacostraca,Amphipoda,Photidae,Gammaropsis,Gammaropsis thompsoni,Arthropoda_Malacostraca_Amphipoda_Photidae_Gammaropsis_Gammaropsis thompsoni,6
BHAK-07675,Arthropoda,Malacostraca,Amphipoda,Photidae,Gammaropsis,,Arthropoda_Malacostraca_Amphipoda_Photidae_Gammaropsis_,1
BHAK2277,Arthropoda,Malacostraca,Amphipoda,Photidae,Photis,Photis brevipes,Arthropoda_Malacostraca_Amphipoda_Photidae_Photis_Photis brevipes,5
BHAK2260,Arthropoda,Malacostraca,Amphipoda,Photidae,Photis,,Arthropoda_Malacostraca_Amphipoda_Photidae_Photis_,8
BHAK2776,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Eobrolgus,Eobrolgus chumashi,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae_Eobrolgus_Eobrolgus chumashi,5
BHAK-06890,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Eobrolgus,,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae_Eobrolgus_,1
BHAK-1649,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Eyakia,,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae_Eyakia_,1
BHAK-06848,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Foxiphalus,Foxiphalus obtusidens,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae_Foxiphalus_Foxiphalus obtusidens,1
BHAK-3312,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Foxiphalus,,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae_Foxiphalus_,3
BHAK-06850,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Heterophoxus,Heterophoxus conlanae,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae_Heterophoxus_Heterophoxus conlanae,1
BHAK1267,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Paraphoxus,Paraphoxus milleri,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae_Paraphoxus_Paraphoxus milleri,1
BHAK2278,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,Rhepoxynius pallidus,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae_Rhepoxynius_Rhepoxynius pallidus,2
BHAK-06600,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,Rhepoxynius tridentatus,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae_Rhepoxynius_Rhepoxynius tridentatus,1
BHAK-2274,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,,,Arthropoda_Malacostraca_Amphipoda_Phoxocephalidae__,3
BHAK-07670,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Gnathopleustes,Gnathopleustes pachychaetus,Arthropoda_Malacostraca_Amphipoda_Pleustidae_Gnathopleustes_Gnathopleustes pachychaetus,2
BHAK2229,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Gnathopleustes,Gnathopleustes simplex,Arthropoda_Malacostraca_Amphipoda_Pleustidae_Gnathopleustes_Gnathopleustes simplex,3
BHAK-1191,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Gnathopleustes,,Arthropoda_Malacostraca_Amphipoda_Pleustidae_Gnathopleustes_,1
BHAK3310,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Micropleustes,Micropleustes nautilus,Arthropoda_Malacostraca_Amphipoda_Pleustidae_Micropleustes_Micropleustes nautilus,2
BHAK1668,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Pleusirus,Pleusirus secorrus,Arthropoda_Malacostraca_Amphipoda_Pleustidae_Pleusirus_Pleusirus secorrus,3
BHAK2261,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Thorlaksonius,Thorlaksonius brevirostris,Arthropoda_Malacostraca_Amphipoda_Pleustidae_Thorlaksonius_Thorlaksonius brevirostris,6
BHAK2252,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Thorlaksonius,Thorlaksonius carinatus,Arthropoda_Malacostraca_Amphipoda_Pleustidae_Thorlaksonius_Thorlaksonius carinatus,2
BHAK-07662,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Trachypleustes,Trachypleustes trevori,Arthropoda_Malacostraca_Amphipoda_Pleustidae_Trachypleustes_Trachypleustes trevori,4
BHAK2769,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Trachypleustes,,Arthropoda_Malacostraca_Amphipoda_Pleustidae_Trachypleustes_,1
BHAK2232,Arthropoda,Malacostraca,Amphipoda,Pleustidae,,,Arthropoda_Malacostraca_Amphipoda_Pleustidae__,10
BHAK2775,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus,Podocerus cristatus,Arthropoda_Malacostraca_Amphipoda_Podoceridae_Podocerus_Podocerus cristatus,11
BHAK-09197,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus,,Arthropoda_Malacostraca_Amphipoda_Podoceridae_Podocerus_,1
BHAK-1647,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Paramoera,Paramoera bousfieldi,Arthropoda_Malacostraca_Amphipoda_Pontogeneiidae_Paramoera_Paramoera bousfieldi,6
BHAK-06882,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pontogeneia,Pontogeneia ivanovi,Arthropoda_Malacostraca_Amphipoda_Pontogeneiidae_Pontogeneia_Pontogeneia ivanovi,2
BHAK2788,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pontogeneia,Pontogeneia rostrata,Arthropoda_Malacostraca_Amphipoda_Pontogeneiidae_Pontogeneia_Pontogeneia rostrata,10
BHAK-06594,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pontogeneia,,Arthropoda_Malacostraca_Amphipoda_Pontogeneiidae_Pontogeneia_,1
BHAK2795,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenula,Stenula incola,Arthropoda_Malacostraca_Amphipoda_Stenothoidae_Stenula_Stenula incola,1
BHAK2244,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,,,Arthropoda_Malacostraca_Amphipoda_Stenothoidae__,10
BHAK-06852,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Tiron,,Arthropoda_Malacostraca_Amphipoda_Synopiidae_Tiron_,1
BHAK-3315,Arthropoda,Malacostraca,Amphipoda,Talitridae,Megalorchestia,Megalorchestia californiana,Arthropoda_Malacostraca_Amphipoda_Talitridae_Megalorchestia_Megalorchestia californiana,3
BHAK-3314,Arthropoda,Malacostraca,Amphipoda,Talitridae,Megalorchestia,Megalorchestia pugettensis,Arthropoda_Malacostraca_Amphipoda_Talitridae_Megalorchestia_Megalorchestia pugettensis,1
BHAK-3318,Arthropoda,Malacostraca,Amphipoda,Talitridae,Megalorchestia,,Arthropoda_Malacostraca_Amphipoda_Talitridae_Megalorchestia_,2
BHAK1172,Arthropoda,Malacostraca,Amphipoda,Talitridae,Traskorchestia,Traskorchestia traskiana,Arthropoda_Malacostraca_Amphipoda_Talitridae_Traskorchestia_Traskorchestia traskiana,10
BHAK-0896,Arthropoda,Malacostraca,Amphipoda,Talitridae,Traskorchestia,,Arthropoda_Malacostraca_Amphipoda_Talitridae_Traskorchestia_,1
BHAK-0899,Arthropoda,Malacostraca,Amphipoda,Talitridae,,,Arthropoda_Malacostraca_Amphipoda_Talitridae__,1
BHAK2784,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Lepidepecreum,Lepidepecreum gurjanovae,Arthropoda_Malacostraca_Amphipoda_Tryphosidae_Lepidepecreum_Lepidepecreum gurjanovae,1
BHAK-06597,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Orchomene,,Arthropoda_Malacostraca_Amphipoda_Tryphosidae_Orchomene_,1
BHAK-06886,Arthropoda,Malacostraca,Amphipoda,Uristidae,Koroga,Koroga megalops,Arthropoda_Malacostraca_Amphipoda_Uristidae_Koroga_Koroga megalops,1
BHAK352,Arthropoda,Malacostraca,Amphipoda,,,,Arthropoda_Malacostraca_Amphipoda___,54
BHAK2266,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylopsis,Diastylopsis dawsoni,Arthropoda_Malacostraca_Cumacea_Diastylidae_Diastylopsis_Diastylopsis dawsoni,3
BHAK-06150,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylopsis,,Arthropoda_Malacostraca_Cumacea_Diastylidae_Diastylopsis_,1
BHAK-07069,Arthropoda,Malacostraca,Cumacea,Diastylidae,,,Arthropoda_Malacostraca_Cumacea_Diastylidae__,1
BHAK-06149,Arthropoda,Malacostraca,Cumacea,Lampropidae,Lamprops,,Arthropoda_Malacostraca_Cumacea_Lampropidae_Lamprops_,2
BHAK-2820,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorellopsis,Eudorellopsis biplicata,Arthropoda_Malacostraca_Cumacea_Leuconidae_Eudorellopsis_Eudorellopsis biplicata,1
BHAK-06177,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorellopsis,Eudorellopsis longirostris,Arthropoda_Malacostraca_Cumacea_Leuconidae_Eudorellopsis_Eudorellopsis longirostris,1
BHAK-06451,Arthropoda,Malacostraca,Cumacea,Leuconidae,,,Arthropoda_Malacostraca_Cumacea_Leuconidae__,1
BHAK-3727,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Cumella,Cumella vulgaris,Arthropoda_Malacostraca_Cumacea_Nannastacidae_Cumella_Cumella vulgaris,3
BHAK-0055,Arthropoda,Malacostraca,Cumacea,,,,Arthropoda_Malacostraca_Cumacea___,6
BHAK-1810,Arthropoda,Malacostraca,Decapoda,Alpheidae,Betaeus,Betaeus setosus,Arthropoda_Malacostraca_Decapoda_Alpheidae_Betaeus_Betaeus setosus,1
BHAK2641,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,Cancer productus,Arthropoda_Malacostraca_Decapoda_Cancridae_Cancer_Cancer productus,4
BHAK3440,Arthropoda,Malacostraca,Decapoda,Cancridae,Glebocarcinus,Glebocarcinus oregonensis,Arthropoda_Malacostraca_Decapoda_Cancridae_Glebocarcinus_Glebocarcinus oregonensis,5
BHAK3197,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus gracilis,Arthropoda_Malacostraca_Decapoda_Cancridae_Metacarcinus_Metacarcinus gracilis,2
BHAK401,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Arthropoda_Malacostraca_Decapoda_Cancridae_Metacarcinus_Metacarcinus magister,2
BHAK2379,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,Romaleon branneri,Arthropoda_Malacostraca_Decapoda_Cancridae_Romaleon_Romaleon branneri,4
BHAK-11858,Arthropoda,Malacostraca,Decapoda,Cancridae,,,Arthropoda_Malacostraca_Decapoda_Cancridae__,3
BHAK2003,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,Telmessus,Telmessus cheiragonus,Arthropoda_Malacostraca_Decapoda_Cheiragonidae_Telmessus_Telmessus cheiragonus,2
BHAK-0528,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon nigricauda,Arthropoda_Malacostraca_Decapoda_Crangonidae_Crangon_Crangon nigricauda,1
BHAK529,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,,Arthropoda_Malacostraca_Decapoda_Crangonidae_Crangon_,6
BHAK-0748,Arthropoda,Malacostraca,Decapoda,Crangonidae,Lissocrangon,Lissocrangon stylirostris,Arthropoda_Malacostraca_Decapoda_Crangonidae_Lissocrangon_Lissocrangon stylirostris,1
BHAK2378,Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,,Arthropoda_Malacostraca_Decapoda_Diogenidae_Paguristes_,4
